id,m_cf1,m_cf2,m_cf3
79,3.2,5.19,5.89
80,3.48,5.46,5.88
81,3.75,5.72,5.82
82,4.02,5.96,5.74
83,4.3,6.19,5.62
84,4.56,6.39,5.47
85,4.83,6.55,5.3
86,5.09,6.65,5.47
87,5.35,6.68,5.62
88,5.59,6.65,5.74
89,5.81,6.55,5.82
90,6.0,6.39,5.88
91,6.13,6.19,5.89
92,6.18,5.96,5.88
93,6.13,5.72,5.82
94,6.0,5.46,5.74
95,5.81,5.19,5.62
96,5.59,4.91,5.47
97,5.35,4.64,5.3
98,5.09,4.36,5.12
99,4.83,4.08,4.91
100,4.56,3.8,4.7
101,2.32,4.48,6.05
102,2.59,4.77,6.14
103,2.86,5.06,6.21
104,3.13,5.35,6.23
105,3.4,5.63,6.21
106,3.66,5.92,6.14
107,3.93,6.19,6.05
108,4.19,6.45,5.91
109,4.45,6.68,5.75
110,4.7,6.88,5.57
111,4.95,7.01,5.75
112,5.18,7.05,5.91
113,5.4,7.01,6.05
114,5.59,6.88,6.14
115,5.74,6.68,6.21
116,5.85,6.45,6.23
117,5.88,6.19,6.21
118,5.85,5.92,6.14
119,5.74,5.63,6.05
120,5.59,5.35,5.91
121,5.4,5.06,5.75
122,5.18,4.77,5.57
123,4.95,4.48,5.36
124,4.7,4.19,5.15
125,4.45,3.9,4.91
126,2.24,4.57,6.35
127,2.51,4.87,6.47
128,2.77,5.17,6.54
129,3.04,5.48,6.56
130,3.3,5.78,6.54
131,3.56,6.09,6.47
132,3.81,6.39,6.35
133,4.06,6.68,6.21
134,4.31,6.96,6.03
135,4.55,7.2,5.82
136,4.78,7.37,6.03
137,4.99,7.44,6.21
138,5.18,7.37,6.35
139,5.35,7.2,6.47
140,5.48,6.96,6.54
141,5.56,6.68,6.56
142,5.59,6.39,6.54
143,5.56,6.09,6.47
144,5.48,5.78,6.35
145,5.35,5.48,6.21
146,5.18,5.17,6.03
147,4.99,4.87,5.82
148,4.78,4.57,5.6
149,4.55,4.27,5.36
150,4.31,3.98,5.12
151,2.15,4.64,6.66
152,2.41,4.95,6.79
153,2.67,5.26,6.88
154,2.93,5.57,6.91
155,3.18,5.89,6.88
156,3.43,6.22,6.79
157,3.68,6.55,6.66
158,3.92,6.88,6.49
159,4.15,7.2,6.29
160,4.37,7.51,6.06
161,4.58,7.75,6.29
162,4.78,7.85,6.49
163,4.95,7.75,6.66
164,5.09,7.51,6.79
165,5.2,7.2,6.88
166,5.27,6.88,6.91
167,5.3,6.55,6.88
168,5.27,6.22,6.79
169,5.2,5.89,6.66
170,5.09,5.57,6.49
171,4.95,5.26,6.29
172,4.78,4.95,6.06
173,4.58,4.64,5.82
174,4.37,4.34,5.57
175,4.15,4.27,5.3
176,2.05,4.68,6.96
177,2.3,4.99,7.12
178,2.55,5.31,7.22
179,2.8,5.63,7.26
180,3.05,5.96,7.22
181,3.29,6.3,7.12
182,3.52,6.65,6.96
183,3.75,7.01,6.77
184,3.97,7.37,6.54
185,4.18,7.75,6.29
186,4.37,8.11,6.54
187,4.55,8.3,6.77
188,4.7,8.11,6.96
189,4.83,7.75,7.12
190,4.93,7.37,7.22
191,4.99,7.01,7.26
192,5.01,6.65,7.22
193,4.99,6.3,7.12
194,4.93,5.96,6.96
195,4.83,5.63,6.77
196,4.7,5.31,6.54
197,4.55,4.99,6.29
198,4.37,4.68,6.03
199,4.18,4.64,5.75
200,3.97,4.57,5.55
201,1.93,4.69,7.26
202,2.18,5.01,7.45
203,2.42,5.33,7.57
204,2.66,5.65,7.62
205,2.9,5.99,7.57
206,3.13,6.33,7.45
207,3.35,6.68,7.26
208,3.57,7.05,7.03
209,3.78,7.44,6.77
210,3.97,7.85,6.49
211,4.15,8.3,6.77
212,4.31,8.9,7.03
213,4.45,8.3,7.26
214,4.56,7.85,7.45
215,4.65,7.44,7.57
216,4.7,7.05,7.62
217,4.72,6.68,7.57
218,4.7,6.33,7.45
219,4.65,5.99,7.26
220,4.56,5.65,7.03
221,4.45,5.33,6.77
222,4.31,5.01,6.49
223,4.15,4.99,6.21
224,3.97,4.95,5.91
225,3.78,4.87,5.88
226,1.8,4.68,7.53
227,2.04,4.99,7.76
228,2.28,5.31,7.93
229,2.51,5.63,7.99
230,2.74,5.96,7.93
231,2.96,6.3,7.76
232,3.17,6.65,7.53
233,3.38,7.01,7.26
234,3.57,7.37,6.96
235,3.75,7.75,6.66
236,3.92,8.11,6.96
237,4.06,8.3,7.26
238,4.19,8.11,7.53
239,4.3,7.75,7.76
240,4.37,7.37,7.93
241,4.42,7.01,7.99
242,4.43,6.65,7.93
243,4.42,6.3,7.76
244,4.37,5.96,7.53
245,4.3,5.63,7.26
246,4.19,5.31,6.96
247,4.06,5.33,6.66
248,3.92,5.31,6.35
249,3.75,5.26,6.23
250,3.57,5.17,6.21
251,1.65,4.64,7.76
252,1.89,4.95,8.05
253,2.12,5.26,8.28
254,2.34,5.57,8.38
255,2.56,5.89,8.28
256,2.77,6.22,8.05
257,2.98,6.55,7.76
258,3.17,6.88,7.45
259,3.35,7.2,7.12
260,3.52,7.51,6.79
261,3.68,7.75,7.12
262,3.81,7.85,7.45
263,3.93,7.75,7.76
264,4.02,7.51,8.05
265,4.09,7.2,8.28
266,4.13,6.88,8.38
267,4.15,6.55,8.28
268,4.13,6.22,8.05
269,4.09,5.89,7.76
270,4.02,5.57,7.45
271,3.93,5.63,7.12
272,3.81,5.65,6.79
273,3.68,5.63,6.54
274,3.52,5.57,6.56
275,3.35,5.48,6.54
276,1.5,4.57,7.93
277,1.73,4.87,8.28
278,1.95,5.17,8.62
279,2.17,5.48,8.8
280,2.38,5.78,8.62
281,2.58,6.09,8.28
282,2.77,6.39,7.93
283,2.96,6.68,7.57
284,3.13,6.96,7.22
285,3.29,7.2,6.88
286,3.43,7.37,7.22
287,3.56,7.44,7.57
288,3.66,7.37,7.93
289,3.75,7.2,8.28
290,3.81,6.96,8.62
291,3.85,6.68,8.8
292,3.86,6.39,8.62
293,3.85,6.09,8.28
294,3.81,5.78,7.93
295,3.75,5.89,7.57
296,3.66,5.96,7.22
297,3.56,5.99,6.88
298,3.43,5.96,6.88
299,3.29,5.89,6.91
300,3.13,5.78,6.88
301,1.34,4.48,7.99
302,1.56,4.77,8.38
303,1.77,5.06,8.8
304,1.98,5.35,9.3
305,2.18,5.63,8.8
306,2.38,5.92,8.38
307,2.56,6.19,7.99
308,2.74,6.45,7.62
309,2.9,6.68,7.26
310,3.05,6.88,6.91
311,3.18,7.01,7.26
312,3.3,7.05,7.62
313,3.4,7.01,7.99
314,3.48,6.88,8.38
315,3.53,6.68,8.8
316,3.57,6.45,9.3
317,3.58,6.19,8.8
318,3.57,5.92,8.38
319,3.53,6.09,7.99
320,3.48,6.22,7.62
321,3.4,6.3,7.26
322,3.3,6.33,7.12
323,3.18,6.3,7.22
324,3.05,6.22,7.26
325,2.9,6.09,7.22
326,1.17,4.36,7.93
327,1.38,4.64,8.28
328,1.59,4.91,8.62
329,1.79,5.19,8.8
330,1.98,5.46,8.62
331,2.17,5.72,8.28
332,2.34,5.96,7.93
333,2.51,6.19,7.57
334,2.66,6.39,7.22
335,2.8,6.55,6.88
336,2.93,6.65,7.22
337,3.04,6.68,7.57
338,3.13,6.65,7.93
339,3.2,6.55,8.28
340,3.26,6.39,8.62
341,3.29,6.19,8.8
342,3.3,5.96,8.62
343,3.29,6.19,8.28
344,3.26,6.39,7.93
345,3.2,6.55,7.57
346,3.13,6.65,7.26
347,3.04,6.68,7.45
348,2.93,6.65,7.57
349,2.8,6.55,7.62
350,2.66,6.39,7.57
351,0.99,4.22,7.76
352,1.2,4.49,8.05
353,1.4,4.75,8.28
354,1.59,5.01,8.38
355,1.77,5.26,8.28
356,1.95,5.49,8.05
357,2.12,5.72,7.76
358,2.28,5.92,7.45
359,2.42,6.09,7.12
360,2.55,6.22,6.79
361,2.67,6.3,7.12
362,2.77,6.33,7.45
363,2.86,6.3,7.76
364,2.93,6.22,8.05
365,2.98,6.09,8.28
366,3.01,5.92,8.38
367,3.02,6.19,8.28
368,3.01,6.45,8.05
369,2.98,6.68,7.76
370,2.93,6.88,7.45
371,2.86,7.01,7.53
372,2.77,7.05,7.76
373,2.67,7.01,7.93
374,2.55,6.88,7.99
375,2.42,6.68,7.93
376,0.8,4.07,7.53
377,1.0,4.32,7.76
378,1.2,4.57,7.93
379,1.38,4.81,7.99
380,1.56,5.04,7.93
381,1.73,5.26,7.76
382,1.89,5.46,7.53
383,2.04,5.63,7.26
384,2.18,5.78,6.96
385,2.3,5.89,6.66
386,2.41,5.96,6.96
387,2.51,5.99,7.26
388,2.59,5.96,7.53
389,2.65,5.89,7.76
390,2.7,5.78,7.93
391,2.73,6.09,7.99
392,2.74,6.39,7.93
393,2.73,6.68,7.76
394,2.7,6.96,7.53
395,2.65,7.2,7.45
396,2.59,7.37,7.76
397,2.51,7.44,8.05
398,2.41,7.37,8.28
399,2.3,7.2,8.38
400,2.18,6.96,8.28
401,0.61,3.9,7.26
402,0.8,4.14,7.45
403,0.99,4.37,7.57
404,1.17,4.6,7.62
405,1.34,4.81,7.57
406,1.5,5.01,7.45
407,1.65,5.19,7.26
408,1.8,5.35,7.03
409,1.93,5.48,6.77
410,2.05,5.57,6.49
411,2.15,5.63,6.77
412,2.24,5.65,7.03
413,2.32,5.63,7.26
414,2.38,5.57,7.45
415,2.42,5.89,7.57
416,2.45,6.22,7.62
417,2.46,6.55,7.57
418,2.45,6.88,7.45
419,2.42,7.2,7.26
420,2.38,7.51,7.57
421,2.32,7.75,7.93
422,2.24,7.85,8.28
423,2.15,7.75,8.62
424,2.05,7.51,8.8
425,1.93,7.2,8.62
426,0.41,3.72,6.96
427,0.6,3.95,7.12
428,0.78,4.16,7.22
429,0.95,4.37,7.26
430,1.11,4.57,7.22
431,1.27,4.75,7.12
432,1.42,4.91,6.96
433,1.55,5.06,6.77
434,1.68,5.17,6.54
435,1.79,5.26,6.29
436,1.89,5.31,6.54
437,1.97,5.33,6.77
438,2.05,5.31,6.96
439,2.1,5.63,7.12
440,2.14,5.96,7.22
441,2.17,6.3,7.26
442,2.18,6.65,7.22
443,2.17,7.01,7.12
444,2.14,7.37,7.26
445,2.1,7.75,7.62
446,2.05,8.11,7.99
447,1.97,8.3,8.38
448,1.89,8.11,8.8
449,1.79,7.75,9.3
450,1.68,7.37,8.8
451,0.21,3.53,6.66
452,0.39,3.74,6.79
453,0.56,3.95,6.88
454,0.73,4.14,6.91
455,0.89,4.32,6.88
456,1.04,4.49,6.79
457,1.18,4.64,6.66
458,1.3,4.77,6.49
459,1.42,4.87,6.29
460,1.53,4.95,6.06
461,1.63,4.99,6.29
462,1.71,5.01,6.49
463,1.77,5.33,6.66
464,1.83,5.65,6.79
465,1.87,5.99,6.88
466,1.89,6.33,6.91
467,1.9,6.68,6.88
468,1.89,7.05,6.88
469,1.87,7.44,7.22
470,1.83,7.85,7.57
471,1.77,8.3,7.93
472,1.71,8.9,8.28
473,1.63,8.3,8.62
474,1.53,7.85,8.8
475,1.42,7.44,8.62
476,-0.0,3.33,6.35
477,0.17,3.53,6.47
478,0.34,3.72,6.54
479,0.5,3.9,6.56
480,0.65,4.07,6.54
481,0.8,4.22,6.47
482,0.93,4.36,6.35
483,1.06,4.48,6.21
484,1.17,4.57,6.03
485,1.27,4.64,5.82
486,1.36,4.68,6.03
487,1.44,4.99,6.21
488,1.5,5.31,6.35
489,1.55,5.63,6.47
490,1.59,5.96,6.54
491,1.61,6.3,6.56
492,1.62,6.65,6.54
493,1.61,7.01,6.79
494,1.59,7.37,7.12
495,1.55,7.75,7.45
496,1.5,8.11,7.76
497,1.44,8.3,8.05
498,1.36,8.11,8.28
499,1.27,7.75,8.38
500,1.17,7.37,8.28
