id,cf1,cf2,cf3
158,3.85,5.8,7.21
159,3.59,7.87,3.08
160,5.42,8.5,6.72
161,4.61,8.13,7.08
162,4.08,9.4,3.64
163,5.77,6.57,7.95
164,5.61,8.26,4.14
165,4.35,5.37,7.67
166,5.01,5.83,5.79
167,3.96,6.85,7.74
168,5.87,6.11,6.81
169,5.81,5.43,7.07
170,4.77,3.51,6.77
171,5.48,4.75,7.79
172,5.11,3.21,4.87
173,4.33,2.8,5.54
174,4.09,3.87,4.75
175,4.82,5.33,5.6
176,2.64,3.8,7.78
177,1.97,6.06,7.37
178,1.92,8.17,6.79
179,3.55,4.73,7.36
180,3.41,7.56,7.29
181,3.12,8.47,5.86
182,3.41,5.49,5.18
183,1.38,7.36,5.83
184,4.01,4.7,5.18
185,4.48,8.32,7.09
186,4.65,6.16,5.48
187,4.5,8.95,5.64
188,4.82,8.25,9.05
189,2.7,10.32,6.37
190,5.43,8.02,7.36
191,5.52,6.25,8.38
192,5.29,5.82,8.64
193,4.66,7.15,6.3
194,7.7,6.16,9.35
195,4.97,7.01,6.81
196,3.87,5.43,4.87
197,7.13,3.84,7.15
198,3.61,3.99,7.13
199,3.9,4.33,3.79
200,4.43,2.09,5.86
201,1.62,3.94,6.73
202,2.17,5.97,8.93
203,1.82,7.56,7.65
204,1.9,4.95,8.28
205,3.24,5.44,8.81
206,2.64,7.05,8.31
207,4.15,6.95,6.76
208,2.59,7.52,4.2
209,4.35,7.68,5.16
210,4.14,7.43,6.85
211,3.36,6.29,6.79
212,5.63,11.71,6.26
213,5.89,8.12,5.62
214,4.61,8.15,7.25
215,4.97,6.2,3.43
216,4.82,8.03,3.36
217,5.02,6.33,5.63
218,4.16,6.95,8.93
219,4.0,6.6,5.95
220,5.41,4.83,7.55
221,4.57,5.33,4.31
222,5.37,2.88,6.31
223,5.41,5.34,5.37
224,4.3,4.68,5.56
225,4.62,2.62,6.27
226,2.32,6.89,9.66
227,2.61,5.94,10.11
228,1.36,5.86,8.5
229,2.55,6.95,6.27
230,2.69,4.73,7.04
231,3.32,8.07,9.02
232,2.59,6.68,10.89
233,2.26,5.29,5.36
234,3.3,7.0,6.88
235,4.84,9.67,5.57
236,4.62,7.93,4.6
237,2.69,9.06,6.25
238,5.62,9.55,6.07
239,5.44,8.89,9.09
240,2.87,8.8,8.5
241,5.98,6.61,8.15
242,3.95,5.24,6.2
243,4.28,4.21,9.68
244,5.06,5.38,6.97
245,2.84,5.17,8.45
246,3.71,5.23,5.91
247,6.0,3.54,6.84
248,2.68,4.86,7.22
249,3.21,4.2,5.53
250,4.26,4.22,6.41
251,1.69,5.15,5.22
252,1.88,4.72,12.83
253,1.78,4.77,8.87
254,2.14,6.11,7.28
255,2.95,5.37,11.04
256,2.45,9.45,4.95
257,2.79,6.18,8.49
258,2.35,6.33,8.79
259,3.79,4.69,9.51
260,3.09,8.96,8.13
261,2.02,7.21,8.58
262,3.04,8.25,5.55
263,4.04,7.3,6.59
264,4.98,4.83,8.04
265,3.67,9.2,6.76
266,2.75,8.46,6.72
267,4.55,7.68,8.43
268,4.18,6.34,8.8
269,3.7,5.46,10.12
270,4.39,6.23,5.49
271,3.06,5.5,7.6
272,3.61,5.68,4.77
273,4.24,6.59,6.75
274,2.57,4.65,7.9
275,3.66,4.28,7.23
276,1.53,5.55,6.78
277,1.73,2.53,6.95
278,1.98,4.31,9.95
279,1.52,8.7,6.76
280,1.53,6.46,7.37
281,2.11,5.03,9.36
282,3.21,7.46,9.14
283,2.9,7.3,6.84
284,2.52,9.13,5.7
285,4.1,5.53,9.68
286,3.34,5.33,7.91
287,4.87,7.1,6.71
288,3.95,7.93,5.58
289,3.47,7.31,10.6
290,4.0,7.02,10.58
291,4.17,8.8,8.79
292,4.15,3.75,9.9
293,4.12,6.83,8.0
294,2.7,4.24,9.48
295,4.56,4.42,6.51
296,2.73,6.67,7.91
297,4.36,7.66,3.29
298,3.46,5.1,6.76
299,2.88,5.1,7.49
300,3.49,5.82,3.94
301,1.66,4.96,7.61
302,2.04,5.42,9.86
303,1.12,4.64,4.87
304,2.2,2.13,8.29
305,1.6,6.36,9.97
306,2.33,5.22,7.31
307,2.65,6.6,5.94
308,2.5,7.66,6.42
309,2.87,9.4,6.76
310,2.61,7.83,7.34
311,3.61,7.56,6.33
312,3.34,6.02,8.2
313,4.08,9.01,7.97
314,3.59,7.13,8.43
315,3.56,3.99,8.23
316,2.22,7.09,11.94
317,3.91,6.99,8.53
318,3.57,3.31,6.08
319,1.53,8.21,7.73
320,4.22,4.5,7.62
321,2.94,8.13,7.99
322,3.1,7.16,7.41
323,3.8,7.51,7.39
324,2.55,5.41,8.74
325,2.94,6.38,5.38
326,1.17,5.1,7.46
327,0.88,4.49,6.38
328,1.26,3.71,10.1
329,1.97,4.18,10.34
330,1.39,5.43,10.03
331,2.12,7.38,8.97
332,3.38,4.7,8.25
333,1.26,6.97,6.78
334,2.56,5.52,6.11
335,3.72,5.69,6.28
336,2.99,6.46,8.01
337,2.11,9.0,6.45
338,2.86,7.2,9.65
339,3.34,5.53,11.54
340,2.8,5.01,10.13
341,3.79,7.68,9.03
342,3.9,6.96,9.4
343,3.3,10.67,8.05
344,2.72,5.13,7.03
345,4.66,5.39,8.5
346,2.44,4.02,6.9
347,2.47,6.07,5.35
348,4.16,5.81,6.78
349,3.54,5.24,7.77
350,2.54,5.62,4.87
351,1.43,5.91,9.76
352,1.65,4.68,8.05
353,0.95,4.88,8.39
354,1.55,5.16,7.16
355,1.08,7.63,8.37
356,1.92,5.97,7.07
357,2.25,5.98,11.03
358,2.8,9.47,8.42
359,2.37,6.26,6.38
360,3.38,5.91,5.96
361,3.01,6.18,6.83
362,2.34,5.86,6.22
363,2.22,5.91,5.57
364,2.33,5.7,4.66
365,2.45,5.81,9.1
366,3.01,5.17,9.42
367,2.07,7.01,7.33
368,3.72,6.2,7.38
369,2.58,7.67,8.53
370,3.33,6.61,5.13
371,2.54,6.61,8.13
372,2.61,3.8,8.24
373,1.94,6.18,9.07
374,2.23,8.18,7.28
375,1.63,7.65,8.37
376,1.02,3.52,7.91
377,1.12,4.79,6.19
378,1.9,4.96,7.34
379,1.14,4.91,9.29
380,1.62,6.02,8.9
381,2.13,5.25,9.07
382,1.87,5.03,7.33
383,2.2,8.05,9.25
384,1.93,4.69,5.5
385,2.4,5.65,6.28
386,2.37,6.73,6.57
387,3.2,7.37,6.77
388,2.61,5.9,6.67
389,3.03,6.15,10.06
390,3.08,6.84,7.95
391,2.93,5.71,8.41
392,3.04,5.86,5.48
393,3.11,8.17,9.21
394,1.62,6.79,7.79
395,3.69,6.28,9.09
396,2.78,6.57,9.12
397,3.17,5.56,6.41
398,3.18,6.92,7.6
399,2.83,10.19,9.84
400,2.09,7.48,4.53
401,0.64,3.86,8.49
402,0.91,4.08,4.31
403,1.37,3.58,7.54
404,1.17,4.14,5.42
405,1.66,4.47,6.14
406,1.44,5.11,7.92
407,1.4,7.13,5.88
408,2.41,4.82,9.58
409,1.68,5.92,7.8
410,2.45,4.29,3.34
411,1.48,5.04,7.33
412,3.14,6.19,7.64
413,2.37,4.77,6.57
414,1.67,5.42,6.51
415,2.58,7.92,8.43
416,2.44,5.4,8.58
417,2.46,6.89,7.09
418,1.57,8.67,7.77
419,1.86,8.6,8.14
420,2.54,10.02,4.63
421,2.0,7.03,8.79
422,1.72,7.35,7.35
423,2.44,9.68,8.83
424,1.73,6.5,8.31
425,1.36,8.27,10.25
426,0.25,3.43,5.86
427,0.64,2.8,5.77
428,0.78,5.16,7.66
429,0.68,4.44,10.65
430,1.25,4.8,7.2
431,1.09,4.84,8.68
432,1.42,5.23,7.8
433,1.74,3.09,6.4
434,1.76,3.93,7.35
435,1.61,2.2,5.6
436,2.02,7.93,6.9
437,2.07,5.79,8.88
438,1.78,5.33,7.99
439,2.4,4.86,6.76
440,2.29,6.87,7.69
441,1.93,7.17,8.03
442,2.27,5.19,5.74
443,2.55,6.6,6.69
444,1.39,6.89,7.16
445,2.13,8.84,9.38
446,1.77,7.8,8.04
447,2.03,9.18,11.21
448,1.7,9.24,8.0
449,2.06,5.6,9.92
450,1.76,7.03,8.56
451,0.13,3.77,4.73
452,0.48,2.75,6.79
453,0.77,4.12,8.1
454,0.65,4.12,7.39
455,0.76,4.66,5.72
456,1.11,4.91,3.33
457,1.23,4.96,5.02
458,1.64,2.7,7.28
459,1.23,4.3,6.35
460,1.79,5.93,7.07
461,1.75,5.2,4.91
462,2.17,5.8,7.23
463,2.08,6.42,6.03
464,1.79,6.04,10.31
465,1.84,6.07,5.76
466,2.02,7.7,7.71
467,1.96,6.08,6.33
468,2.29,5.94,5.66
469,1.84,7.94,8.03
470,1.85,7.51,7.07
471,1.39,7.38,12.55
472,1.64,9.37,9.62
473,1.8,10.59,8.97
474,1.62,8.64,10.67
475,1.08,6.0,8.74
476,0.0,3.2,7.83
477,0.16,3.68,5.19
478,0.45,2.9,6.54
479,0.36,2.63,9.2
480,0.6,4.51,5.65
481,0.7,4.37,6.37
482,1.19,3.91,5.57
483,0.63,3.83,4.75
484,1.29,3.06,7.03
485,0.78,5.55,6.19
486,1.65,5.47,5.25
487,1.18,7.23,7.74
488,1.26,5.38,8.22
489,1.34,5.84,7.01
490,1.14,6.58,4.02
491,1.8,3.34,5.35
492,1.91,5.01,5.58
493,1.6,10.61,5.72
494,1.2,8.44,4.92
495,1.18,9.45,7.24
496,1.61,7.33,6.51
497,1.77,8.53,8.84
498,1.43,8.68,7.52
499,1.17,8.93,10.75
500,1.02,6.22,5.64
