id,cf1,cf2,cf3
252,0.46,0.61,2.6
253,0.75,0.66,2.49
254,0.9,0.87,2.7
255,0.77,1.28,1.95
256,0.88,1.25,2.61
257,1.11,1.56,2.29
258,1.25,1.18,2.73
259,1.76,1.26,3.32
260,1.79,2.22,2.16
261,2.0,2.16,2.44
262,1.74,1.56,2.24
263,1.98,2.41,1.82
264,2.11,2.17,1.26
265,1.13,2.54,2.86
266,1.2,2.65,2.91
267,0.52,3.55,2.43
268,0.95,2.55,2.91
269,0.93,2.85,2.46
270,0.63,2.85,3.56
271,0.53,2.28,3.52
272,0.48,2.15,4.31
273,0.31,2.65,4.02
274,0.31,1.36,3.8
275,0.19,1.64,3.01
276,0.48,0.64,3.61
277,0.74,0.58,3.14
278,0.62,0.96,3.32
279,0.77,1.06,3.61
280,0.71,1.11,2.98
281,0.79,1.31,2.03
282,1.25,1.64,2.73
283,1.0,1.57,3.2
284,1.43,1.85,2.02
285,0.73,1.92,3.01
286,1.77,1.81,1.9
287,1.65,2.86,2.07
288,1.79,2.48,1.89
289,1.34,2.36,1.75
290,1.38,2.81,2.2
291,1.03,3.52,2.01
292,0.95,2.32,2.35
293,0.97,1.83,2.75
294,0.63,3.69,2.56
295,0.65,2.48,2.68
296,0.46,2.99,2.82
297,0.58,2.69,3.72
298,0.44,2.14,3.38
299,0.27,1.93,3.38
300,0.3,2.33,3.05
301,0.54,0.67,2.14
302,0.58,0.62,3.12
303,0.59,0.47,3.65
304,0.72,1.03,3.85
305,0.85,1.25,2.14
306,0.96,1.33,4.12
307,1.06,1.44,3.11
308,1.17,1.33,3.12
309,0.9,1.92,2.6
310,1.05,1.93,3.31
311,1.32,0.98,2.09
312,1.06,1.32,2.3
313,1.13,2.72,2.42
314,1.28,2.42,1.65
315,0.83,4.02,2.02
316,1.26,2.51,2.61
317,0.82,1.74,2.2
318,0.75,2.01,3.12
319,0.89,3.46,3.49
320,0.57,2.65,3.46
321,0.69,1.79,2.92
322,0.43,2.08,2.79
323,0.28,2.47,3.85
324,0.38,2.44,3.9
325,0.28,2.62,3.88
326,0.59,0.45,1.94
327,0.59,0.67,2.78
328,0.62,1.05,3.4
329,0.49,0.3,3.63
330,1.13,1.34,4.24
331,0.61,1.17,2.79
332,1.16,1.21,2.82
333,1.43,1.34,2.88
334,1.2,2.24,2.28
335,1.23,2.11,2.53
336,1.25,2.43,2.59
337,1.57,2.3,2.57
338,1.02,1.94,2.11
339,1.37,1.81,1.81
340,0.8,2.06,2.51
341,0.94,2.83,1.42
342,1.26,3.73,1.95
343,0.88,4.14,2.7
344,0.69,3.35,2.65
345,0.44,2.8,3.03
346,0.58,3.4,2.0
347,0.42,2.93,2.74
348,0.4,3.04,2.3
349,0.31,2.26,3.55
350,0.26,2.18,2.85
351,0.49,0.82,3.15
352,0.46,0.87,3.27
353,0.36,0.82,2.94
354,0.76,1.0,3.26
355,0.79,1.25,4.02
356,1.06,1.0,2.47
357,0.97,1.2,2.13
358,0.8,1.22,2.03
359,0.95,1.57,2.21
360,1.16,1.8,1.97
361,1.07,2.17,2.42
362,1.21,2.21,2.35
363,0.76,2.83,2.1
364,1.17,2.37,1.29
365,0.9,3.38,2.39
366,0.98,1.98,1.18
367,1.13,3.54,1.28
368,0.63,4.66,2.55
369,0.6,3.03,2.64
370,0.52,2.29,3.04
371,0.64,4.09,2.28
372,0.4,1.93,1.74
373,0.47,2.72,2.65
374,0.2,2.15,2.09
375,0.17,2.25,2.63
376,0.43,0.62,2.09
377,0.62,1.1,3.76
378,0.64,0.78,3.07
379,0.61,0.61,3.19
380,0.5,1.27,3.14
381,0.59,1.47,3.76
382,0.61,1.64,2.18
383,0.81,1.28,2.63
384,0.74,1.08,2.4
385,1.18,1.5,1.78
386,1.26,2.02,1.45
387,1.21,2.31,2.0
388,0.5,1.99,2.12
389,0.64,2.42,1.62
390,0.91,2.55,1.34
391,0.72,2.69,1.63
392,0.8,3.88,2.16
393,0.63,2.72,2.04
394,0.62,2.82,2.05
395,0.43,3.5,2.15
396,0.54,2.79,1.78
397,0.39,3.0,3.21
398,0.27,2.85,2.84
399,0.32,2.27,2.74
400,0.24,1.94,2.1
401,0.32,0.5,2.93
402,0.49,0.71,2.75
403,0.5,0.6,2.85
404,0.63,0.81,3.73
405,0.43,1.2,2.98
406,0.69,1.03,2.92
407,0.84,1.6,2.22
408,0.85,1.46,1.66
409,0.82,2.34,1.46
410,1.05,2.0,1.91
411,0.87,1.59,2.28
412,1.0,1.33,1.31
413,0.86,2.51,1.26
414,0.82,2.35,1.71
415,0.71,3.82,2.32
416,0.69,3.69,1.11
417,0.55,3.16,1.99
418,0.83,3.12,1.94
419,0.69,3.18,1.86
420,0.45,2.17,1.73
421,0.43,2.92,2.42
422,0.33,2.5,2.18
423,0.24,1.91,2.26
424,0.23,2.4,2.36
425,0.18,2.33,1.62
426,0.33,0.72,2.24
427,0.3,0.71,2.31
428,0.48,0.98,2.92
429,0.59,1.34,3.39
430,0.73,1.02,2.75
431,0.56,0.88,2.2
432,0.53,1.38,2.29
433,0.86,1.24,2.49
434,0.88,1.78,2.74
435,0.63,1.9,1.78
436,0.84,1.59,2.27
437,0.68,1.78,1.88
438,0.59,1.58,1.67
439,0.68,2.46,1.38
440,0.75,2.87,1.56
441,0.61,3.11,1.82
442,0.73,3.41,2.3
443,0.45,1.84,1.83
444,0.41,3.14,1.32
445,0.41,2.55,2.84
446,0.36,2.54,1.77
447,0.42,2.69,2.47
448,0.26,3.24,2.25
449,0.15,2.33,1.93
450,0.17,1.64,2.36
451,0.26,0.55,2.76
452,0.33,0.54,2.4
453,0.34,0.55,2.75
454,0.29,0.72,2.1
455,0.38,0.98,1.79
456,0.55,1.27,2.34
457,0.55,1.74,1.83
458,0.43,1.35,1.95
459,0.76,1.81,2.01
460,0.4,1.43,1.36
461,0.56,1.88,1.43
462,0.7,1.95,2.0
463,0.62,1.5,0.96
464,0.83,1.54,1.83
465,0.49,1.8,1.83
466,0.6,3.03,2.02
467,0.47,3.23,1.85
468,0.44,2.74,1.91
469,0.43,2.17,1.44
470,0.44,2.74,1.59
471,0.43,3.09,2.69
472,0.36,1.92,1.83
473,0.31,2.5,2.6
474,0.19,1.97,2.36
475,0.13,2.16,1.84
476,0.21,0.45,2.08
477,0.27,0.62,2.12
478,0.3,0.99,1.27
479,0.32,0.77,2.83
480,0.41,0.86,3.33
481,0.56,1.12,2.07
482,0.57,1.44,1.64
483,0.47,1.33,3.15
484,0.57,1.42,1.37
485,0.77,1.99,1.92
486,0.65,1.5,1.95
487,0.76,1.66,1.83
488,0.65,1.85,1.59
489,0.57,2.85,1.27
490,0.62,2.31,1.55
491,0.55,1.83,2.04
492,0.55,2.66,1.1
493,0.32,2.26,1.87
494,0.48,2.84,1.79
495,0.4,2.92,1.79
496,0.24,2.37,1.55
497,0.26,1.73,1.25
498,0.27,2.61,1.59
499,0.14,2.79,2.34
500,0.1,1.46,2.6
