id,m_cf1,m_cf2,m_cf3
201,2.46,1.71,5.42
202,2.53,1.71,5.53
203,2.59,1.69,5.57
204,2.62,1.65,5.91
205,2.63,1.61,6.32
206,2.62,1.56,6.76
207,2.59,1.51,7.21
208,2.53,1.45,7.47
209,2.46,1.39,7.21
210,2.37,1.33,6.76
211,2.27,1.26,6.32
212,2.17,1.2,5.91
213,2.05,1.15,5.53
214,1.94,1.2,5.26
215,1.82,1.24,5.05
216,1.7,1.29,4.82
217,1.58,1.33,4.58
218,1.47,1.36,4.32
219,1.35,1.38,4.06
220,1.23,1.4,3.8
221,1.12,1.42,3.54
222,1.0,1.42,3.28
223,0.89,1.42,3.03
224,0.78,1.4,2.78
225,0.67,1.38,2.53
226,2.3,1.64,5.77
227,2.36,1.63,5.91
228,2.41,1.62,5.96
229,2.44,1.59,5.91
230,2.45,1.55,6.13
231,2.44,1.51,6.48
232,2.41,1.46,6.76
233,2.36,1.4,6.89
234,2.3,1.35,6.76
235,2.22,1.29,6.48
236,2.14,1.23,6.13
237,2.04,1.16,5.77
238,1.94,1.2,5.42
239,1.83,1.25,5.08
240,1.73,1.3,4.77
241,1.61,1.35,4.58
242,1.5,1.39,4.36
243,1.39,1.42,4.13
244,1.28,1.45,3.89
245,1.17,1.48,3.65
246,1.06,1.49,3.4
247,0.95,1.49,3.16
248,0.84,1.49,2.92
249,0.73,1.48,2.67
250,0.62,1.45,2.43
251,2.14,1.57,6.13
252,2.2,1.56,6.32
253,2.24,1.55,6.4
254,2.26,1.52,6.32
255,2.27,1.49,6.13
256,2.26,1.45,6.13
257,2.24,1.4,6.32
258,2.2,1.35,6.4
259,2.14,1.3,6.32
260,2.08,1.24,6.13
261,2.0,1.19,5.86
262,1.91,1.19,5.57
263,1.82,1.24,5.26
264,1.73,1.3,4.95
265,1.63,1.35,4.64
266,1.52,1.4,4.34
267,1.42,1.45,4.13
268,1.31,1.49,3.92
269,1.2,1.52,3.7
270,1.1,1.55,3.48
271,0.99,1.56,3.25
272,0.89,1.57,3.02
273,0.78,1.56,2.79
274,0.68,1.55,2.56
275,0.57,1.52,2.33
276,1.99,1.49,6.48
277,2.04,1.49,6.76
278,2.08,1.48,6.89
279,2.1,1.45,6.76
280,2.11,1.42,6.48
281,2.1,1.39,6.13
282,2.08,1.35,5.91
283,2.04,1.3,5.96
284,1.99,1.25,5.91
285,1.93,1.2,5.77
286,1.86,1.16,5.57
287,1.79,1.23,5.32
288,1.7,1.29,5.05
289,1.61,1.35,4.77
290,1.52,1.4,4.49
291,1.43,1.46,4.21
292,1.33,1.51,3.93
293,1.23,1.55,3.7
294,1.13,1.59,3.5
295,1.03,1.62,3.3
296,0.92,1.63,3.08
297,0.82,1.64,2.87
298,0.72,1.63,2.65
299,0.62,1.62,2.43
300,0.52,1.59,2.2
301,1.85,1.42,6.76
302,1.89,1.42,7.21
303,1.92,1.4,7.47
304,1.94,1.38,7.21
305,1.95,1.36,6.76
306,1.94,1.33,6.32
307,1.92,1.29,5.91
308,1.89,1.24,5.57
309,1.85,1.2,5.53
310,1.79,1.15,5.42
311,1.73,1.2,5.26
312,1.66,1.26,5.05
313,1.58,1.33,4.82
314,1.5,1.39,4.58
315,1.42,1.45,4.32
316,1.33,1.51,4.06
317,1.24,1.56,3.8
318,1.14,1.61,3.54
319,1.05,1.65,3.3
320,0.95,1.69,3.1
321,0.85,1.71,2.91
322,0.75,1.71,2.7
323,0.66,1.71,2.49
324,0.56,1.69,2.28
325,0.46,1.65,2.07
326,1.7,1.35,6.89
327,1.74,1.34,7.47
328,1.77,1.33,8.5
329,1.79,1.31,7.47
330,1.79,1.29,6.89
331,1.79,1.26,6.4
332,1.77,1.23,5.96
333,1.74,1.19,5.57
334,1.7,1.14,5.2
335,1.66,1.15,5.08
336,1.6,1.22,4.95
337,1.54,1.29,4.77
338,1.47,1.36,4.58
339,1.39,1.42,4.36
340,1.31,1.49,4.13
341,1.23,1.55,3.89
342,1.14,1.61,3.65
343,1.05,1.67,3.4
344,0.96,1.71,3.16
345,0.87,1.75,2.92
346,0.78,1.78,2.72
347,0.68,1.79,2.53
348,0.59,1.78,2.33
349,0.5,1.75,2.13
350,0.4,1.71,1.93
351,1.57,1.27,6.76
352,1.6,1.27,7.21
353,1.63,1.26,7.47
354,1.64,1.24,7.21
355,1.65,1.22,6.76
356,1.64,1.2,6.32
357,1.63,1.16,5.91
358,1.6,1.13,5.53
359,1.57,1.1,5.17
360,1.52,1.17,4.82
361,1.47,1.24,4.64
362,1.41,1.31,4.49
363,1.35,1.38,4.32
364,1.28,1.45,4.13
365,1.2,1.52,3.92
366,1.13,1.59,3.7
367,1.05,1.65,3.48
368,0.96,1.71,3.25
369,0.88,1.77,3.02
370,0.79,1.82,2.79
371,0.7,1.85,2.56
372,0.61,1.87,2.35
373,0.52,1.85,2.17
374,0.43,1.82,1.98
375,0.34,1.77,1.78
376,1.43,1.2,6.48
377,1.46,1.2,6.76
378,1.48,1.19,6.89
379,1.5,1.17,6.76
380,1.5,1.15,6.48
381,1.5,1.13,6.13
382,1.48,1.1,5.77
383,1.46,1.06,5.42
384,1.43,1.12,5.08
385,1.39,1.19,4.75
386,1.34,1.26,4.43
387,1.29,1.33,4.21
388,1.23,1.4,4.06
389,1.17,1.48,3.89
390,1.1,1.55,3.7
391,1.03,1.62,3.5
392,0.95,1.69,3.3
393,0.87,1.75,3.08
394,0.79,1.82,2.87
395,0.71,1.88,2.65
396,0.62,1.92,2.43
397,0.54,1.94,2.2
398,0.45,1.92,1.99
399,0.36,1.88,1.81
400,0.28,1.82,1.63
401,1.3,1.13,6.13
402,1.33,1.13,6.32
403,1.35,1.12,6.4
404,1.36,1.1,6.32
405,1.37,1.09,6.13
406,1.36,1.06,5.86
407,1.35,1.03,5.57
408,1.33,1.05,5.26
409,1.3,1.13,4.95
410,1.26,1.2,4.64
411,1.22,1.27,4.34
412,1.17,1.34,4.05
413,1.12,1.42,3.8
414,1.06,1.49,3.65
415,0.99,1.56,3.48
416,0.92,1.63,3.3
417,0.85,1.71,3.1
418,0.78,1.78,2.91
419,0.7,1.85,2.7
420,0.62,1.92,2.49
421,0.54,1.99,2.28
422,0.46,2.02,2.07
423,0.38,1.99,1.86
424,0.29,1.92,1.65
425,0.21,1.85,1.47
426,1.17,1.06,5.77
427,1.2,1.05,5.91
428,1.22,1.05,5.96
429,1.23,1.03,5.91
430,1.23,1.02,5.77
431,1.23,0.99,5.57
432,1.22,0.98,5.32
433,1.2,1.06,5.05
434,1.17,1.13,4.77
435,1.14,1.2,4.49
436,1.1,1.27,4.21
437,1.05,1.35,3.93
438,1.0,1.42,3.66
439,0.95,1.49,3.4
440,0.89,1.57,3.25
441,0.82,1.64,3.08
442,0.75,1.71,2.91
443,0.68,1.79,2.72
444,0.61,1.87,2.53
445,0.54,1.94,2.33
446,0.46,2.02,2.13
447,0.38,2.1,1.93
448,0.3,2.02,1.73
449,0.22,1.94,1.53
450,0.14,1.87,1.32
451,1.05,0.98,5.42
452,1.07,0.98,5.53
453,1.09,0.98,5.57
454,1.1,0.96,5.53
455,1.1,0.95,5.42
456,1.1,0.93,5.26
457,1.09,0.98,5.05
458,1.07,1.05,4.82
459,1.05,1.13,4.58
460,1.01,1.2,4.32
461,0.98,1.27,4.06
462,0.94,1.34,3.8
463,0.89,1.42,3.54
464,0.84,1.49,3.28
465,0.78,1.56,3.03
466,0.72,1.63,2.87
467,0.66,1.71,2.7
468,0.59,1.78,2.53
469,0.52,1.85,2.35
470,0.45,1.92,2.17
471,0.38,1.99,1.98
472,0.3,2.02,1.78
473,0.23,1.99,1.59
474,0.15,1.92,1.39
475,0.07,1.85,1.2
476,0.92,0.91,5.08
477,0.95,0.91,5.17
478,0.96,0.9,5.2
479,0.97,0.89,5.17
480,0.97,0.88,5.08
481,0.97,0.9,4.95
482,0.96,0.98,4.77
483,0.95,1.05,4.58
484,0.92,1.12,4.36
485,0.89,1.19,4.13
486,0.86,1.26,3.89
487,0.82,1.33,3.65
488,0.78,1.4,3.4
489,0.73,1.48,3.16
490,0.68,1.55,2.92
491,0.62,1.62,2.67
492,0.56,1.69,2.49
493,0.5,1.75,2.33
494,0.43,1.82,2.17
495,0.36,1.88,1.99
496,0.29,1.92,1.81
497,0.22,1.94,1.63
498,0.15,1.92,1.44
499,0.08,1.88,1.26
500,-0.0,1.82,1.07
