id,m_cf1,m_cf2,m_cf3
262,0.96,1.8,1.67
263,1.08,1.81,1.64
264,1.2,1.8,1.6
265,1.32,1.77,1.53
266,1.42,1.72,1.46
267,1.48,1.65,1.38
268,1.51,1.57,1.33
269,1.48,1.48,1.4
270,1.42,1.37,1.45
271,1.32,1.26,1.49
272,1.2,1.14,1.52
273,1.08,1.02,1.53
274,0.96,0.89,1.52
275,0.83,0.76,1.49
276,0.71,0.62,1.45
277,0.59,0.49,1.4
278,0.48,0.35,1.33
279,0.36,0.21,1.26
280,0.26,0.08,1.18
281,0.76,1.59,1.53
282,0.87,1.62,1.52
283,0.98,1.63,1.49
284,1.08,1.62,1.45
285,1.17,1.59,1.4
286,1.25,1.55,1.33
287,1.3,1.49,1.26
288,1.32,1.41,1.21
289,1.3,1.33,1.26
290,1.25,1.23,1.31
291,1.17,1.13,1.35
292,1.08,1.02,1.37
293,0.98,0.9,1.38
294,0.87,0.78,1.37
295,0.76,0.65,1.35
296,0.65,0.53,1.31
297,0.54,0.4,1.26
298,0.43,0.27,1.21
299,0.32,0.13,1.14
300,0.22,-0.0,1.07
