id,cf1,cf2,cf3
176,0.84,3.38,2.11
177,0.66,1.96,1.4
178,0.63,1.5,1.6
179,0.52,1.66,0.96
180,0.38,1.06,1.22
181,0.36,3.69,2.46
182,0.47,5.9,1.26
183,0.73,5.49,1.04
184,1.08,3.76,2.55
185,0.96,3.76,2.93
186,0.87,3.63,2.09
187,0.8,4.62,1.92
188,1.57,4.68,2.27
189,1.48,6.11,2.07
190,1.28,4.09,1.96
191,1.88,3.03,2.65
192,1.78,3.05,2.86
193,0.92,2.95,1.68
194,1.01,2.44,1.78
195,0.75,2.29,2.12
196,0.73,2.26,1.57
197,0.95,1.38,1.67
198,0.55,0.83,1.84
199,0.48,1.25,2.07
200,0.42,0.87,1.19
201,0.35,3.68,1.99
202,0.41,4.11,2.2
203,0.57,4.97,1.78
204,0.26,5.36,2.53
205,0.6,3.78,2.0
206,0.79,4.93,2.42
207,1.07,3.65,1.85
208,0.86,4.05,1.94
209,1.11,3.57,2.22
210,1.46,4.64,1.97
211,1.55,4.77,2.46
212,0.92,3.88,1.75
213,0.72,3.05,1.85
214,1.17,3.18,2.07
215,1.15,2.25,1.16
216,0.88,2.57,1.99
217,0.71,2.21,2.88
218,0.43,1.45,1.59
219,0.5,1.92,1.38
220,0.46,0.88,1.68
221,0.3,4.47,1.96
222,0.21,8.13,2.29
223,0.73,6.53,2.1
224,0.62,4.5,1.71
225,0.6,5.47,1.57
226,0.85,5.02,2.5
227,0.74,4.48,1.67
228,0.67,4.38,1.65
229,1.24,4.01,1.57
230,0.88,3.62,2.25
231,0.79,3.28,1.87
232,1.03,4.3,2.98
233,1.21,3.12,2.12
234,1.04,2.88,2.4
235,0.9,3.74,1.96
236,0.6,1.43,2.05
237,0.88,2.01,1.74
238,0.55,2.04,1.92
239,0.51,1.19,1.84
240,0.38,1.4,1.65
241,0.27,4.14,1.19
242,0.34,7.28,1.56
243,0.36,4.21,2.06
244,0.51,5.76,1.95
245,0.69,5.27,1.63
246,0.65,4.52,1.35
247,1.01,4.07,1.63
248,1.03,4.65,2.13
249,0.91,5.07,2.32
250,0.61,4.79,1.63
251,0.8,2.47,2.21
252,0.86,3.74,3.6
253,0.8,2.43,2.16
254,0.47,3.59,3.2
255,0.87,2.09,2.72
256,0.55,2.39,2.73
257,0.53,2.15,1.87
258,0.55,2.12,1.88
259,0.45,1.54,1.4
260,0.27,0.96,1.16
261,0.18,3.34,1.61
262,0.21,6.15,2.17
263,0.37,5.33,1.55
264,0.51,5.27,1.87
265,0.38,4.63,1.69
266,0.77,6.47,1.76
267,0.81,3.22,1.94
268,0.68,3.35,2.0
269,0.72,4.16,2.27
270,0.57,5.53,2.3
271,0.96,3.87,2.83
272,0.76,4.3,2.49
273,0.64,2.58,3.12
274,0.68,3.04,2.98
275,0.67,2.82,3.38
276,0.63,2.95,2.31
277,0.54,1.81,2.44
278,0.29,1.75,2.08
279,0.32,1.71,2.22
280,0.21,1.04,1.73
281,0.15,4.13,1.1
282,0.2,3.63,1.23
283,0.34,5.45,1.72
284,0.33,5.87,1.13
285,0.47,6.68,1.94
286,0.57,4.26,0.9
287,0.59,4.19,2.11
288,0.64,4.2,1.79
289,0.57,5.35,2.71
290,0.54,4.13,3.21
291,0.49,4.37,3.79
292,0.66,3.08,3.19
293,0.66,2.58,4.59
294,0.51,3.07,3.97
295,0.63,2.87,3.22
296,0.39,2.18,2.44
297,0.4,1.87,1.89
298,0.35,1.59,2.28
299,0.16,1.5,2.32
300,0.11,1.22,1.21
