id,m_cf1,m_cf2,m_cf3
158,0.63,1.63,1.34
159,0.52,1.38,1.23
160,0.41,1.14,1.13
161,0.4,4.72,2.35
162,0.51,4.83,2.56
163,0.63,4.88,2.74
164,0.74,4.83,2.82
165,0.87,4.72,2.74
166,0.99,4.55,2.56
167,1.12,4.35,2.35
168,1.26,4.13,2.14
169,1.39,3.9,1.94
170,1.46,3.67,1.75
171,1.46,3.42,1.75
172,1.39,3.18,1.79
173,1.26,2.93,1.81
174,1.12,2.69,1.79
175,0.99,2.44,1.75
176,0.87,2.19,1.67
177,0.74,1.94,1.58
178,0.63,1.69,1.47
179,0.51,1.44,1.36
180,0.4,1.19,1.23
181,0.38,4.92,2.19
182,0.49,5.08,2.35
183,0.6,5.15,2.47
184,0.71,5.08,2.51
185,0.83,4.92,2.47
186,0.95,4.72,2.35
187,1.06,4.49,2.19
188,1.17,4.25,2.02
189,1.26,4.0,1.84
190,1.3,3.75,1.84
191,1.3,3.5,1.94
192,1.26,3.25,2.0
193,1.17,3.0,2.02
194,1.06,2.74,2.0
195,0.95,2.49,1.94
196,0.83,2.24,1.84
197,0.71,1.98,1.73
198,0.6,1.73,1.6
199,0.49,1.48,1.47
200,0.38,1.23,1.34
201,0.35,5.08,2.02
202,0.46,5.3,2.14
203,0.56,5.42,2.22
204,0.67,5.3,2.25
205,0.77,5.08,2.22
206,0.88,4.83,2.14
207,0.98,4.58,2.02
208,1.06,4.32,1.88
209,1.12,4.06,1.88
210,1.15,3.81,2.02
211,1.15,3.55,2.14
212,1.12,3.29,2.22
213,1.06,3.04,2.25
214,0.98,2.78,2.22
215,0.88,2.52,2.14
216,0.77,2.27,2.02
217,0.67,2.01,1.88
218,0.56,1.76,1.73
219,0.46,1.5,1.58
220,0.35,1.25,1.43
221,0.31,5.15,1.84
222,0.41,5.42,1.94
223,0.51,5.7,2.0
224,0.61,5.42,2.02
225,0.71,5.15,2.0
226,0.8,4.88,1.94
227,0.88,4.61,1.84
228,0.95,4.35,1.84
229,0.99,4.09,2.02
230,1.01,3.83,2.19
231,1.01,3.57,2.35
232,0.99,3.31,2.47
233,0.95,3.05,2.51
234,0.88,2.79,2.47
235,0.8,2.53,2.35
236,0.71,2.28,2.19
237,0.61,2.02,2.02
238,0.51,1.77,1.84
239,0.41,1.51,1.67
240,0.31,1.26,1.51
241,0.26,5.08,1.67
242,0.36,5.3,1.75
243,0.45,5.42,1.79
244,0.54,5.3,1.81
245,0.63,5.08,1.79
246,0.71,4.83,1.75
247,0.77,4.58,1.75
248,0.83,4.32,1.94
249,0.87,4.06,2.14
250,0.88,3.81,2.35
251,0.88,3.55,2.56
252,0.87,3.29,2.74
253,0.83,3.04,2.82
254,0.77,2.78,2.74
255,0.71,2.52,2.56
256,0.63,2.27,2.35
257,0.54,2.01,2.14
258,0.45,1.76,1.94
259,0.36,1.5,1.75
260,0.26,1.25,1.57
261,0.21,4.92,1.51
262,0.3,5.08,1.57
263,0.38,5.15,1.6
264,0.46,5.08,1.62
265,0.54,4.92,1.6
266,0.61,4.72,1.6
267,0.67,4.49,1.79
268,0.71,4.25,2.0
269,0.74,4.0,2.22
270,0.75,3.75,2.47
271,0.75,3.5,2.74
272,0.74,3.25,3.04
273,0.71,3.0,3.23
274,0.67,2.74,3.04
275,0.61,2.49,2.74
276,0.54,2.24,2.47
277,0.46,1.98,2.22
278,0.38,1.73,2.0
279,0.3,1.48,1.79
280,0.21,1.23,1.6
281,0.15,4.72,1.35
282,0.23,4.83,1.4
283,0.31,4.88,1.43
284,0.38,4.83,1.44
285,0.45,4.72,1.44
286,0.51,4.55,1.62
287,0.56,4.35,1.81
288,0.6,4.13,2.02
289,0.63,3.9,2.25
290,0.63,3.67,2.51
291,0.63,3.42,2.82
292,0.63,3.18,3.23
293,0.6,2.93,4.2
294,0.56,2.69,3.23
295,0.51,2.44,2.82
296,0.45,2.19,2.51
297,0.38,1.94,2.25
298,0.31,1.69,2.02
299,0.23,1.44,1.81
300,0.15,1.19,1.62
