id,m_cf1,m_cf2,m_cf3
113,2.74,2.45,2.53
114,2.66,2.35,2.49
115,2.54,2.46,2.43
116,2.39,2.57,2.34
117,2.22,2.66,2.24
118,2.04,2.74,2.13
119,1.84,2.81,2.01
120,1.65,2.87,1.89
121,1.45,2.91,1.75
122,1.25,2.93,1.62
123,1.05,2.94,1.48
124,0.86,2.93,1.35
125,0.66,2.91,1.21
126,1.34,3.71,2.83
127,1.55,3.72,2.92
128,1.76,3.71,2.98
129,1.97,3.67,3.0
130,2.18,3.62,2.98
131,2.39,3.54,2.92
132,2.59,3.45,2.83
133,2.77,3.34,2.71
134,2.92,3.22,2.62
135,3.02,3.08,2.7
136,3.05,2.94,2.74
137,3.05,2.79,2.76
138,3.02,2.63,2.74
139,2.92,2.54,2.7
140,2.77,2.67,2.62
141,2.59,2.78,2.53
142,2.39,2.88,2.41
143,2.18,2.97,2.29
144,1.97,3.05,2.15
145,1.76,3.11,2.01
146,1.55,3.15,1.87
147,1.34,3.18,1.72
148,1.14,3.19,1.58
149,0.93,3.18,1.44
150,0.73,3.15,1.29
151,1.42,3.98,3.04
152,1.64,4.0,3.15
153,1.86,3.98,3.23
154,2.08,3.94,3.25
155,2.31,3.88,3.23
156,2.54,3.8,3.15
157,2.77,3.69,3.04
158,2.98,3.57,2.9
159,3.17,3.44,2.83
160,3.31,3.29,2.92
161,3.36,3.14,2.98
162,3.36,2.97,3.0
163,3.31,2.8,2.98
164,3.17,2.74,2.92
165,2.98,2.87,2.83
166,2.77,3.0,2.71
167,2.54,3.11,2.58
168,2.31,3.21,2.44
169,2.08,3.29,2.29
170,1.86,3.36,2.13
171,1.64,3.41,1.98
172,1.42,3.44,1.82
173,1.2,3.45,1.67
174,0.99,3.44,1.52
175,0.79,3.41,1.37
176,1.47,4.27,3.25
177,1.7,4.29,3.4
178,1.93,4.27,3.5
179,2.17,4.23,3.53
180,2.41,4.16,3.5
181,2.66,4.06,3.4
182,2.92,3.94,3.25
183,3.17,3.81,3.08
184,3.42,3.66,3.04
185,3.62,3.5,3.15
186,3.7,3.33,3.23
187,3.7,3.15,3.25
188,3.62,2.97,3.23
189,3.42,2.94,3.15
190,3.17,3.08,3.04
191,2.92,3.22,2.9
192,2.66,3.34,2.74
193,2.41,3.45,2.58
194,2.17,3.54,2.41
195,1.93,3.62,2.24
196,1.7,3.67,2.08
197,1.47,3.71,1.91
198,1.25,3.72,1.75
199,1.04,3.71,1.59
200,0.83,3.67,1.43
201,1.51,4.57,3.46
202,1.74,4.59,3.65
203,1.97,4.57,3.79
204,2.22,4.52,3.84
205,2.47,4.44,3.79
206,2.74,4.33,3.65
207,3.02,4.2,3.46
208,3.31,4.05,3.25
209,3.62,3.88,3.25
210,3.92,3.71,3.4
211,4.09,3.52,3.5
212,4.09,3.33,3.53
213,3.92,3.14,3.5
214,3.62,3.14,3.4
215,3.31,3.29,3.25
216,3.02,3.44,3.08
217,2.74,3.57,2.9
218,2.47,3.69,2.71
219,2.22,3.8,2.53
220,1.97,3.88,2.34
221,1.74,3.94,2.16
222,1.51,3.98,1.99
223,1.28,4.0,1.81
224,1.06,3.98,1.65
225,0.85,3.94,1.48
226,1.52,4.89,3.65
227,1.75,4.91,3.9
228,1.99,4.89,4.12
229,2.24,4.83,4.21
230,2.5,4.73,4.12
231,2.77,4.61,3.9
232,3.05,4.46,3.65
233,3.36,4.29,3.4
234,3.7,4.1,3.46
235,4.09,3.91,3.65
236,4.7,3.71,3.79
237,4.7,3.5,3.84
238,4.09,3.29,3.79
239,3.7,3.33,3.65
240,3.36,3.5,3.46
241,3.05,3.66,3.25
242,2.77,3.81,3.04
243,2.5,3.94,2.83
244,2.24,4.06,2.62
245,1.99,4.16,2.43
246,1.75,4.23,2.23
247,1.52,4.27,2.05
248,1.29,4.29,1.87
249,1.07,4.27,1.7
250,0.86,4.23,1.53
251,1.52,5.23,3.79
252,1.75,5.25,4.12
253,1.99,5.23,4.47
254,2.24,5.15,4.68
255,2.5,5.04,4.47
256,2.77,4.89,4.12
257,3.05,4.72,3.79
258,3.36,4.52,3.5
259,3.7,4.32,3.65
260,4.09,4.1,3.9
261,4.7,3.88,4.12
262,4.7,3.66,4.21
263,4.09,3.44,4.12
264,3.7,3.52,3.9
265,3.36,3.71,3.65
266,3.05,3.88,3.4
267,2.77,4.05,3.15
268,2.5,4.2,2.92
269,2.24,4.33,2.7
270,1.99,4.44,2.49
271,1.75,4.52,2.29
272,1.52,4.57,2.09
273,1.29,4.59,1.91
274,1.07,4.57,1.73
275,0.86,4.52,1.56
276,1.51,5.58,3.84
277,1.74,5.61,4.21
278,1.97,5.58,4.68
279,2.22,5.49,5.7
280,2.47,5.35,4.68
281,2.74,5.18,4.21
282,3.02,4.97,3.84
283,3.31,4.75,3.53
284,3.62,4.52,3.79
285,3.92,4.29,4.12
286,4.09,4.05,4.47
287,4.09,3.81,4.68
288,3.92,3.57,4.47
289,3.62,3.71,4.12
290,3.31,3.91,3.79
291,3.02,4.1,3.5
292,2.74,4.29,3.23
293,2.47,4.46,2.98
294,2.22,4.61,2.74
295,1.97,4.73,2.53
296,1.74,4.83,2.32
297,1.51,4.89,2.12
298,1.28,4.91,1.94
299,1.06,4.89,1.75
300,0.85,4.83,1.58
301,1.47,5.96,3.79
302,1.7,6.01,4.12
303,1.93,5.96,4.47
304,2.17,5.85,4.68
305,2.41,5.68,4.47
306,2.66,5.46,4.12
307,2.92,5.23,3.79
308,3.17,4.97,3.53
309,3.42,4.72,3.84
310,3.62,4.46,4.21
311,3.7,4.2,4.68
312,3.7,3.94,5.7
313,3.62,3.69,4.68
314,3.42,3.88,4.21
315,3.17,4.1,3.84
316,2.92,4.32,3.53
317,2.66,4.52,3.25
318,2.41,4.72,3.0
319,2.17,4.89,2.76
320,1.93,5.04,2.54
321,1.7,5.15,2.33
322,1.47,5.23,2.13
323,1.25,5.25,1.94
324,1.04,5.23,1.76
325,0.83,5.15,1.59
326,1.42,6.38,3.65
327,1.64,6.44,3.9
328,1.86,6.38,4.12
329,2.08,6.23,4.21
330,2.31,6.01,4.12
331,2.54,5.74,3.9
332,2.77,5.46,3.65
333,2.98,5.18,3.5
334,3.17,4.89,3.79
335,3.31,4.61,4.12
336,3.36,4.33,4.47
337,3.36,4.06,4.68
338,3.31,3.81,4.47
339,3.17,4.05,4.12
340,2.98,4.29,3.79
341,2.77,4.52,3.5
342,2.54,4.75,3.23
343,2.31,4.97,2.98
344,2.08,5.18,2.74
345,1.86,5.35,2.53
346,1.64,5.49,2.32
347,1.42,5.58,2.12
348,1.2,5.61,1.94
349,0.99,5.58,1.75
350,0.79,5.49,1.58
351,1.34,6.84,3.46
352,1.55,6.92,3.65
353,1.76,6.84,3.79
354,1.97,6.62,3.84
355,2.18,6.33,3.79
356,2.39,6.01,3.65
357,2.59,5.68,3.46
358,2.77,5.35,3.4
359,2.92,5.04,3.65
360,3.02,4.73,3.9
361,3.05,4.44,4.12
362,3.05,4.16,4.21
363,3.02,3.94,4.12
364,2.92,4.2,3.9
365,2.77,4.46,3.65
366,2.59,4.72,3.4
367,2.39,4.97,3.15
368,2.18,5.23,2.92
369,1.97,5.46,2.7
370,1.76,5.68,2.49
371,1.55,5.85,2.29
372,1.34,5.96,2.09
373,1.14,6.01,1.91
374,0.93,5.96,1.73
375,0.73,5.85,1.56
376,1.25,7.34,3.25
377,1.45,7.48,3.4
378,1.65,7.34,3.5
379,1.84,7.01,3.53
380,2.04,6.62,3.5
381,2.22,6.23,3.4
382,2.39,5.85,3.25
383,2.54,5.49,3.25
384,2.66,5.15,3.46
385,2.74,4.83,3.65
386,2.77,4.52,3.79
387,2.77,4.23,3.84
388,2.74,4.06,3.79
389,2.66,4.33,3.65
390,2.54,4.61,3.46
391,2.39,4.89,3.25
392,2.22,5.18,3.04
393,2.04,5.46,2.83
394,1.84,5.74,2.62
395,1.65,6.01,2.43
396,1.45,6.23,2.23
397,1.25,6.38,2.05
398,1.05,6.44,1.87
399,0.86,6.38,1.7
400,0.66,6.23,1.53
401,1.15,7.88,3.04
402,1.33,8.21,3.15
403,1.52,7.88,3.23
404,1.7,7.34,3.25
405,1.87,6.84,3.23
406,2.04,6.38,3.15
407,2.18,5.96,3.04
408,2.31,5.58,3.08
409,2.41,5.23,3.25
410,2.47,4.89,3.4
411,2.5,4.57,3.5
412,2.5,4.27,3.53
413,2.47,4.16,3.5
414,2.41,4.44,3.4
415,2.31,4.73,3.25
416,2.18,5.04,3.08
417,2.04,5.35,2.9
418,1.87,5.68,2.71
419,1.7,6.01,2.53
420,1.52,6.33,2.34
421,1.33,6.62,2.16
422,1.15,6.84,1.99
423,0.96,6.92,1.81
424,0.77,6.84,1.65
425,0.58,6.62,1.48
426,1.03,8.21,2.83
427,1.2,9.8,2.92
428,1.38,8.21,2.98
429,1.54,7.48,3.0
430,1.7,6.92,2.98
431,1.84,6.44,2.92
432,1.97,6.01,2.83
433,2.08,5.61,2.9
434,2.17,5.25,3.04
435,2.22,4.91,3.15
436,2.24,4.59,3.23
437,2.24,4.29,3.25
438,2.22,4.23,3.23
439,2.17,4.52,3.15
440,2.08,4.83,3.04
441,1.97,5.15,2.9
442,1.84,5.49,2.74
443,1.7,5.85,2.58
444,1.54,6.23,2.41
445,1.38,6.62,2.24
446,1.2,7.01,2.08
447,1.03,7.34,1.91
448,0.85,7.48,1.75
449,0.67,7.34,1.59
450,0.49,7.01,1.43
451,0.9,7.88,2.62
452,1.06,8.21,2.7
453,1.22,7.88,2.74
454,1.38,7.34,2.76
455,1.52,6.84,2.74
456,1.65,6.38,2.7
457,1.76,5.96,2.62
458,1.86,5.58,2.71
459,1.93,5.23,2.83
460,1.97,4.89,2.92
461,1.99,4.57,2.98
462,1.99,4.27,3.0
463,1.97,4.27,2.98
464,1.93,4.57,2.92
465,1.86,4.89,2.83
466,1.76,5.23,2.71
467,1.65,5.58,2.58
468,1.52,5.96,2.44
469,1.38,6.38,2.29
470,1.22,6.84,2.13
471,1.06,7.34,1.98
472,0.9,7.88,1.82
473,0.73,8.21,1.67
474,0.56,7.88,1.52
475,0.39,7.34,1.37
476,0.76,7.34,2.43
477,0.92,7.48,2.49
478,1.06,7.34,2.53
479,1.2,7.01,2.54
480,1.33,6.62,2.53
481,1.45,6.23,2.49
482,1.55,5.85,2.43
483,1.64,5.49,2.53
484,1.7,5.15,2.62
485,1.74,4.83,2.7
486,1.75,4.52,2.74
487,1.75,4.23,2.76
488,1.74,4.29,2.74
489,1.7,4.59,2.7
490,1.64,4.91,2.62
491,1.55,5.25,2.53
492,1.45,5.61,2.41
493,1.33,6.01,2.29
494,1.2,6.44,2.15
495,1.06,6.92,2.01
496,0.92,7.48,1.87
497,0.76,8.21,1.72
498,0.6,9.8,1.58
499,0.44,8.21,1.44
500,0.28,7.48,1.29
