id,cf1,cf2,cf3
175,0.66,3.15,1.2
176,0.92,5.34,3.62
177,1.86,3.45,2.65
178,2.24,5.62,3.02
179,1.87,4.9,4.29
180,1.55,4.09,3.32
181,2.66,5.17,3.29
182,2.56,3.78,4.0
183,4.95,3.43,2.78
184,3.18,2.35,3.56
185,3.06,4.39,3.76
186,3.52,2.9,2.81
187,3.73,4.28,3.78
188,4.14,2.94,3.04
189,3.42,2.55,3.55
190,3.3,4.06,3.43
191,3.11,2.28,3.31
192,2.66,2.11,2.66
193,2.26,3.53,1.6
194,0.97,3.74,1.79
195,2.02,3.88,2.48
196,2.28,3.63,1.37
197,1.6,5.64,1.58
198,1.41,3.4,1.11
199,0.57,2.98,1.51
200,0.68,4.14,0.97
201,1.58,4.55,4.22
202,1.26,6.58,3.64
203,1.76,4.44,2.57
204,2.29,5.76,4.84
205,2.29,4.35,3.97
206,4.03,4.04,4.62
207,2.96,4.55,3.63
208,3.14,3.62,4.64
209,2.76,4.44,3.54
210,5.43,3.62,4.73
211,2.86,3.91,2.99
212,3.59,2.83,3.91
213,4.65,3.12,4.95
214,3.18,3.37,3.02
215,3.06,1.76,3.15
216,3.29,3.56,3.82
217,2.05,2.7,3.04
218,2.2,3.32,2.89
219,2.28,4.93,2.66
220,2.58,3.52,2.29
221,1.88,3.45,2.22
222,1.41,2.5,1.58
223,0.91,3.62,1.56
224,1.08,4.19,1.07
225,0.58,3.61,2.13
226,0.96,5.88,3.76
227,2.59,4.89,2.53
228,1.77,6.43,5.39
229,1.81,4.86,4.07
230,1.85,4.56,3.57
231,2.7,2.35,3.39
232,2.29,4.05,4.35
233,3.9,4.69,3.7
234,3.05,4.16,3.73
235,4.93,3.65,3.04
236,3.23,3.91,2.13
237,5.58,4.91,2.94
238,4.43,3.58,1.71
239,2.86,2.73,2.9
240,3.29,2.9,3.09
241,3.16,4.02,3.36
242,3.45,3.48,2.86
243,1.87,4.53,3.35
244,2.37,3.7,2.56
245,2.37,3.17,2.44
246,1.3,2.17,2.31
247,2.11,4.47,1.82
248,1.19,5.18,2.51
249,1.27,6.12,1.88
250,0.65,5.65,1.24
251,1.28,4.42,3.35
252,1.9,7.42,4.0
253,1.57,4.8,3.55
254,1.71,4.55,2.33
255,2.14,7.48,5.06
256,4.15,4.58,4.07
257,2.25,5.04,4.5
258,3.55,2.28,5.09
259,3.24,3.82,3.24
260,2.8,3.71,3.78
261,6.55,4.99,4.56
262,3.56,3.66,4.69
263,3.91,2.78,3.22
264,3.05,3.37,3.49
265,3.22,3.48,3.68
266,2.65,3.29,3.37
267,2.58,3.74,3.28
268,2.47,4.04,3.26
269,2.85,3.23,2.41
270,2.07,4.03,2.49
271,1.85,4.31,2.66
272,1.25,4.5,2.17
273,0.94,4.84,0.79
274,0.93,5.99,1.38
275,0.81,4.76,1.68
276,1.24,5.71,3.82
277,2.03,5.89,3.44
278,1.84,4.21,5.72
279,2.06,5.59,6.03
280,2.53,6.42,4.37
281,2.61,5.91,5.13
282,3.55,3.18,2.41
283,3.1,4.29,3.61
284,3.15,4.89,3.2
285,3.96,3.39,3.65
286,3.78,4.01,4.33
287,3.86,2.35,4.36
288,4.69,3.61,3.44
289,4.58,3.58,4.8
290,4.18,4.68,3.32
291,2.59,5.49,3.39
292,2.48,4.55,2.73
293,2.41,4.13,2.69
294,2.58,4.22,3.4
295,2.01,4.97,2.79
296,1.55,5.43,2.57
297,1.47,5.23,2.21
298,1.38,5.31,1.73
299,0.96,7.35,1.21
300,0.89,4.65,1.82
301,1.74,4.94,4.42
302,1.7,6.22,4.57
303,2.21,5.74,4.14
304,1.79,5.55,6.06
305,2.83,6.41,4.42
306,2.46,3.35,3.71
307,2.8,6.34,3.35
308,3.38,3.15,3.27
309,4.17,4.62,4.18
310,3.23,5.58,4.16
311,4.4,5.03,4.15
312,3.92,4.1,6.8
313,4.25,2.25,5.02
314,4.2,3.76,2.41
315,3.64,5.21,3.49
316,3.53,4.16,3.54
317,1.93,4.6,2.9
318,1.99,6.13,2.85
319,2.69,5.94,3.42
320,2.65,3.58,3.48
321,1.5,5.71,2.46
322,1.44,5.33,1.87
323,1.33,4.3,1.81
324,0.97,5.93,1.8
325,1.13,4.37,1.64
326,1.24,5.71,4.13
327,1.56,2.6,3.47
328,1.73,6.81,3.95
329,2.26,6.9,3.25
330,2.58,7.35,3.9
331,1.56,5.2,3.13
332,2.52,4.95,3.88
333,2.06,5.1,3.5
334,3.33,5.31,4.61
335,2.54,4.56,4.61
336,3.65,4.31,5.05
337,3.33,5.28,5.56
338,3.87,4.23,3.46
339,3.05,4.82,3.99
340,3.17,2.92,3.17
341,3.19,5.38,3.17
342,2.41,4.9,2.47
343,2.3,4.32,3.79
344,1.79,4.52,2.7
345,2.24,4.15,3.33
346,1.74,6.29,3.38
347,1.6,5.19,1.88
348,1.42,6.15,1.95
349,0.91,6.33,1.7
350,0.58,5.08,2.26
351,1.1,7.27,4.83
352,1.43,6.82,4.1
353,1.84,4.81,3.24
354,1.17,5.72,4.46
355,1.66,7.49,3.29
356,2.46,4.18,3.68
357,2.89,2.71,3.87
358,3.19,6.26,2.39
359,2.59,5.92,4.54
360,2.82,3.62,4.75
361,3.07,6.63,4.4
362,2.94,3.44,3.6
363,3.61,3.02,2.98
364,3.78,2.42,4.1
365,3.19,3.33,3.74
366,3.37,5.04,2.74
367,2.65,4.91,3.74
368,2.87,5.05,3.08
369,1.63,4.93,3.08
370,1.91,4.78,2.97
371,1.6,5.49,3.29
372,1.38,6.97,2.61
373,0.69,5.13,1.76
374,0.98,7.23,1.9
375,0.72,7.33,1.88
376,1.45,9.52,2.95
377,1.62,8.34,3.17
378,1.62,9.54,2.84
379,2.21,6.19,3.64
380,1.36,6.15,3.34
381,1.96,5.14,3.77
382,2.39,7.6,3.19
383,2.6,4.43,4.2
384,2.98,4.09,3.97
385,3.21,6.27,3.65
386,2.67,6.05,3.92
387,3.08,4.94,3.32
388,2.26,3.43,4.04
389,2.42,5.52,3.89
390,2.2,5.36,4.76
391,2.42,4.63,3.09
392,2.58,4.96,2.24
393,1.62,4.87,2.69
394,1.32,4.93,2.8
395,2.32,6.81,2.48
396,1.08,6.85,1.96
397,1.37,7.58,1.95
398,0.85,8.45,1.82
399,1.26,4.69,1.09
400,0.54,7.06,1.7
401,0.87,9.63,4.15
402,1.15,8.55,3.51
403,1.57,6.56,3.52
404,1.47,5.31,3.38
405,2.31,7.11,2.71
406,2.31,4.72,4.4
407,2.74,5.02,2.31
408,2.66,5.44,3.52
409,2.24,5.88,2.78
410,1.93,7.04,2.86
411,2.77,5.51,3.6
412,3.06,3.51,3.34
413,2.34,4.4,4.68
414,1.99,5.17,3.77
415,1.95,5.6,2.87
416,1.53,7.16,2.82
417,1.43,5.58,3.41
418,1.67,5.41,2.41
419,1.82,6.14,2.54
420,1.58,5.26,2.5
421,1.26,9.07,2.72
422,0.78,6.19,1.94
423,0.97,7.26,1.88
424,0.69,6.12,1.25
425,0.59,4.05,1.72
426,1.06,7.74,2.83
427,1.14,9.47,3.16
428,1.32,10.74,2.43
429,1.68,6.77,3.89
430,1.48,7.98,2.14
431,1.79,3.89,3.5
432,1.28,5.11,3.32
433,1.37,6.14,2.34
434,2.39,4.07,3.14
435,2.33,4.08,3.93
436,2.49,3.24,2.2
437,2.9,4.76,2.01
438,1.87,2.39,3.1
439,2.3,4.29,2.97
440,1.99,6.71,2.31
441,1.58,2.65,2.46
442,1.68,4.93,1.63
443,1.29,5.76,3.33
444,1.33,5.78,2.55
445,1.21,7.63,2.16
446,1.47,8.67,2.24
447,1.35,5.93,1.67
448,0.67,6.32,1.61
449,0.68,6.24,1.9
450,0.47,6.87,1.34
451,0.84,5.52,3.2
452,1.15,10.49,2.71
453,1.02,9.64,3.0
454,1.22,7.34,3.06
455,1.61,6.04,3.62
456,1.62,6.05,1.63
457,2.03,4.28,2.67
458,2.04,5.79,2.19
459,1.96,3.48,4.03
460,2.91,3.77,2.22
461,1.7,3.76,3.17
462,2.67,5.29,2.62
463,1.21,6.01,2.8
464,2.31,4.83,2.47
465,1.96,5.62,2.91
466,1.29,4.98,3.6
467,1.24,5.34,2.29
468,1.57,6.25,2.49
469,1.37,4.24,2.27
470,1.31,7.33,2.17
471,0.73,7.14,2.42
472,0.94,7.68,1.61
473,0.49,6.91,1.65
474,0.46,7.78,1.95
475,0.2,8.46,1.47
476,0.77,6.21,2.0
477,1.15,5.08,1.99
478,0.63,8.85,2.21
479,0.93,9.6,3.68
480,0.67,5.09,1.92
481,1.63,8.58,2.73
482,1.34,7.75,2.34
483,1.33,6.54,2.44
484,1.52,4.77,2.39
485,2.24,3.74,1.92
486,2.06,5.84,2.79
487,1.52,3.8,2.2
488,0.97,5.62,2.67
489,2.04,5.39,2.35
490,1.35,4.53,3.63
491,1.5,5.37,2.7
492,1.8,6.41,2.11
493,1.1,5.42,1.68
494,1.4,6.0,2.37
495,0.92,7.06,1.85
496,0.99,9.5,1.96
497,0.53,7.28,1.36
498,0.66,12.02,2.32
499,0.37,8.47,1.39
500,0.26,6.61,0.92
