id,xloc,yloc,cost,is_locked_out,epicentre
268,-32.48,-3.85,10.0,0.0,0.0
269,-32.47,-3.85,8.0,0.0,0.0
270,-32.46,-3.85,0.0,0.0,0.0
271,-32.45,-3.85,2.0,0.0,0.0
272,-32.44,-3.85,1.0,0.0,0.0
273,-32.43,-3.85,10.0,0.0,0.0
274,-32.42,-3.85,5.0,0.0,0.0
275,-32.41,-3.85,5.0,0.0,0.0
276,-32.65,-3.84,2.0,0.0,0.0
277,-32.64,-3.84,10.0,0.0,0.0
278,-32.63,-3.84,10.0,0.0,0.0
279,-32.62,-3.84,0.0,0.0,0.0
280,-32.61,-3.84,4.0,0.0,0.0
281,-32.6,-3.84,0.0,0.0,0.0
282,-32.59,-3.84,0.0,0.0,0.0
283,-32.58,-3.84,9.0,0.0,0.0
284,-32.57,-3.84,1.0,0.0,0.0
285,-32.56,-3.84,7.0,0.0,0.0
286,-32.55,-3.84,8.0,0.0,0.0
287,-32.54,-3.84,5.0,0.0,0.0
288,-32.53,-3.84,2.0,0.0,0.0
289,-32.52,-3.84,10.0,0.0,0.0
290,-32.51,-3.84,8.0,0.0,0.0
291,-32.5,-3.84,9.0,0.0,0.0
292,-32.49,-3.84,7.0,0.0,0.0
293,-32.48,-3.84,0.0,0.0,0.0
294,-32.47,-3.84,8.0,0.0,0.0
295,-32.46,-3.84,7.0,0.0,0.0
296,-32.45,-3.84,0.0,0.0,0.0
297,-32.44,-3.84,5.0,0.0,0.0
298,-32.43,-3.84,0.0,0.0,0.0
299,-32.42,-3.84,3.0,0.0,0.0
300,-32.41,-3.84,4.0,0.0,0.0
301,-32.65,-3.83,9.0,0.0,0.0
302,-32.64,-3.83,9.0,0.0,0.0
303,-32.63,-3.83,1.0,0.0,0.0
304,-32.62,-3.83,3.0,0.0,0.0
305,-32.61,-3.83,9.0,0.0,0.0
306,-32.6,-3.83,9.0,0.0,0.0
307,-32.59,-3.83,0.0,0.0,0.0
308,-32.58,-3.83,9.0,0.0,0.0
309,-32.57,-3.83,4.0,0.0,0.0
310,-32.56,-3.83,3.0,0.0,0.0
311,-32.55,-3.83,4.0,0.0,0.0
312,-32.54,-3.83,8.0,0.0,0.0
313,-32.53,-3.83,3.0,0.0,0.0
314,-32.52,-3.83,7.0,0.0,0.0
315,-32.51,-3.83,3.0,0.0,0.0
316,-32.5,-3.83,4.0,0.0,0.0
317,-32.49,-3.83,6.0,0.0,0.0
318,-32.48,-3.83,10.0,0.0,0.0
319,-32.47,-3.83,4.0,0.0,0.0
320,-32.46,-3.83,1.0,0.0,0.0
321,-32.45,-3.83,9.0,0.0,0.0
322,-32.44,-3.83,2.0,0.0,0.0
323,-32.43,-3.83,0.0,0.0,0.0
324,-32.42,-3.83,10.0,0.0,0.0
325,-32.41,-3.83,6.0,0.0,0.0
326,-32.65,-3.82,0.0,0.0,0.0
327,-32.64,-3.82,3.0,0.0,0.0
328,-32.63,-3.82,6.0,0.0,0.0
329,-32.62,-3.82,3.0,0.0,0.0
330,-32.61,-3.82,10.0,0.0,0.0
331,-32.6,-3.82,9.0,0.0,0.0
332,-32.59,-3.82,0.0,0.0,0.0
333,-32.58,-3.82,9.0,0.0,0.0
334,-32.57,-3.82,8.0,0.0,0.0
335,-32.56,-3.82,10.0,0.0,0.0
336,-32.55,-3.82,3.0,0.0,0.0
337,-32.54,-3.82,8.0,0.0,0.0
338,-32.53,-3.82,3.0,0.0,0.0
339,-32.52,-3.82,10.0,0.0,0.0
340,-32.51,-3.82,0.0,0.0,0.0
341,-32.5,-3.82,8.0,0.0,0.0
342,-32.49,-3.82,10.0,0.0,0.0
343,-32.48,-3.82,8.0,0.0,0.0
344,-32.47,-3.82,7.0,0.0,0.0
345,-32.46,-3.82,5.0,0.0,0.0
346,-32.45,-3.82,10.0,0.0,0.0
347,-32.44,-3.82,1.0,0.0,0.0
348,-32.43,-3.82,1.0,0.0,0.0
349,-32.42,-3.82,9.0,0.0,0.0
350,-32.41,-3.82,5.0,0.0,0.0
351,-32.65,-3.81,0.0,0.0,0.0
352,-32.64,-3.81,1.0,0.0,0.0
353,-32.63,-3.81,8.0,0.0,0.0
354,-32.62,-3.81,5.0,0.0,0.0
355,-32.61,-3.81,9.0,0.0,0.0
356,-32.6,-3.81,2.0,0.0,0.0
357,-32.59,-3.81,2.0,0.0,0.0
358,-32.58,-3.81,1.0,0.0,5.0
359,-32.57,-3.81,1.0,0.0,0.0
360,-32.56,-3.81,5.0,0.0,0.0
361,-32.55,-3.81,7.0,0.0,0.0
362,-32.54,-3.81,1.0,0.0,0.0
363,-32.53,-3.81,2.0,0.0,0.0
364,-32.52,-3.81,5.0,0.0,0.0
365,-32.51,-3.81,4.0,0.0,0.0
366,-32.5,-3.81,7.0,0.0,0.0
367,-32.49,-3.81,7.0,0.0,0.0
368,-32.48,-3.81,5.0,0.0,0.0
369,-32.47,-3.81,7.0,0.0,0.0
370,-32.46,-3.81,9.0,0.0,0.0
371,-32.45,-3.81,10.0,0.0,0.0
372,-32.44,-3.81,8.0,0.0,0.0
373,-32.43,-3.81,1.0,0.0,0.0
374,-32.42,-3.81,4.0,0.0,0.0
375,-32.41,-3.81,7.0,0.0,0.0
376,-32.65,-3.8,0.0,0.0,0.0
377,-32.64,-3.8,0.0,0.0,0.0
378,-32.63,-3.8,6.0,0.0,0.0
379,-32.62,-3.8,8.0,0.0,0.0
380,-32.61,-3.8,5.0,0.0,0.0
381,-32.6,-3.8,7.0,0.0,0.0
382,-32.59,-3.8,4.0,0.0,0.0
383,-32.58,-3.8,8.0,0.0,0.0
384,-32.57,-3.8,9.0,0.0,0.0
385,-32.56,-3.8,9.0,0.0,0.0
386,-32.55,-3.8,2.0,0.0,0.0
387,-32.54,-3.8,5.0,0.0,0.0
388,-32.53,-3.8,5.0,0.0,0.0
389,-32.52,-3.8,5.0,0.0,0.0
390,-32.51,-3.8,0.0,0.0,0.0
391,-32.5,-3.8,3.0,0.0,0.0
392,-32.49,-3.8,2.0,0.0,0.0
393,-32.48,-3.8,3.0,0.0,0.0
394,-32.47,-3.8,7.0,0.0,0.0
395,-32.46,-3.8,10.0,0.0,0.0
396,-32.45,-3.8,6.0,0.0,0.0
397,-32.44,-3.8,2.0,0.0,0.0
398,-32.43,-3.8,4.0,0.0,0.0
399,-32.42,-3.8,6.0,0.0,0.0
400,-32.41,-3.8,7.0,0.0,0.0
401,-32.65,-3.79,1.0,0.0,0.0
402,-32.64,-3.79,1.0,0.0,0.0
403,-32.63,-3.79,6.0,0.0,0.0
404,-32.62,-3.79,8.0,0.0,0.0
405,-32.61,-3.79,0.0,0.0,0.0
406,-32.6,-3.79,2.0,0.0,0.0
407,-32.59,-3.79,7.0,0.0,0.0
408,-32.58,-3.79,6.0,0.0,0.0
409,-32.57,-3.79,0.0,0.0,0.0
410,-32.56,-3.79,3.0,0.0,0.0
411,-32.55,-3.79,4.0,0.0,0.0
412,-32.54,-3.79,1.0,0.0,0.0
413,-32.53,-3.79,9.0,0.0,0.0
414,-32.52,-3.79,4.0,0.0,0.0
415,-32.51,-3.79,4.0,0.0,0.0
416,-32.5,-3.79,1.0,0.0,0.0
417,-32.49,-3.79,10.0,0.0,0.0
418,-32.48,-3.79,0.0,0.0,0.0
419,-32.47,-3.79,0.0,0.0,0.0
420,-32.46,-3.79,1.0,0.0,0.0
421,-32.45,-3.79,6.0,0.0,0.0
422,-32.44,-3.79,6.0,0.0,0.0
423,-32.43,-3.79,9.0,0.0,0.0
424,-32.42,-3.79,4.0,0.0,0.0
425,-32.41,-3.79,1.0,0.0,0.0
426,-32.65,-3.78,5.0,0.0,0.0
427,-32.64,-3.78,7.0,0.0,0.0
428,-32.63,-3.78,1.0,0.0,0.0
429,-32.62,-3.78,2.0,0.0,0.0
430,-32.61,-3.78,4.0,0.0,0.0
431,-32.6,-3.78,4.0,0.0,0.0
432,-32.59,-3.78,3.0,0.0,0.0
433,-32.58,-3.78,7.0,0.0,0.0
434,-32.57,-3.78,4.0,0.0,0.0
435,-32.56,-3.78,6.0,0.0,0.0
436,-32.55,-3.78,9.0,0.0,0.0
437,-32.54,-3.78,8.0,0.0,0.0
438,-32.53,-3.78,2.0,0.0,0.0
439,-32.52,-3.78,10.0,0.0,0.0
440,-32.51,-3.78,4.0,0.0,0.0
441,-32.5,-3.78,9.0,0.0,0.0
442,-32.49,-3.78,7.0,0.0,0.0
443,-32.48,-3.78,10.0,0.0,0.0
444,-32.47,-3.78,7.0,0.0,0.0
445,-32.46,-3.78,6.0,0.0,0.0
446,-32.45,-3.78,9.0,0.0,0.0
447,-32.44,-3.78,5.0,0.0,0.0
448,-32.43,-3.78,10.0,0.0,0.0
449,-32.42,-3.78,9.0,0.0,0.0
450,-32.41,-3.78,6.0,0.0,0.0
451,-32.65,-3.77,9.0,0.0,0.0
452,-32.64,-3.77,8.0,0.0,0.0
453,-32.63,-3.77,3.0,0.0,0.0
454,-32.62,-3.77,2.0,0.0,0.0
455,-32.61,-3.77,7.0,0.0,0.0
456,-32.6,-3.77,0.0,0.0,0.0
457,-32.59,-3.77,3.0,0.0,0.0
458,-32.58,-3.77,7.0,0.0,0.0
459,-32.57,-3.77,7.0,0.0,0.0
460,-32.56,-3.77,6.0,0.0,0.0
461,-32.55,-3.77,10.0,0.0,0.0
462,-32.54,-3.77,9.0,0.0,0.0
463,-32.53,-3.77,5.0,0.0,0.0
464,-32.52,-3.77,6.0,0.0,0.0
465,-32.51,-3.77,5.0,0.0,0.0
466,-32.5,-3.77,0.0,0.0,0.0
467,-32.49,-3.77,6.0,0.0,0.0
468,-32.48,-3.77,1.0,0.0,0.0
469,-32.47,-3.77,0.0,0.0,0.0
470,-32.46,-3.77,10.0,0.0,0.0
471,-32.45,-3.77,2.0,0.0,0.0
472,-32.44,-3.77,5.0,0.0,0.0
473,-32.43,-3.77,5.0,0.0,0.0
474,-32.42,-3.77,9.0,0.0,0.0
475,-32.41,-3.77,5.0,0.0,0.0
476,-32.65,-3.76,6.0,0.0,5.0
477,-32.64,-3.76,10.0,0.0,0.0
478,-32.63,-3.76,5.0,0.0,0.0
479,-32.62,-3.76,1.0,0.0,0.0
480,-32.61,-3.76,4.0,0.0,0.0
481,-32.6,-3.76,4.0,0.0,0.0
482,-32.59,-3.76,3.0,0.0,0.0
483,-32.58,-3.76,3.0,0.0,0.0
484,-32.57,-3.76,7.0,0.0,0.0
485,-32.56,-3.76,5.0,0.0,0.0
486,-32.55,-3.76,3.0,0.0,0.0
487,-32.54,-3.76,6.0,0.0,0.0
488,-32.53,-3.76,9.0,0.0,0.0
489,-32.52,-3.76,7.0,0.0,0.0
490,-32.51,-3.76,9.0,0.0,0.0
491,-32.5,-3.76,10.0,0.0,0.0
492,-32.49,-3.76,0.0,0.0,0.0
493,-32.48,-3.76,3.0,0.0,0.0
494,-32.47,-3.76,8.0,0.0,0.0
495,-32.46,-3.76,6.0,0.0,0.0
496,-32.45,-3.76,9.0,0.0,0.0
497,-32.44,-3.76,4.0,0.0,0.0
498,-32.43,-3.76,2.0,0.0,0.0
499,-32.42,-3.76,7.0,0.0,0.0
500,-32.41,-3.76,4.0,0.0,0.0
