id,cf1,cf2,cf3
153,4.83,5.87,1.22
154,4.43,5.25,1.75
155,5.89,6.61,1.93
156,3.38,6.48,1.65
157,5.77,10.05,2.25
158,3.98,5.57,2.09
159,4.8,6.86,2.58
160,3.21,7.88,2.81
161,4.04,6.87,1.89
162,2.91,8.28,2.98
163,4.94,4.25,2.68
164,3.69,6.49,2.93
165,2.22,4.06,1.95
166,2.52,5.95,3.2
167,2.16,5.88,3.91
168,2.65,3.27,2.04
169,2.31,4.8,1.93
170,1.67,4.23,2.27
171,1.69,3.58,2.33
172,1.25,4.26,1.91
173,1.14,3.75,2.25
174,1.11,3.55,2.14
175,0.87,1.86,1.55
176,4.72,6.15,1.11
177,6.06,5.95,1.88
178,3.91,6.01,1.28
179,4.78,7.44,1.16
180,4.82,7.49,1.46
181,2.85,7.72,2.01
182,4.31,8.64,1.59
183,3.12,6.82,2.14
184,3.17,9.46,1.0
185,5.23,6.58,3.31
186,3.65,6.85,1.9
187,4.39,7.63,2.32
188,3.33,5.84,2.84
189,3.54,6.05,3.06
190,2.14,6.12,2.06
191,3.01,4.4,2.48
192,2.08,5.08,3.52
193,2.29,5.6,2.5
194,1.82,6.52,2.64
195,1.1,3.59,2.84
196,1.53,3.42,2.35
197,1.36,1.44,1.87
198,1.34,4.45,1.82
199,1.04,3.35,1.55
200,0.94,2.8,1.96
201,5.06,6.85,1.17
202,4.45,5.7,0.82
203,6.83,7.02,1.26
204,4.51,6.14,1.58
205,4.32,6.92,1.72
206,4.29,6.93,1.62
207,3.83,6.83,2.33
208,4.23,7.2,2.27
209,5.26,7.44,2.19
210,3.33,6.87,2.27
211,2.84,6.36,3.06
212,4.12,10.42,1.87
213,2.58,7.25,2.74
214,2.87,7.66,2.12
215,2.42,6.14,2.33
216,2.64,6.67,2.55
217,2.58,6.71,1.7
218,0.91,4.06,2.06
219,1.48,4.74,1.74
220,2.36,6.34,1.87
221,1.48,4.12,2.37
222,1.36,5.62,2.4
223,1.63,3.48,1.91
224,1.17,2.55,1.71
225,0.77,2.94,1.72
226,4.12,5.62,1.14
227,6.03,4.86,1.4
228,5.96,5.19,1.42
229,5.12,7.14,0.87
230,4.57,7.64,2.03
231,3.7,6.37,2.14
232,3.67,5.8,1.59
233,6.08,4.92,1.67
234,4.76,6.0,1.32
235,3.44,10.27,2.06
236,3.5,8.62,2.64
237,2.33,5.25,2.23
238,2.95,8.77,2.14
239,3.05,7.47,2.74
240,3.17,4.02,2.42
241,3.39,7.76,2.05
242,2.91,5.86,1.92
243,1.87,3.97,1.6
244,1.92,4.93,2.52
245,1.3,3.37,2.61
246,1.88,5.79,2.01
247,1.08,4.78,1.7
248,0.69,4.35,1.8
249,1.04,2.66,1.93
250,0.69,3.48,1.16
251,3.61,5.96,1.32
252,5.07,4.77,1.0
253,6.4,3.64,1.4
254,4.25,5.64,1.76
255,3.78,5.77,2.15
256,4.23,6.49,1.5
257,4.13,6.92,1.92
258,3.11,6.02,2.68
259,4.58,6.39,1.71
260,2.64,9.03,1.64
261,3.14,5.86,1.83
262,2.55,6.63,2.09
263,3.19,6.38,1.77
264,3.31,8.97,1.66
265,2.53,6.16,1.88
266,1.5,4.65,2.02
267,2.39,7.39,1.96
268,2.24,5.49,2.38
269,2.14,6.28,2.65
270,1.69,3.91,2.11
271,1.74,5.18,2.06
272,1.1,2.91,1.87
273,1.54,3.57,1.59
274,0.85,3.62,1.6
275,0.75,1.15,1.69
276,4.06,4.1,1.53
277,4.1,4.31,1.8
278,3.62,4.91,1.77
279,4.73,3.73,1.77
280,4.03,3.12,2.23
281,2.12,5.44,2.39
282,3.03,7.53,1.83
283,4.36,5.39,1.78
284,3.72,5.67,1.63
285,4.12,6.59,2.02
286,3.2,10.26,2.06
287,3.25,6.8,2.45
288,2.56,5.27,2.53
289,2.43,6.12,1.87
290,3.16,5.14,2.22
291,2.85,5.53,1.9
292,2.23,5.06,1.75
293,1.37,4.78,1.86
294,1.69,6.81,1.87
295,1.41,3.81,1.21
296,1.64,4.45,1.73
297,1.72,3.1,1.08
298,1.12,4.4,1.87
299,1.18,4.25,2.09
300,0.53,3.08,1.3
301,4.11,4.46,1.08
302,2.71,4.54,1.29
303,4.25,4.11,1.97
304,4.04,4.24,2.22
305,2.99,5.71,2.44
306,3.86,6.65,2.23
307,3.59,4.85,1.83
308,3.95,6.41,2.07
309,3.72,6.81,1.35
310,2.78,7.65,2.8
311,3.73,6.26,1.9
312,2.77,7.03,2.81
313,1.83,8.67,2.08
314,2.41,7.73,2.22
315,2.38,3.98,1.83
316,2.67,5.46,1.97
317,1.74,5.98,1.41
318,1.35,5.81,2.1
319,0.94,3.94,1.15
320,1.93,3.32,1.37
321,0.77,3.59,1.22
322,1.4,4.05,1.79
323,0.72,2.71,1.09
324,1.15,2.75,1.82
325,0.48,2.49,1.1
326,4.92,2.9,1.57
327,3.97,5.26,2.41
328,3.45,4.23,1.94
329,2.2,2.6,1.76
330,2.83,4.82,1.37
331,3.85,3.32,2.77
332,3.52,5.01,2.07
333,3.91,4.67,2.76
334,3.25,6.07,2.49
335,2.55,6.27,2.67
336,3.13,6.38,2.48
337,3.89,3.93,2.71
338,3.12,5.16,2.19
339,2.59,6.11,1.64
340,2.46,6.28,2.05
341,2.23,5.43,1.87
342,2.35,5.69,2.41
343,1.96,5.86,1.71
344,1.58,4.42,1.94
345,1.76,4.71,1.69
346,1.18,3.11,1.17
347,1.06,4.59,1.67
348,0.98,3.91,1.31
349,0.98,1.56,1.58
350,0.58,2.75,1.44
351,4.42,2.84,2.28
352,3.61,4.05,2.36
353,4.61,5.22,2.01
354,3.19,5.55,1.82
355,2.39,3.77,2.91
356,3.67,5.72,2.19
357,3.07,3.89,3.3
358,2.56,4.71,2.46
359,2.86,5.92,2.16
360,2.87,5.14,1.97
361,2.81,4.99,2.69
362,2.24,4.97,1.35
363,3.23,3.92,2.8
364,2.73,5.9,2.05
365,2.29,4.89,1.8
366,1.79,4.52,2.1
367,1.9,5.98,1.92
368,0.95,3.93,1.89
369,1.51,4.89,2.09
370,1.68,5.51,1.6
371,1.55,4.09,2.08
372,1.15,3.3,1.07
373,1.03,2.92,0.98
374,0.58,2.17,1.23
375,0.45,2.53,1.03
376,2.9,2.93,2.28
377,1.33,4.06,1.62
378,3.14,3.37,2.36
379,3.91,4.85,2.72
380,2.36,4.06,2.33
381,2.3,4.99,2.17
382,3.33,6.26,2.37
383,2.81,5.36,3.48
384,2.06,5.26,2.34
385,3.74,5.18,2.43
386,1.84,5.06,2.82
387,2.62,3.52,2.67
388,2.52,5.12,2.43
389,3.08,7.42,2.88
390,2.02,3.65,2.14
391,2.13,2.69,2.7
392,0.98,5.82,2.24
393,1.47,4.18,2.36
394,1.52,5.08,2.03
395,1.09,2.73,1.88
396,1.11,2.31,1.36
397,0.57,2.74,1.12
398,0.93,1.53,1.42
399,0.67,2.58,1.3
400,0.41,2.07,1.32
401,2.97,3.08,1.89
402,3.78,3.89,1.82
403,2.46,5.69,1.51
404,3.95,4.62,2.84
405,4.05,5.22,2.86
406,2.83,4.44,2.54
407,2.95,5.98,2.86
408,2.33,5.2,1.79
409,2.86,5.07,2.62
410,2.73,6.35,3.2
411,1.79,6.13,3.32
412,2.16,4.83,3.37
413,1.6,3.96,2.48
414,2.18,4.35,2.44
415,1.95,5.49,1.86
416,2.41,3.95,3.24
417,1.75,4.73,2.42
418,1.24,3.4,2.16
419,1.33,4.71,1.85
420,1.73,5.13,1.77
421,0.98,4.22,1.83
422,0.99,3.66,1.84
423,0.6,2.16,1.16
424,0.51,2.91,0.8
425,0.45,2.65,1.02
426,2.39,2.83,2.34
427,2.51,4.32,2.0
428,3.33,3.95,2.31
429,3.68,4.36,2.65
430,2.92,4.56,2.59
431,2.79,3.23,2.97
432,3.5,2.09,2.67
433,2.47,5.4,2.8
434,3.01,4.95,2.4
435,2.89,4.83,3.48
436,2.24,4.13,2.86
437,2.2,4.03,3.4
438,1.93,4.44,2.81
439,2.16,6.3,2.63
440,2.07,4.52,2.59
441,2.17,4.95,1.89
442,1.86,4.56,1.61
443,1.27,3.33,2.47
444,1.22,3.89,1.51
445,1.0,3.07,1.82
446,0.74,2.95,1.68
447,0.85,3.07,1.52
448,0.46,3.23,1.47
449,0.39,2.31,0.9
450,0.24,2.13,0.98
451,2.08,2.97,2.36
452,1.87,3.56,2.49
453,2.34,3.8,2.56
454,2.25,3.6,2.18
455,1.88,3.57,2.35
456,2.52,4.23,3.11
457,3.52,5.18,3.53
458,1.98,3.05,3.52
459,2.13,2.95,3.53
460,1.89,4.83,3.83
461,1.22,4.98,3.48
462,1.66,3.96,3.21
463,2.28,3.6,3.12
464,1.37,5.22,1.65
465,1.77,4.82,3.61
466,1.59,5.45,2.94
467,1.44,3.7,2.05
468,0.97,4.21,2.09
469,1.71,3.08,2.18
470,0.98,2.48,1.29
471,0.86,2.14,1.39
472,0.73,2.38,1.88
473,0.53,1.66,1.44
474,0.31,2.85,1.23
475,0.11,1.61,1.05
476,2.41,2.6,1.5
477,2.39,2.55,1.8
478,3.09,4.14,2.09
479,2.64,2.23,2.66
480,1.97,4.37,1.92
481,3.16,2.77,3.46
482,1.86,3.99,3.19
483,2.05,3.26,2.34
484,1.92,3.5,4.18
485,2.59,2.5,3.4
486,2.25,4.75,4.02
487,3.0,5.03,3.64
488,1.7,6.26,1.72
489,1.19,3.38,2.47
490,1.53,4.14,2.82
491,1.64,2.95,2.28
492,1.75,3.74,1.54
493,0.87,4.29,1.89
494,0.65,3.08,2.23
495,0.71,3.12,1.61
496,0.72,2.34,1.64
497,0.53,2.5,1.99
498,0.42,2.31,1.53
499,0.17,1.68,1.01
500,0.0,1.55,1.52
