id,m_cf1,m_cf2,m_cf3
186,3.67,7.15,2.36
187,3.47,7.05,2.45
188,3.26,6.83,2.52
189,3.06,6.53,2.57
190,2.86,6.21,2.59
191,2.66,5.88,2.57
192,2.46,5.54,2.52
193,2.25,5.2,2.45
194,2.05,4.86,2.36
195,1.85,4.52,2.25
196,1.65,4.18,2.14
197,1.45,3.84,2.02
198,1.25,3.51,1.9
199,1.05,3.18,1.77
200,0.85,2.84,1.65
201,4.83,5.4,1.23
202,4.85,5.72,1.32
203,4.83,6.02,1.39
204,4.75,6.29,1.46
205,4.63,6.53,1.58
206,4.49,6.7,1.7
207,4.33,6.76,1.81
208,4.15,6.7,1.93
209,3.97,7.05,2.04
210,3.78,7.38,2.14
211,3.59,7.55,2.23
212,3.4,7.38,2.31
213,3.2,7.05,2.37
214,3.0,6.7,2.41
215,2.81,6.34,2.42
216,2.61,5.98,2.41
217,2.41,5.62,2.37
218,2.21,5.27,2.31
219,2.01,4.92,2.23
220,1.81,4.58,2.14
221,1.61,4.23,2.04
222,1.42,3.89,1.93
223,1.22,3.55,1.81
224,1.02,3.21,1.7
225,0.82,2.88,1.58
226,4.61,5.22,1.34
227,4.63,5.51,1.42
228,4.61,5.78,1.5
229,4.55,6.02,1.58
230,4.45,6.21,1.65
231,4.33,6.34,1.7
232,4.18,6.38,1.75
233,4.02,6.76,1.83
234,3.85,7.15,1.93
235,3.68,7.55,2.02
236,3.5,8.0,2.1
237,3.31,7.55,2.17
238,3.12,7.15,2.22
239,2.93,6.76,2.25
240,2.74,6.38,2.26
241,2.54,6.02,2.25
242,2.35,5.65,2.22
243,2.15,5.3,2.17
244,1.96,4.94,2.1
245,1.76,4.6,2.02
246,1.57,4.25,1.93
247,1.37,3.91,1.83
248,1.18,3.57,1.72
249,0.98,3.23,1.62
250,0.78,2.89,1.5
251,4.4,5.01,1.43
252,4.41,5.27,1.53
253,4.4,5.51,1.62
254,4.34,5.72,1.7
255,4.26,5.88,1.77
256,4.15,5.98,1.84
257,4.02,6.34,1.89
258,3.88,6.7,1.93
259,3.72,7.05,1.95
260,3.56,7.38,1.96
261,3.39,7.55,1.97
262,3.21,7.38,2.03
263,3.03,7.05,2.07
264,2.84,6.7,2.1
265,2.66,6.34,2.11
266,2.47,5.98,2.1
267,2.28,5.62,2.07
268,2.09,5.27,2.03
269,1.9,4.92,1.97
270,1.7,4.58,1.9
271,1.51,4.23,1.81
272,1.32,3.89,1.72
273,1.12,3.55,1.63
274,0.93,3.21,1.53
275,0.74,2.88,1.42
276,4.18,4.78,1.53
277,4.2,5.01,1.63
278,4.18,5.22,1.72
279,4.14,5.4,1.81
280,4.06,5.54,1.9
281,3.97,5.88,1.97
282,3.85,6.21,2.03
283,3.72,6.53,2.07
284,3.58,6.83,2.1
285,3.43,7.05,2.11
286,3.26,7.15,2.1
287,3.1,7.05,2.07
288,2.92,6.83,2.03
289,2.75,6.53,1.97
290,2.56,6.21,1.96
291,2.38,5.88,1.95
292,2.2,5.54,1.93
293,2.01,5.2,1.89
294,1.82,4.86,1.84
295,1.64,4.52,1.77
296,1.45,4.18,1.7
297,1.26,3.84,1.62
298,1.06,3.51,1.53
299,0.87,3.18,1.43
300,0.68,2.84,1.34
301,3.97,4.52,1.62
302,3.98,4.73,1.72
303,3.97,4.92,1.83
304,3.93,5.08,1.93
305,3.87,5.4,2.02
306,3.78,5.72,2.1
307,3.68,6.02,2.17
308,3.56,6.29,2.22
309,3.43,6.53,2.25
310,3.28,6.7,2.26
311,3.13,6.76,2.25
312,2.97,6.7,2.22
313,2.81,6.53,2.17
314,2.64,6.29,2.1
315,2.46,6.02,2.02
316,2.29,5.72,1.93
317,2.11,5.4,1.83
318,1.92,5.08,1.75
319,1.74,4.75,1.7
320,1.56,4.43,1.65
321,1.37,4.1,1.58
322,1.18,3.77,1.5
323,1.0,3.44,1.42
324,0.81,3.11,1.34
325,0.62,2.78,1.24
326,3.76,4.25,1.7
327,3.77,4.45,1.81
328,3.76,4.62,1.93
329,3.72,4.92,2.04
330,3.67,5.22,2.14
331,3.59,5.51,2.23
332,3.5,5.78,2.31
333,3.39,6.02,2.37
334,3.26,6.21,2.41
335,3.13,6.34,2.42
336,2.99,6.38,2.41
337,2.84,6.34,2.37
338,2.68,6.21,2.31
339,2.52,6.02,2.23
340,2.35,5.78,2.14
341,2.18,5.51,2.04
342,2.01,5.22,1.93
343,1.83,4.92,1.81
344,1.65,4.62,1.7
345,1.47,4.3,1.58
346,1.29,3.99,1.46
347,1.11,3.67,1.39
348,0.92,3.35,1.32
349,0.74,3.02,1.23
350,0.55,2.7,1.15
351,3.55,3.97,1.77
352,3.56,4.15,1.9
353,3.55,4.45,2.02
354,3.52,4.73,2.14
355,3.47,5.01,2.25
356,3.4,5.27,2.36
357,3.31,5.51,2.45
358,3.21,5.72,2.52
359,3.1,5.88,2.57
360,2.97,5.98,2.59
361,2.84,6.02,2.57
362,2.69,5.98,2.52
363,2.54,5.88,2.45
364,2.39,5.72,2.36
365,2.23,5.51,2.25
366,2.06,5.27,2.14
367,1.9,5.01,2.02
368,1.73,4.73,1.9
369,1.55,4.45,1.77
370,1.38,4.15,1.65
371,1.2,3.84,1.52
372,1.02,3.54,1.4
373,0.84,3.23,1.27
374,0.66,2.91,1.15
375,0.47,2.6,1.05
376,3.34,3.68,1.84
377,3.35,3.97,1.97
378,3.34,4.25,2.1
379,3.31,4.52,2.23
380,3.26,4.78,2.36
381,3.2,5.01,2.48
382,3.12,5.22,2.59
383,3.03,5.4,2.68
384,2.92,5.54,2.74
385,2.81,5.62,2.76
386,2.68,5.65,2.74
387,2.54,5.62,2.68
388,2.4,5.54,2.59
389,2.25,5.4,2.48
390,2.1,5.22,2.36
391,1.94,5.01,2.23
392,1.78,4.78,2.1
393,1.61,4.52,1.97
394,1.45,4.25,1.84
395,1.27,3.97,1.7
396,1.1,3.68,1.57
397,0.93,3.39,1.44
398,0.75,3.09,1.32
399,0.57,2.78,1.19
400,0.39,2.48,1.06
401,3.13,3.5,1.89
402,3.14,3.77,2.03
403,3.13,4.03,2.17
404,3.1,4.28,2.31
405,3.06,4.52,2.45
406,3.0,4.73,2.59
407,2.93,4.92,2.72
408,2.84,5.08,2.83
409,2.75,5.2,2.92
410,2.64,5.27,2.95
411,2.52,5.3,2.92
412,2.39,5.27,2.83
413,2.25,5.2,2.72
414,2.11,5.08,2.59
415,1.96,4.92,2.45
416,1.81,4.73,2.31
417,1.66,4.52,2.17
418,1.5,4.28,2.03
419,1.33,4.03,1.89
420,1.17,3.77,1.75
421,1.0,3.5,1.62
422,0.83,3.21,1.48
423,0.65,2.93,1.35
424,0.48,2.63,1.22
425,0.3,2.34,1.09
426,2.92,3.29,1.93
427,2.93,3.55,2.07
428,2.92,3.8,2.22
429,2.9,4.03,2.37
430,2.86,4.25,2.52
431,2.81,4.45,2.68
432,2.74,4.62,2.83
433,2.66,4.75,2.98
434,2.56,4.86,3.1
435,2.46,4.92,3.15
436,2.35,4.94,3.1
437,2.23,4.92,2.98
438,2.1,4.86,2.83
439,1.96,4.75,2.68
440,1.82,4.62,2.52
441,1.68,4.45,2.37
442,1.53,4.25,2.22
443,1.37,4.03,2.07
444,1.21,3.8,1.93
445,1.05,3.55,1.79
446,0.89,3.29,1.65
447,0.72,3.02,1.51
448,0.55,2.75,1.38
449,0.38,2.47,1.24
450,0.21,2.18,1.11
451,2.72,3.07,1.95
452,2.72,3.32,2.1
453,2.72,3.55,2.25
454,2.69,3.77,2.41
455,2.66,3.97,2.57
456,2.61,4.15,2.74
457,2.54,4.3,2.92
458,2.47,4.43,3.1
459,2.38,4.52,3.28
460,2.29,4.58,3.37
461,2.18,4.6,3.28
462,2.06,4.58,3.1
463,1.94,4.52,2.92
464,1.81,4.43,2.74
465,1.68,4.3,2.57
466,1.54,4.15,2.41
467,1.39,3.97,2.25
468,1.24,3.77,2.1
469,1.09,3.55,1.95
470,0.93,3.32,1.81
471,0.77,3.07,1.67
472,0.61,2.82,1.53
473,0.44,2.56,1.39
474,0.28,2.29,1.26
475,0.11,2.01,1.13
476,2.51,2.84,1.96
477,2.52,3.07,2.11
478,2.51,3.29,2.26
479,2.49,3.5,2.42
480,2.46,3.68,2.59
481,2.41,3.84,2.76
482,2.35,3.99,2.95
483,2.28,4.1,3.15
484,2.2,4.18,3.37
485,2.11,4.23,3.7
486,2.01,4.25,3.37
487,1.9,4.23,3.15
488,1.78,4.18,2.95
489,1.66,4.1,2.76
490,1.53,3.99,2.59
491,1.39,3.84,2.42
492,1.25,3.68,2.26
493,1.11,3.5,2.11
494,0.96,3.29,1.96
495,0.8,3.07,1.81
496,0.65,2.84,1.67
497,0.49,2.6,1.53
498,0.33,2.35,1.4
499,0.17,2.09,1.26
500,-0.0,1.82,1.13
