id,cf1,cf2,cf3
287,2.34,2.06,1.44
288,2.65,2.51,1.6
289,1.63,2.25,1.19
290,2.05,1.58,1.03
291,2.59,2.79,0.88
292,1.99,2.72,0.92
293,1.41,3.33,1.02
294,1.33,4.13,1.63
295,1.16,4.29,1.49
296,1.14,4.33,1.12
297,0.84,3.88,0.9
298,0.47,4.06,0.86
299,0.51,2.61,0.91
300,0.57,2.29,0.99
301,0.32,0.48,1.46
302,1.03,0.59,1.38
303,1.18,0.7,1.41
304,1.06,0.9,1.23
305,1.22,0.95,1.17
306,1.18,1.35,1.52
307,1.72,0.97,1.6
308,1.93,1.72,1.2
309,2.22,1.51,1.22
310,2.2,1.51,0.85
311,2.0,1.72,1.22
312,1.65,2.27,0.81
313,2.49,2.37,1.29
314,1.83,2.32,1.62
315,1.62,3.12,1.11
316,1.73,2.8,0.95
317,1.13,1.56,1.73
318,1.22,3.74,0.96
319,1.04,2.19,1.2
320,1.28,2.55,1.06
321,0.6,4.59,1.16
322,0.64,4.02,0.89
323,0.76,2.55,0.64
324,0.46,3.28,0.72
325,0.38,3.11,0.86
326,0.91,0.45,0.97
327,0.77,0.78,0.89
328,1.1,0.73,1.1
329,1.36,0.75,1.56
330,0.86,1.17,0.92
331,1.32,1.09,1.23
332,1.82,1.81,1.36
333,1.82,2.05,0.98
334,2.15,1.57,1.21
335,2.34,1.79,1.42
336,1.77,1.68,1.11
337,1.69,2.31,0.57
338,2.16,2.73,0.94
339,1.58,3.28,1.07
340,1.28,2.47,0.63
341,1.99,3.29,1.3
342,1.09,2.12,1.16
343,1.48,2.85,1.13
344,1.05,3.13,1.1
345,1.3,3.15,1.37
346,1.1,3.58,1.0
347,0.87,2.92,1.15
348,0.87,2.58,0.87
349,0.71,4.15,0.72
350,0.46,3.51,0.95
351,0.97,0.48,0.66
352,0.68,0.63,0.94
353,1.35,0.78,0.76
354,1.34,0.86,1.27
355,0.95,0.98,0.65
356,1.14,1.13,0.79
357,1.41,1.24,0.91
358,0.84,1.74,0.83
359,1.51,2.31,0.91
360,2.35,1.17,1.43
361,1.27,2.27,1.06
362,2.23,2.36,0.67
363,1.86,2.05,0.72
364,0.9,3.67,0.85
365,1.09,2.91,0.76
366,1.78,2.16,0.92
367,1.21,2.71,1.17
368,1.2,1.73,0.96
369,1.28,3.77,0.78
370,1.05,2.5,0.76
371,0.82,4.2,0.95
372,0.6,2.57,0.8
373,0.45,2.76,0.54
374,0.54,3.4,0.67
375,0.41,3.3,0.79
376,0.58,0.58,0.87
377,0.82,0.74,0.95
378,0.79,1.03,0.75
379,1.0,0.88,0.73
380,1.04,0.81,0.98
381,1.31,1.0,0.86
382,1.33,1.87,0.99
383,1.54,1.51,0.71
384,1.51,1.34,0.8
385,1.24,1.2,0.63
386,1.62,1.84,0.41
387,1.54,1.93,0.99
388,1.22,2.58,0.9
389,1.56,2.85,0.9
390,1.67,2.23,1.01
391,1.36,2.4,0.89
392,1.05,2.39,0.99
393,1.08,2.34,1.2
394,0.84,2.5,0.52
395,1.01,3.3,0.87
396,0.56,2.98,0.8
397,0.97,3.39,0.72
398,0.74,1.75,0.7
399,0.47,3.09,0.62
400,0.41,3.6,0.7
401,0.65,0.4,0.69
402,0.82,0.57,0.94
403,0.63,0.81,0.97
404,0.89,1.11,0.72
405,0.93,0.75,0.61
406,1.24,1.18,0.99
407,1.04,1.1,0.81
408,1.0,1.32,0.88
409,1.92,1.89,1.03
410,1.4,1.16,0.84
411,1.82,2.38,0.75
412,1.02,2.08,0.65
413,1.53,2.33,0.79
414,1.81,1.85,0.59
415,1.15,2.39,0.85
416,1.37,1.9,0.89
417,1.08,3.24,0.71
418,0.91,2.83,0.73
419,0.99,2.7,0.76
420,0.69,3.28,0.68
421,0.96,2.28,0.82
422,0.59,3.4,0.63
423,0.52,3.44,0.62
424,0.29,3.53,0.67
425,0.34,2.26,0.39
426,0.69,0.35,0.69
427,0.76,0.63,0.51
428,0.91,0.7,0.81
429,1.0,1.09,0.66
430,0.82,0.74,0.75
431,1.0,1.74,0.6
432,1.06,1.09,0.66
433,1.29,1.66,0.62
434,1.25,1.8,0.67
435,1.23,1.36,0.84
436,0.99,2.18,0.46
437,1.08,2.04,0.84
438,0.91,1.99,0.64
439,1.31,1.64,0.88
440,0.71,2.64,0.75
441,1.36,2.58,0.85
442,0.78,2.42,0.88
443,1.1,2.51,0.83
444,0.5,2.39,0.58
445,0.76,3.2,0.83
446,0.62,3.14,0.29
447,0.82,2.71,0.66
448,0.21,2.49,0.52
449,0.13,2.09,0.58
450,0.2,3.07,0.59
451,0.39,0.37,0.61
452,0.57,0.33,0.59
453,0.55,0.79,0.63
454,0.76,0.75,0.57
455,0.8,0.82,0.61
456,0.78,1.04,0.64
457,1.01,0.83,0.81
458,0.93,1.11,0.71
459,0.89,1.3,0.72
460,1.01,1.57,0.39
461,1.54,1.48,0.5
462,1.0,1.37,0.62
463,0.93,2.68,0.78
464,1.02,2.22,0.69
465,0.84,1.64,0.67
466,1.11,1.54,0.85
467,1.05,2.05,0.8
468,0.87,2.95,0.75
469,0.76,1.85,0.64
470,0.6,1.99,0.59
471,0.61,2.75,0.44
472,0.46,3.05,0.52
473,0.43,3.0,0.66
474,0.26,2.04,0.35
475,0.24,2.52,0.37
476,0.42,0.34,0.57
477,0.63,0.57,0.6
478,0.6,0.6,0.6
479,0.56,0.76,0.46
480,0.61,0.79,0.69
481,0.82,1.09,0.56
482,0.72,1.06,0.46
483,0.59,1.63,0.56
484,1.03,1.45,0.62
485,1.38,1.54,0.6
486,1.07,2.21,0.59
487,1.36,2.14,0.61
488,1.02,2.01,0.82
489,1.14,1.95,0.36
490,0.72,2.55,0.68
491,1.13,2.38,0.45
492,0.65,2.76,0.61
493,0.77,2.17,0.53
494,0.72,2.13,0.38
495,0.64,2.24,0.57
496,0.36,2.63,0.47
497,0.57,2.17,0.41
498,0.32,3.0,0.39
499,0.22,2.51,0.36
500,0.19,2.03,0.35
