id,xloc,yloc,cost,is_locked_out,epicentre
59,-32.57,-3.94,9.0,0.0,0.0
60,-32.56,-3.94,5.0,0.0,0.0
61,-32.55,-3.94,10.0,0.0,2.0
62,-32.54,-3.94,1.0,0.0,0.0
63,-32.53,-3.94,5.0,0.0,0.0
64,-32.52,-3.94,4.0,0.0,0.0
65,-32.51,-3.94,10.0,0.0,0.0
66,-32.5,-3.94,4.0,0.0,0.0
67,-32.49,-3.94,5.0,0.0,0.0
68,-32.48,-3.94,1.0,0.0,0.0
69,-32.47,-3.94,10.0,0.0,0.0
70,-32.46,-3.94,1.0,0.0,0.0
71,-32.45,-3.94,6.0,0.0,0.0
72,-32.44,-3.94,8.0,0.0,0.0
73,-32.43,-3.94,5.0,0.0,0.0
74,-32.42,-3.94,8.0,0.0,0.0
75,-32.41,-3.94,10.0,0.0,0.0
76,-32.4,-3.94,8.0,0.0,0.0
77,-32.39,-3.94,6.0,0.0,0.0
78,-32.38,-3.94,2.0,0.0,0.0
79,-32.37,-3.94,1.0,0.0,0.0
80,-32.36,-3.94,7.0,0.0,0.0
81,-32.35,-3.94,5.0,0.0,0.0
82,-32.34,-3.94,4.0,0.0,0.0
83,-32.33,-3.94,5.0,0.0,0.0
84,-32.32,-3.94,9.0,0.0,0.0
85,-32.31,-3.94,1.0,0.0,0.0
86,-32.3,-3.94,3.0,0.0,0.0
87,-32.29,-3.94,3.0,0.0,0.0
88,-32.28,-3.94,6.0,0.0,0.0
89,-32.27,-3.94,8.0,0.0,0.0
90,-32.26,-3.94,8.0,0.0,0.0
91,-32.25,-3.94,1.0,0.0,0.0
92,-32.24,-3.94,1.0,0.0,0.0
93,-32.23,-3.94,7.0,0.0,0.0
94,-32.22,-3.94,2.0,0.0,3.0
95,-32.21,-3.94,1.0,0.0,0.0
96,-32.2,-3.94,5.0,0.0,0.0
97,-32.19,-3.94,4.0,0.0,4.0
98,-32.18,-3.94,3.0,0.0,0.0
99,-32.17,-3.94,5.0,0.0,0.0
100,-32.16,-3.94,3.0,0.0,0.0
101,-32.65,-3.93,9.0,0.0,0.0
102,-32.64,-3.93,4.0,0.0,0.0
103,-32.63,-3.93,2.0,0.0,0.0
104,-32.62,-3.93,5.0,0.0,0.0
105,-32.61,-3.93,9.0,0.0,0.0
106,-32.6,-3.93,10.0,0.0,0.0
107,-32.59,-3.93,7.0,0.0,0.0
108,-32.58,-3.93,5.0,0.0,0.0
109,-32.57,-3.93,6.0,0.0,0.0
110,-32.56,-3.93,9.0,0.0,0.0
111,-32.55,-3.93,10.0,0.0,0.0
112,-32.54,-3.93,9.0,0.0,0.0
113,-32.53,-3.93,1.0,0.0,0.0
114,-32.52,-3.93,8.0,0.0,0.0
115,-32.51,-3.93,10.0,0.0,0.0
116,-32.5,-3.93,4.0,0.0,0.0
117,-32.49,-3.93,10.0,0.0,0.0
118,-32.48,-3.93,10.0,0.0,0.0
119,-32.47,-3.93,3.0,0.0,0.0
120,-32.46,-3.93,10.0,0.0,0.0
121,-32.45,-3.93,1.0,0.0,0.0
122,-32.44,-3.93,6.0,0.0,0.0
123,-32.43,-3.93,7.0,0.0,0.0
124,-32.42,-3.93,1.0,0.0,0.0
125,-32.41,-3.93,1.0,0.0,0.0
126,-32.4,-3.93,4.0,0.0,0.0
127,-32.39,-3.93,9.0,0.0,0.0
128,-32.38,-3.93,6.0,0.0,0.0
129,-32.37,-3.93,7.0,0.0,0.0
130,-32.36,-3.93,8.0,0.0,0.0
131,-32.35,-3.93,4.0,0.0,0.0
132,-32.34,-3.93,3.0,0.0,0.0
133,-32.33,-3.93,5.0,0.0,0.0
134,-32.32,-3.93,2.0,0.0,0.0
135,-32.31,-3.93,4.0,0.0,0.0
136,-32.3,-3.93,7.0,0.0,0.0
137,-32.29,-3.93,8.0,0.0,0.0
138,-32.28,-3.93,7.0,0.0,0.0
139,-32.27,-3.93,5.0,0.0,0.0
140,-32.26,-3.93,3.0,0.0,0.0
141,-32.25,-3.93,6.0,0.0,0.0
142,-32.24,-3.93,5.0,0.0,0.0
143,-32.23,-3.93,6.0,0.0,0.0
144,-32.22,-3.93,1.0,0.0,0.0
145,-32.21,-3.93,9.0,0.0,0.0
146,-32.2,-3.93,6.0,0.0,0.0
147,-32.19,-3.93,8.0,0.0,0.0
148,-32.18,-3.93,4.0,0.0,0.0
149,-32.17,-3.93,2.0,0.0,0.0
150,-32.16,-3.93,2.0,0.0,0.0
151,-32.65,-3.92,1.0,0.0,0.0
152,-32.64,-3.92,8.0,0.0,0.0
153,-32.63,-3.92,8.0,0.0,0.0
154,-32.62,-3.92,7.0,0.0,0.0
155,-32.61,-3.92,1.0,0.0,0.0
156,-32.6,-3.92,9.0,0.0,0.0
157,-32.59,-3.92,7.0,0.0,0.0
158,-32.58,-3.92,2.0,0.0,0.0
159,-32.57,-3.92,4.0,0.0,0.0
160,-32.56,-3.92,9.0,0.0,0.0
161,-32.55,-3.92,9.0,0.0,0.0
162,-32.54,-3.92,5.0,0.0,0.0
163,-32.53,-3.92,7.0,0.0,0.0
164,-32.52,-3.92,6.0,0.0,0.0
165,-32.51,-3.92,4.0,0.0,0.0
166,-32.5,-3.92,3.0,0.0,0.0
167,-32.49,-3.92,4.0,0.0,0.0
168,-32.48,-3.92,9.0,0.0,0.0
169,-32.47,-3.92,5.0,0.0,0.0
170,-32.46,-3.92,7.0,0.0,0.0
171,-32.45,-3.92,5.0,0.0,0.0
172,-32.44,-3.92,1.0,0.0,0.0
173,-32.43,-3.92,9.0,0.0,0.0
174,-32.42,-3.92,5.0,0.0,0.0
175,-32.41,-3.92,5.0,0.0,0.0
176,-32.4,-3.92,2.0,0.0,0.0
177,-32.39,-3.92,10.0,0.0,0.0
178,-32.38,-3.92,2.0,0.0,0.0
179,-32.37,-3.92,1.0,0.0,0.0
180,-32.36,-3.92,3.0,0.0,0.0
181,-32.35,-3.92,10.0,0.0,0.0
182,-32.34,-3.92,6.0,0.0,0.0
183,-32.33,-3.92,3.0,0.0,0.0
184,-32.32,-3.92,10.0,0.0,0.0
185,-32.31,-3.92,9.0,0.0,0.0
186,-32.3,-3.92,2.0,0.0,0.0
187,-32.29,-3.92,2.0,0.0,0.0
188,-32.28,-3.92,7.0,0.0,0.0
189,-32.27,-3.92,6.0,0.0,0.0
190,-32.26,-3.92,8.0,0.0,0.0
191,-32.25,-3.92,1.0,0.0,0.0
192,-32.24,-3.92,5.0,0.0,0.0
193,-32.23,-3.92,5.0,0.0,0.0
194,-32.22,-3.92,7.0,0.0,0.0
195,-32.21,-3.92,3.0,0.0,0.0
196,-32.2,-3.92,7.0,0.0,0.0
197,-32.19,-3.92,4.0,0.0,0.0
198,-32.18,-3.92,10.0,0.0,0.0
199,-32.17,-3.92,9.0,0.0,0.0
200,-32.16,-3.92,2.0,0.0,0.0
201,-32.65,-3.91,8.0,0.0,0.0
202,-32.64,-3.91,9.0,0.0,0.0
203,-32.63,-3.91,6.0,0.0,0.0
204,-32.62,-3.91,9.0,0.0,0.0
205,-32.61,-3.91,3.0,0.0,0.0
206,-32.6,-3.91,7.0,0.0,0.0
207,-32.59,-3.91,9.0,0.0,0.0
208,-32.58,-3.91,3.0,0.0,0.0
209,-32.57,-3.91,7.0,0.0,0.0
210,-32.56,-3.91,10.0,0.0,0.0
211,-32.55,-3.91,7.0,0.0,0.0
212,-32.54,-3.91,2.0,0.0,0.0
213,-32.53,-3.91,7.0,0.0,0.0
214,-32.52,-3.91,10.0,0.0,0.0
215,-32.51,-3.91,10.0,0.0,0.0
216,-32.5,-3.91,2.0,0.0,0.0
217,-32.49,-3.91,8.0,0.0,0.0
218,-32.48,-3.91,2.0,0.0,0.0
219,-32.47,-3.91,4.0,0.0,0.0
220,-32.46,-3.91,9.0,0.0,0.0
221,-32.45,-3.91,6.0,0.0,0.0
222,-32.44,-3.91,7.0,0.0,0.0
223,-32.43,-3.91,1.0,0.0,0.0
224,-32.42,-3.91,5.0,0.0,0.0
225,-32.41,-3.91,10.0,0.0,0.0
226,-32.4,-3.91,8.0,0.0,0.0
227,-32.39,-3.91,3.0,0.0,0.0
228,-32.38,-3.91,8.0,0.0,0.0
229,-32.37,-3.91,2.0,0.0,0.0
230,-32.36,-3.91,7.0,0.0,0.0
231,-32.35,-3.91,7.0,0.0,0.0
232,-32.34,-3.91,1.0,0.0,0.0
233,-32.33,-3.91,4.0,0.0,0.0
234,-32.32,-3.91,7.0,0.0,0.0
235,-32.31,-3.91,5.0,0.0,0.0
236,-32.3,-3.91,3.0,0.0,0.0
237,-32.29,-3.91,6.0,0.0,0.0
238,-32.28,-3.91,6.0,0.0,0.0
239,-32.27,-3.91,1.0,0.0,0.0
240,-32.26,-3.91,3.0,0.0,0.0
241,-32.25,-3.91,4.0,0.0,0.0
242,-32.24,-3.91,6.0,0.0,0.0
243,-32.23,-3.91,3.0,0.0,0.0
244,-32.22,-3.91,4.0,0.0,0.0
245,-32.21,-3.91,10.0,0.0,0.0
246,-32.2,-3.91,6.0,0.0,0.0
247,-32.19,-3.91,9.0,0.0,0.0
248,-32.18,-3.91,10.0,0.0,0.0
249,-32.17,-3.91,9.0,0.0,0.0
250,-32.16,-3.91,9.0,0.0,0.0
251,-32.65,-3.9,4.0,0.0,0.0
252,-32.64,-3.9,6.0,0.0,0.0
253,-32.63,-3.9,8.0,0.0,0.0
254,-32.62,-3.9,3.0,0.0,0.0
255,-32.61,-3.9,10.0,0.0,0.0
256,-32.6,-3.9,8.0,0.0,0.0
257,-32.59,-3.9,4.0,0.0,0.0
258,-32.58,-3.9,3.0,0.0,0.0
259,-32.57,-3.9,2.0,0.0,0.0
260,-32.56,-3.9,10.0,0.0,0.0
261,-32.55,-3.9,2.0,0.0,0.0
262,-32.54,-3.9,10.0,0.0,0.0
263,-32.53,-3.9,6.0,0.0,0.0
264,-32.52,-3.9,2.0,0.0,0.0
265,-32.51,-3.9,7.0,0.0,0.0
266,-32.5,-3.9,1.0,0.0,0.0
267,-32.49,-3.9,1.0,0.0,0.0
268,-32.48,-3.9,9.0,0.0,0.0
269,-32.47,-3.9,6.0,0.0,0.0
270,-32.46,-3.9,4.0,0.0,0.0
271,-32.45,-3.9,5.0,0.0,0.0
272,-32.44,-3.9,7.0,0.0,0.0
273,-32.43,-3.9,7.0,0.0,0.0
274,-32.42,-3.9,3.0,0.0,0.0
275,-32.41,-3.9,3.0,0.0,0.0
276,-32.4,-3.9,10.0,0.0,0.0
277,-32.39,-3.9,7.0,0.0,0.0
278,-32.38,-3.9,4.0,0.0,0.0
279,-32.37,-3.9,3.0,0.0,0.0
280,-32.36,-3.9,4.0,0.0,0.0
281,-32.35,-3.9,5.0,0.0,0.0
282,-32.34,-3.9,7.0,0.0,0.0
283,-32.33,-3.9,3.0,0.0,0.0
284,-32.32,-3.9,3.0,0.0,0.0
285,-32.31,-3.9,3.0,0.0,0.0
286,-32.3,-3.9,2.0,0.0,0.0
287,-32.29,-3.9,4.0,0.0,0.0
288,-32.28,-3.9,10.0,0.0,0.0
289,-32.27,-3.9,6.0,0.0,0.0
290,-32.26,-3.9,7.0,0.0,0.0
291,-32.25,-3.9,8.0,0.0,0.0
292,-32.24,-3.9,4.0,0.0,0.0
293,-32.23,-3.9,7.0,0.0,0.0
294,-32.22,-3.9,5.0,0.0,0.0
295,-32.21,-3.9,3.0,0.0,0.0
296,-32.2,-3.9,3.0,0.0,0.0
297,-32.19,-3.9,6.0,0.0,0.0
298,-32.18,-3.9,6.0,0.0,0.0
299,-32.17,-3.9,4.0,0.0,0.0
300,-32.16,-3.9,1.0,0.0,0.0
301,-32.65,-3.89,9.0,0.0,0.0
302,-32.64,-3.89,3.0,0.0,0.0
303,-32.63,-3.89,3.0,0.0,0.0
304,-32.62,-3.89,3.0,0.0,0.0
305,-32.61,-3.89,8.0,0.0,0.0
306,-32.6,-3.89,2.0,0.0,0.0
307,-32.59,-3.89,4.0,0.0,0.0
308,-32.58,-3.89,2.0,0.0,0.0
309,-32.57,-3.89,10.0,0.0,0.0
310,-32.56,-3.89,7.0,0.0,0.0
311,-32.55,-3.89,6.0,0.0,0.0
312,-32.54,-3.89,10.0,0.0,0.0
313,-32.53,-3.89,1.0,0.0,0.0
314,-32.52,-3.89,7.0,0.0,0.0
315,-32.51,-3.89,8.0,0.0,0.0
316,-32.5,-3.89,4.0,0.0,0.0
317,-32.49,-3.89,5.0,0.0,0.0
318,-32.48,-3.89,2.0,0.0,0.0
319,-32.47,-3.89,2.0,0.0,0.0
320,-32.46,-3.89,3.0,0.0,0.0
321,-32.45,-3.89,5.0,0.0,0.0
322,-32.44,-3.89,4.0,0.0,0.0
323,-32.43,-3.89,1.0,0.0,0.0
324,-32.42,-3.89,8.0,0.0,0.0
325,-32.41,-3.89,1.0,0.0,0.0
326,-32.4,-3.89,9.0,0.0,0.0
327,-32.39,-3.89,5.0,0.0,0.0
328,-32.38,-3.89,5.0,0.0,0.0
329,-32.37,-3.89,8.0,0.0,0.0
330,-32.36,-3.89,2.0,0.0,0.0
331,-32.35,-3.89,2.0,0.0,0.0
332,-32.34,-3.89,9.0,0.0,0.0
333,-32.33,-3.89,1.0,0.0,0.0
334,-32.32,-3.89,1.0,0.0,0.0
335,-32.31,-3.89,8.0,0.0,0.0
336,-32.3,-3.89,1.0,0.0,5.0
337,-32.29,-3.89,6.0,0.0,0.0
338,-32.28,-3.89,1.0,0.0,0.0
339,-32.27,-3.89,4.0,0.0,0.0
340,-32.26,-3.89,2.0,0.0,0.0
341,-32.25,-3.89,9.0,0.0,0.0
342,-32.24,-3.89,8.0,0.0,0.0
343,-32.23,-3.89,9.0,0.0,0.0
344,-32.22,-3.89,5.0,0.0,0.0
345,-32.21,-3.89,9.0,0.0,0.0
346,-32.2,-3.89,6.0,0.0,0.0
347,-32.19,-3.89,5.0,0.0,0.0
348,-32.18,-3.89,8.0,0.0,0.0
349,-32.17,-3.89,10.0,0.0,0.0
350,-32.16,-3.89,9.0,0.0,0.0
351,-32.65,-3.88,6.0,0.0,0.0
352,-32.64,-3.88,6.0,0.0,0.0
353,-32.63,-3.88,5.0,0.0,0.0
354,-32.62,-3.88,9.0,0.0,0.0
355,-32.61,-3.88,8.0,0.0,0.0
356,-32.6,-3.88,2.0,0.0,0.0
357,-32.59,-3.88,7.0,0.0,0.0
358,-32.58,-3.88,2.0,0.0,6.0
359,-32.57,-3.88,8.0,0.0,0.0
360,-32.56,-3.88,10.0,0.0,0.0
361,-32.55,-3.88,6.0,0.0,0.0
362,-32.54,-3.88,9.0,0.0,0.0
363,-32.53,-3.88,3.0,0.0,0.0
364,-32.52,-3.88,7.0,0.0,0.0
365,-32.51,-3.88,10.0,0.0,0.0
366,-32.5,-3.88,4.0,0.0,0.0
367,-32.49,-3.88,2.0,0.0,0.0
368,-32.48,-3.88,10.0,0.0,0.0
369,-32.47,-3.88,9.0,0.0,0.0
370,-32.46,-3.88,6.0,0.0,0.0
371,-32.45,-3.88,7.0,0.0,0.0
372,-32.44,-3.88,2.0,0.0,0.0
373,-32.43,-3.88,8.0,0.0,0.0
374,-32.42,-3.88,8.0,0.0,0.0
375,-32.41,-3.88,9.0,0.0,0.0
376,-32.4,-3.88,5.0,0.0,0.0
377,-32.39,-3.88,8.0,0.0,0.0
378,-32.38,-3.88,4.0,0.0,0.0
379,-32.37,-3.88,1.0,0.0,0.0
380,-32.36,-3.88,5.0,0.0,0.0
381,-32.35,-3.88,10.0,0.0,0.0
382,-32.34,-3.88,8.0,0.0,0.0
383,-32.33,-3.88,3.0,0.0,0.0
384,-32.32,-3.88,2.0,0.0,0.0
385,-32.31,-3.88,1.0,0.0,0.0
386,-32.3,-3.88,2.0,0.0,0.0
387,-32.29,-3.88,8.0,0.0,0.0
388,-32.28,-3.88,6.0,0.0,0.0
389,-32.27,-3.88,1.0,0.0,0.0
390,-32.26,-3.88,1.0,0.0,0.0
391,-32.25,-3.88,1.0,0.0,0.0
392,-32.24,-3.88,10.0,0.0,0.0
393,-32.23,-3.88,7.0,0.0,0.0
394,-32.22,-3.88,5.0,0.0,0.0
395,-32.21,-3.88,6.0,0.0,0.0
396,-32.2,-3.88,10.0,0.0,0.0
397,-32.19,-3.88,5.0,0.0,0.0
398,-32.18,-3.88,9.0,0.0,0.0
399,-32.17,-3.88,6.0,0.0,0.0
400,-32.16,-3.88,8.0,0.0,0.0
401,-32.65,-3.87,7.0,0.0,0.0
402,-32.64,-3.87,4.0,0.0,0.0
403,-32.63,-3.87,1.0,0.0,0.0
404,-32.62,-3.87,9.0,0.0,0.0
405,-32.61,-3.87,1.0,0.0,0.0
406,-32.6,-3.87,10.0,0.0,0.0
407,-32.59,-3.87,9.0,0.0,0.0
408,-32.58,-3.87,6.0,0.0,0.0
409,-32.57,-3.87,5.0,0.0,0.0
410,-32.56,-3.87,4.0,0.0,0.0
411,-32.55,-3.87,6.0,0.0,0.0
412,-32.54,-3.87,8.0,0.0,0.0
413,-32.53,-3.87,5.0,0.0,0.0
414,-32.52,-3.87,10.0,0.0,0.0
415,-32.51,-3.87,8.0,0.0,0.0
416,-32.5,-3.87,10.0,0.0,0.0
417,-32.49,-3.87,5.0,0.0,0.0
418,-32.48,-3.87,6.0,0.0,0.0
419,-32.47,-3.87,5.0,0.0,0.0
420,-32.46,-3.87,9.0,0.0,0.0
421,-32.45,-3.87,2.0,0.0,0.0
422,-32.44,-3.87,8.0,0.0,0.0
423,-32.43,-3.87,5.0,0.0,0.0
424,-32.42,-3.87,5.0,0.0,0.0
425,-32.41,-3.87,3.0,0.0,0.0
426,-32.4,-3.87,10.0,0.0,0.0
427,-32.39,-3.87,9.0,0.0,0.0
428,-32.38,-3.87,6.0,0.0,0.0
429,-32.37,-3.87,10.0,0.0,0.0
430,-32.36,-3.87,3.0,0.0,0.0
431,-32.35,-3.87,3.0,0.0,0.0
432,-32.34,-3.87,1.0,0.0,0.0
433,-32.33,-3.87,7.0,0.0,0.0
434,-32.32,-3.87,5.0,0.0,0.0
435,-32.31,-3.87,6.0,0.0,0.0
436,-32.3,-3.87,8.0,0.0,0.0
437,-32.29,-3.87,7.0,0.0,0.0
438,-32.28,-3.87,2.0,0.0,0.0
439,-32.27,-3.87,5.0,0.0,0.0
440,-32.26,-3.87,5.0,0.0,0.0
441,-32.25,-3.87,4.0,0.0,0.0
442,-32.24,-3.87,1.0,0.0,0.0
443,-32.23,-3.87,3.0,0.0,0.0
444,-32.22,-3.87,3.0,0.0,0.0
445,-32.21,-3.87,6.0,0.0,0.0
446,-32.2,-3.87,1.0,0.0,0.0
447,-32.19,-3.87,5.0,0.0,0.0
448,-32.18,-3.87,2.0,0.0,0.0
449,-32.17,-3.87,3.0,0.0,0.0
450,-32.16,-3.87,6.0,0.0,0.0
451,-32.65,-3.86,7.0,0.0,0.0
452,-32.64,-3.86,7.0,0.0,0.0
453,-32.63,-3.86,8.0,0.0,0.0
454,-32.62,-3.86,9.0,0.0,0.0
455,-32.61,-3.86,3.0,0.0,0.0
456,-32.6,-3.86,3.0,0.0,0.0
457,-32.59,-3.86,9.0,0.0,0.0
458,-32.58,-3.86,1.0,0.0,0.0
459,-32.57,-3.86,5.0,0.0,0.0
460,-32.56,-3.86,9.0,0.0,0.0
461,-32.55,-3.86,9.0,0.0,0.0
462,-32.54,-3.86,4.0,0.0,0.0
463,-32.53,-3.86,2.0,0.0,0.0
464,-32.52,-3.86,5.0,0.0,0.0
465,-32.51,-3.86,5.0,0.0,0.0
466,-32.5,-3.86,5.0,0.0,0.0
467,-32.49,-3.86,5.0,0.0,0.0
468,-32.48,-3.86,7.0,0.0,0.0
469,-32.47,-3.86,9.0,0.0,0.0
470,-32.46,-3.86,7.0,0.0,0.0
471,-32.45,-3.86,3.0,0.0,0.0
472,-32.44,-3.86,3.0,0.0,0.0
473,-32.43,-3.86,1.0,0.0,0.0
474,-32.42,-3.86,4.0,0.0,0.0
475,-32.41,-3.86,7.0,0.0,0.0
476,-32.4,-3.86,8.0,0.0,0.0
477,-32.39,-3.86,6.0,0.0,0.0
478,-32.38,-3.86,1.0,0.0,0.0
479,-32.37,-3.86,9.0,0.0,0.0
480,-32.36,-3.86,4.0,0.0,0.0
481,-32.35,-3.86,2.0,0.0,0.0
482,-32.34,-3.86,7.0,0.0,0.0
483,-32.33,-3.86,6.0,0.0,0.0
484,-32.32,-3.86,10.0,0.0,0.0
485,-32.31,-3.86,6.0,0.0,0.0
486,-32.3,-3.86,8.0,0.0,0.0
487,-32.29,-3.86,7.0,0.0,0.0
488,-32.28,-3.86,8.0,0.0,0.0
489,-32.27,-3.86,3.0,0.0,0.0
490,-32.26,-3.86,6.0,0.0,0.0
491,-32.25,-3.86,9.0,0.0,0.0
492,-32.24,-3.86,7.0,0.0,0.0
493,-32.23,-3.86,8.0,0.0,0.0
494,-32.22,-3.86,8.0,0.0,0.0
495,-32.21,-3.86,7.0,0.0,0.0
496,-32.2,-3.86,9.0,0.0,0.0
497,-32.19,-3.86,5.0,0.0,0.0
498,-32.18,-3.86,9.0,0.0,0.0
499,-32.17,-3.86,3.0,0.0,0.0
500,-32.16,-3.86,5.0,0.0,0.0
501,-32.65,-3.85,8.0,0.0,0.0
502,-32.64,-3.85,6.0,0.0,0.0
503,-32.63,-3.85,4.0,0.0,0.0
504,-32.62,-3.85,8.0,0.0,0.0
505,-32.61,-3.85,1.0,0.0,0.0
506,-32.6,-3.85,4.0,0.0,5.0
507,-32.59,-3.85,7.0,0.0,0.0
508,-32.58,-3.85,3.0,0.0,0.0
509,-32.57,-3.85,1.0,0.0,0.0
510,-32.56,-3.85,7.0,0.0,0.0
511,-32.55,-3.85,4.0,0.0,0.0
512,-32.54,-3.85,6.0,0.0,0.0
513,-32.53,-3.85,5.0,0.0,0.0
514,-32.52,-3.85,1.0,0.0,0.0
515,-32.51,-3.85,2.0,0.0,0.0
516,-32.5,-3.85,9.0,0.0,0.0
517,-32.49,-3.85,10.0,0.0,0.0
518,-32.48,-3.85,2.0,0.0,0.0
519,-32.47,-3.85,6.0,0.0,0.0
520,-32.46,-3.85,7.0,0.0,0.0
521,-32.45,-3.85,10.0,0.0,0.0
522,-32.44,-3.85,6.0,0.0,0.0
523,-32.43,-3.85,2.0,0.0,0.0
524,-32.42,-3.85,10.0,0.0,0.0
525,-32.41,-3.85,6.0,0.0,0.0
526,-32.4,-3.85,9.0,0.0,0.0
527,-32.39,-3.85,1.0,0.0,0.0
528,-32.38,-3.85,4.0,0.0,0.0
529,-32.37,-3.85,1.0,0.0,0.0
530,-32.36,-3.85,10.0,0.0,0.0
531,-32.35,-3.85,4.0,0.0,0.0
532,-32.34,-3.85,6.0,0.0,0.0
533,-32.33,-3.85,3.0,0.0,0.0
534,-32.32,-3.85,10.0,0.0,0.0
535,-32.31,-3.85,10.0,0.0,0.0
536,-32.3,-3.85,8.0,0.0,0.0
537,-32.29,-3.85,5.0,0.0,0.0
538,-32.28,-3.85,8.0,0.0,0.0
539,-32.27,-3.85,10.0,0.0,0.0
540,-32.26,-3.85,6.0,0.0,0.0
541,-32.25,-3.85,5.0,0.0,0.0
542,-32.24,-3.85,1.0,0.0,0.0
543,-32.23,-3.85,6.0,0.0,0.0
544,-32.22,-3.85,2.0,0.0,0.0
545,-32.21,-3.85,6.0,0.0,0.0
546,-32.2,-3.85,3.0,0.0,0.0
547,-32.19,-3.85,9.0,0.0,0.0
548,-32.18,-3.85,6.0,0.0,0.0
549,-32.17,-3.85,6.0,0.0,0.0
550,-32.16,-3.85,3.0,0.0,0.0
551,-32.65,-3.84,4.0,0.0,0.0
552,-32.64,-3.84,8.0,0.0,0.0
553,-32.63,-3.84,7.0,0.0,0.0
554,-32.62,-3.84,10.0,0.0,0.0
555,-32.61,-3.84,5.0,0.0,0.0
556,-32.6,-3.84,8.0,0.0,0.0
557,-32.59,-3.84,8.0,0.0,0.0
558,-32.58,-3.84,9.0,0.0,0.0
559,-32.57,-3.84,5.0,0.0,0.0
560,-32.56,-3.84,7.0,0.0,0.0
561,-32.55,-3.84,1.0,0.0,0.0
562,-32.54,-3.84,10.0,0.0,0.0
563,-32.53,-3.84,1.0,0.0,0.0
564,-32.52,-3.84,6.0,0.0,0.0
565,-32.51,-3.84,2.0,0.0,0.0
566,-32.5,-3.84,10.0,0.0,0.0
567,-32.49,-3.84,5.0,0.0,0.0
568,-32.48,-3.84,2.0,0.0,0.0
569,-32.47,-3.84,9.0,0.0,0.0
570,-32.46,-3.84,2.0,0.0,0.0
571,-32.45,-3.84,10.0,0.0,0.0
572,-32.44,-3.84,4.0,0.0,0.0
573,-32.43,-3.84,5.0,0.0,0.0
574,-32.42,-3.84,5.0,0.0,0.0
575,-32.41,-3.84,1.0,0.0,0.0
576,-32.4,-3.84,9.0,0.0,0.0
577,-32.39,-3.84,1.0,0.0,0.0
578,-32.38,-3.84,2.0,0.0,0.0
579,-32.37,-3.84,10.0,0.0,0.0
580,-32.36,-3.84,9.0,0.0,0.0
581,-32.35,-3.84,3.0,0.0,0.0
