id1,id2,boundary
132,133,1.0
133,134,1.0
134,135,1.0
135,136,1.0
136,137,1.0
137,138,1.0
138,139,1.0
139,140,1.0
141,142,1.0
142,143,1.0
143,144,1.0
144,145,1.0
145,146,1.0
146,147,1.0
147,148,1.0
148,149,1.0
149,150,1.0
150,151,1.0
151,152,1.0
152,153,1.0
153,154,1.0
154,155,1.0
155,156,1.0
156,157,1.0
157,158,1.0
158,159,1.0
159,160,1.0
161,162,1.0
162,163,1.0
163,164,1.0
164,165,1.0
165,166,1.0
166,167,1.0
167,168,1.0
168,169,1.0
169,170,1.0
170,171,1.0
171,172,1.0
172,173,1.0
173,174,1.0
174,175,1.0
175,176,1.0
176,177,1.0
177,178,1.0
178,179,1.0
179,180,1.0
181,182,1.0
182,183,1.0
183,184,1.0
184,185,1.0
185,186,1.0
186,187,1.0
187,188,1.0
188,189,1.0
189,190,1.0
190,191,1.0
191,192,1.0
192,193,1.0
193,194,1.0
194,195,1.0
195,196,1.0
196,197,1.0
197,198,1.0
198,199,1.0
199,200,1.0
201,202,1.0
202,203,1.0
203,204,1.0
204,205,1.0
205,206,1.0
206,207,1.0
207,208,1.0
208,209,1.0
209,210,1.0
210,211,1.0
211,212,1.0
212,213,1.0
213,214,1.0
214,215,1.0
215,216,1.0
216,217,1.0
217,218,1.0
218,219,1.0
219,220,1.0
221,222,1.0
222,223,1.0
223,224,1.0
224,225,1.0
225,226,1.0
226,227,1.0
227,228,1.0
228,229,1.0
229,230,1.0
230,231,1.0
231,232,1.0
232,233,1.0
233,234,1.0
234,235,1.0
235,236,1.0
236,237,1.0
237,238,1.0
238,239,1.0
239,240,1.0
241,242,1.0
242,243,1.0
243,244,1.0
244,245,1.0
245,246,1.0
246,247,1.0
247,248,1.0
248,249,1.0
249,250,1.0
250,251,1.0
251,252,1.0
252,253,1.0
253,254,1.0
254,255,1.0
255,256,1.0
256,257,1.0
257,258,1.0
258,259,1.0
259,260,1.0
261,262,1.0
262,263,1.0
263,264,1.0
264,265,1.0
265,266,1.0
266,267,1.0
267,268,1.0
268,269,1.0
269,270,1.0
270,271,1.0
271,272,1.0
272,273,1.0
273,274,1.0
274,275,1.0
275,276,1.0
276,277,1.0
277,278,1.0
278,279,1.0
279,280,1.0
281,282,1.0
282,283,1.0
283,284,1.0
284,285,1.0
285,286,1.0
286,287,1.0
287,288,1.0
288,289,1.0
289,290,1.0
290,291,1.0
291,292,1.0
292,293,1.0
293,294,1.0
294,295,1.0
295,296,1.0
296,297,1.0
297,298,1.0
298,299,1.0
299,300,1.0
1,21,1.0
2,22,1.0
3,23,1.0
4,24,1.0
5,25,1.0
6,26,1.0
7,27,1.0
8,28,1.0
9,29,1.0
10,30,1.0
11,31,1.0
12,32,1.0
13,33,1.0
14,34,1.0
15,35,1.0
16,36,1.0
17,37,1.0
18,38,1.0
19,39,1.0
20,40,1.0
21,41,1.0
22,42,1.0
23,43,1.0
24,44,1.0
25,45,1.0
26,46,1.0
27,47,1.0
28,48,1.0
29,49,1.0
30,50,1.0
31,51,1.0
32,52,1.0
33,53,1.0
34,54,1.0
35,55,1.0
36,56,1.0
37,57,1.0
38,58,1.0
39,59,1.0
40,60,1.0
41,61,1.0
42,62,1.0
43,63,1.0
44,64,1.0
45,65,1.0
46,66,1.0
47,67,1.0
48,68,1.0
49,69,1.0
50,70,1.0
51,71,1.0
52,72,1.0
53,73,1.0
54,74,1.0
55,75,1.0
56,76,1.0
57,77,1.0
58,78,1.0
59,79,1.0
60,80,1.0
61,81,1.0
62,82,1.0
63,83,1.0
64,84,1.0
65,85,1.0
66,86,1.0
67,87,1.0
68,88,1.0
69,89,1.0
70,90,1.0
71,91,1.0
72,92,1.0
73,93,1.0
74,94,1.0
75,95,1.0
76,96,1.0
77,97,1.0
78,98,1.0
79,99,1.0
80,100,1.0
81,101,1.0
82,102,1.0
83,103,1.0
84,104,1.0
85,105,1.0
86,106,1.0
87,107,1.0
88,108,1.0
89,109,1.0
90,110,1.0
91,111,1.0
92,112,1.0
93,113,1.0
94,114,1.0
95,115,1.0
96,116,1.0
97,117,1.0
98,118,1.0
99,119,1.0
100,120,1.0
101,121,1.0
102,122,1.0
103,123,1.0
104,124,1.0
105,125,1.0
106,126,1.0
107,127,1.0
108,128,1.0
109,129,1.0
110,130,1.0
111,131,1.0
112,132,1.0
113,133,1.0
114,134,1.0
115,135,1.0
116,136,1.0
117,137,1.0
118,138,1.0
119,139,1.0
120,140,1.0
121,141,1.0
122,142,1.0
123,143,1.0
124,144,1.0
125,145,1.0
126,146,1.0
127,147,1.0
128,148,1.0
129,149,1.0
130,150,1.0
131,151,1.0
132,152,1.0
133,153,1.0
134,154,1.0
135,155,1.0
136,156,1.0
137,157,1.0
138,158,1.0
139,159,1.0
140,160,1.0
141,161,1.0
142,162,1.0
143,163,1.0
144,164,1.0
145,165,1.0
146,166,1.0
147,167,1.0
148,168,1.0
149,169,1.0
150,170,1.0
151,171,1.0
152,172,1.0
153,173,1.0
154,174,1.0
155,175,1.0
156,176,1.0
157,177,1.0
158,178,1.0
159,179,1.0
160,180,1.0
161,181,1.0
162,182,1.0
163,183,1.0
164,184,1.0
165,185,1.0
166,186,1.0
167,187,1.0
168,188,1.0
169,189,1.0
170,190,1.0
171,191,1.0
172,192,1.0
173,193,1.0
174,194,1.0
175,195,1.0
176,196,1.0
177,197,1.0
178,198,1.0
179,199,1.0
180,200,1.0
181,201,1.0
182,202,1.0
183,203,1.0
184,204,1.0
185,205,1.0
186,206,1.0
187,207,1.0
188,208,1.0
189,209,1.0
190,210,1.0
191,211,1.0
192,212,1.0
193,213,1.0
194,214,1.0
195,215,1.0
196,216,1.0
197,217,1.0
198,218,1.0
199,219,1.0
200,220,1.0
201,221,1.0
202,222,1.0
203,223,1.0
204,224,1.0
205,225,1.0
206,226,1.0
207,227,1.0
208,228,1.0
209,229,1.0
210,230,1.0
211,231,1.0
212,232,1.0
213,233,1.0
214,234,1.0
215,235,1.0
216,236,1.0
217,237,1.0
218,238,1.0
219,239,1.0
220,240,1.0
221,241,1.0
222,242,1.0
223,243,1.0
224,244,1.0
225,245,1.0
226,246,1.0
227,247,1.0
228,248,1.0
229,249,1.0
230,250,1.0
231,251,1.0
232,252,1.0
233,253,1.0
234,254,1.0
235,255,1.0
236,256,1.0
237,257,1.0
238,258,1.0
239,259,1.0
240,260,1.0
241,261,1.0
242,262,1.0
243,263,1.0
244,264,1.0
245,265,1.0
246,266,1.0
247,267,1.0
248,268,1.0
249,269,1.0
250,270,1.0
251,271,1.0
252,272,1.0
253,273,1.0
254,274,1.0
255,275,1.0
256,276,1.0
257,277,1.0
258,278,1.0
259,279,1.0
260,280,1.0
261,281,1.0
262,282,1.0
263,283,1.0
264,284,1.0
265,285,1.0
266,286,1.0
267,287,1.0
268,288,1.0
269,289,1.0
270,290,1.0
271,291,1.0
272,292,1.0
273,293,1.0
274,294,1.0
275,295,1.0
276,296,1.0
277,297,1.0
278,298,1.0
279,299,1.0
280,300,1.0
