id,m_cf1,m_cf2,m_cf3
119,0.94,1.93,1.8
120,0.72,1.54,1.51
121,0.73,6.78,2.1
122,0.95,6.92,2.41
123,1.18,6.97,2.72
124,1.43,6.92,3.03
125,1.69,6.78,3.34
126,1.98,6.57,3.61
127,2.31,6.29,3.82
128,2.7,5.98,3.89
129,3.19,5.63,3.98
130,4.3,5.27,4.28
131,4.3,4.9,4.41
132,3.19,4.52,4.28
133,2.7,4.14,3.98
134,2.31,3.75,3.61
135,1.98,3.36,3.24
136,1.69,2.97,2.89
137,1.43,2.59,2.54
138,1.18,2.2,2.21
139,0.95,1.82,1.89
140,0.73,1.44,1.59
141,0.73,6.33,2.21
142,0.95,6.44,2.54
143,1.18,6.48,2.89
144,1.43,6.44,3.24
145,1.69,6.33,3.61
146,1.98,6.15,3.98
147,2.31,5.91,4.28
148,2.7,5.63,4.41
149,3.19,5.33,4.28
150,4.3,5.0,4.77
151,4.3,4.65,5.05
152,3.19,4.29,4.77
153,2.7,3.93,4.28
154,2.31,3.56,3.82
155,1.98,3.19,3.39
156,1.69,2.81,3.0
157,1.43,2.44,2.63
158,1.18,2.06,2.28
159,0.95,1.69,1.95
160,0.73,1.31,1.64
161,0.72,5.88,2.28
162,0.94,5.98,2.63
163,1.16,6.01,3.0
164,1.4,5.98,3.39
165,1.66,5.88,3.82
166,1.94,5.72,4.28
167,2.25,5.52,4.77
168,2.6,5.27,5.05
169,2.97,5.0,4.77
170,3.19,4.69,5.05
171,3.19,4.37,6.3
172,2.97,4.04,5.05
173,2.6,3.7,4.41
174,2.25,3.35,3.89
175,1.94,2.99,3.44
176,1.66,2.63,3.03
177,1.4,2.27,2.66
178,1.16,1.9,2.31
179,0.94,1.54,1.97
180,0.72,1.17,1.66
181,0.69,5.43,2.31
182,0.9,5.52,2.66
183,1.11,5.55,3.03
184,1.34,5.52,3.44
185,1.59,5.43,3.89
186,1.84,5.3,4.41
187,2.11,5.12,5.05
188,2.37,4.9,6.3
189,2.6,4.65,5.05
190,2.7,4.37,4.77
191,2.7,4.08,5.05
192,2.6,3.77,4.77
193,2.37,3.44,4.28
194,2.11,3.11,3.82
195,1.84,2.77,3.39
196,1.59,2.43,3.0
197,1.34,2.08,2.63
198,1.11,1.72,2.28
199,0.9,1.37,1.95
200,0.69,1.02,1.64
201,0.63,5.0,2.28
202,0.83,5.07,2.63
203,1.04,5.09,3.0
204,1.25,5.07,3.39
205,1.47,5.0,3.82
206,1.69,4.88,4.28
207,1.91,4.72,4.77
208,2.11,4.52,5.05
209,2.25,4.29,4.77
210,2.31,4.04,4.28
211,2.31,3.77,4.41
212,2.25,3.48,4.28
213,2.11,3.17,3.98
214,1.91,2.86,3.61
215,1.69,2.53,3.24
216,1.47,2.2,2.89
217,1.25,1.87,2.54
218,1.04,1.53,2.21
219,0.83,1.18,1.89
220,0.63,0.84,1.59
221,0.56,4.56,2.21
222,0.75,4.63,2.54
223,0.94,4.65,2.89
224,1.13,4.63,3.24
225,1.32,4.56,3.61
226,1.51,4.46,3.98
227,1.69,4.31,4.28
228,1.84,4.14,4.41
229,1.94,3.93,4.28
230,1.98,3.7,3.98
231,1.98,3.44,3.89
232,1.94,3.17,3.82
233,1.84,2.89,3.61
234,1.69,2.59,3.34
235,1.51,2.28,3.03
236,1.32,1.96,2.72
237,1.13,1.64,2.41
238,0.94,1.31,2.1
239,0.75,0.98,1.8
240,0.56,0.65,1.51
241,0.47,4.14,2.1
242,0.64,4.19,2.41
243,0.82,4.21,2.72
244,0.99,4.19,3.03
245,1.16,4.14,3.34
246,1.32,4.04,3.61
247,1.47,3.91,3.82
248,1.59,3.75,3.89
249,1.66,3.56,3.82
250,1.69,3.35,3.61
251,1.69,3.11,3.44
252,1.66,2.86,3.39
253,1.59,2.59,3.24
254,1.47,2.31,3.03
255,1.32,2.01,2.78
256,1.16,1.71,2.51
257,0.99,1.4,2.23
258,0.82,1.09,1.95
259,0.64,0.77,1.68
260,0.47,0.45,1.4
261,0.37,3.71,1.95
262,0.53,3.77,2.23
263,0.69,3.78,2.51
264,0.84,3.77,2.78
265,0.99,3.71,3.03
266,1.13,3.63,3.24
267,1.25,3.51,3.39
268,1.34,3.36,3.44
269,1.4,3.19,3.39
270,1.43,2.99,3.24
271,1.43,2.77,3.03
272,1.4,2.53,3.0
273,1.34,2.28,2.89
274,1.25,2.01,2.72
275,1.13,1.74,2.51
276,0.99,1.45,2.28
277,0.84,1.15,2.04
278,0.69,0.85,1.78
279,0.53,0.54,1.53
280,0.37,0.23,1.27
281,0.26,3.3,1.78
282,0.4,3.35,2.04
283,0.55,3.36,2.28
284,0.69,3.35,2.51
285,0.82,3.3,2.72
286,0.94,3.22,2.89
287,1.04,3.11,3.0
288,1.11,2.97,3.03
289,1.16,2.81,3.0
290,1.18,2.63,2.89
291,1.18,2.43,2.72
292,1.16,2.2,2.63
293,1.11,1.96,2.54
294,1.04,1.71,2.41
295,0.94,1.45,2.23
296,0.82,1.17,2.04
297,0.69,0.89,1.82
298,0.55,0.6,1.59
299,0.4,0.3,1.36
300,0.26,-0.0,1.12
