id,cf1,cf2,cf3
92,2.7,5.17,3.68
93,2.76,4.73,3.88
94,2.83,3.44,3.18
95,1.56,3.48,2.66
96,1.09,2.97,2.18
97,1.23,3.51,1.98
98,1.24,2.52,2.2
99,0.87,2.19,1.73
100,0.81,1.38,1.39
101,0.81,4.91,2.17
102,0.65,9.45,2.36
103,1.16,9.42,1.92
104,1.68,7.12,2.44
105,1.92,9.93,3.05
106,1.36,6.75,3.5
107,3.05,7.6,3.55
108,3.27,6.16,3.53
109,3.56,5.33,3.01
110,2.66,4.93,3.6
111,2.22,5.19,4.74
112,3.1,4.78,4.18
113,3.38,4.44,3.63
114,2.36,2.87,2.48
115,1.58,2.55,3.13
116,1.43,4.2,3.04
117,1.58,2.59,2.39
118,1.14,2.49,2.61
119,0.87,2.49,1.57
120,0.88,2.15,1.35
121,0.52,4.12,2.46
122,1.09,8.55,2.12
123,1.36,6.56,1.71
124,1.23,5.78,2.05
125,2.0,5.42,1.93
126,2.16,6.06,2.71
127,3.36,7.09,4.96
128,3.16,6.47,3.1
129,3.44,5.49,5.02
130,3.91,3.14,5.35
131,5.3,5.24,4.9
132,2.73,3.79,3.72
133,2.29,3.07,5.11
134,1.34,3.24,2.42
135,1.89,3.54,4.78
136,1.65,3.47,2.49
137,1.88,2.14,1.65
138,1.12,1.87,2.72
139,0.51,1.89,1.9
140,0.66,1.2,1.01
141,0.78,5.87,1.8
142,0.74,7.28,2.12
143,1.16,7.03,1.67
144,0.85,6.73,3.19
145,1.41,2.13,3.27
146,1.58,4.81,4.51
147,3.0,7.33,4.74
148,2.24,4.74,5.17
149,3.05,5.85,4.14
150,4.12,4.43,5.3
151,5.44,4.5,3.88
152,3.9,3.39,5.44
153,2.63,4.68,4.16
154,2.12,2.36,3.21
155,1.44,3.48,2.94
156,1.34,2.93,2.23
157,1.36,2.31,3.19
158,0.92,2.4,2.14
159,0.82,1.27,2.73
160,0.89,1.54,1.27
161,0.76,5.41,1.86
162,0.64,4.82,3.13
163,1.55,8.54,2.7
164,1.07,5.25,5.04
165,1.92,7.0,4.25
166,2.23,4.38,5.38
167,1.86,5.74,4.55
168,2.53,6.8,5.11
169,3.27,4.37,4.1
170,3.21,5.51,5.74
171,3.3,4.42,6.9
172,1.64,3.34,4.69
173,2.67,4.17,4.39
174,1.97,3.41,3.42
175,1.95,1.72,3.52
176,1.1,1.36,4.11
177,1.59,1.98,2.44
178,1.11,1.53,2.11
179,0.97,1.37,2.32
180,0.97,1.28,1.8
181,0.65,5.08,2.52
182,0.86,5.87,2.43
183,0.75,6.27,3.14
184,1.49,4.51,3.94
185,2.11,4.46,5.42
186,1.95,4.66,4.5
187,1.98,4.9,5.07
188,1.99,5.25,8.16
189,2.36,5.6,4.84
190,3.51,4.19,6.5
191,2.96,4.89,4.12
192,3.38,4.43,4.09
193,1.86,4.56,4.23
194,1.47,3.31,3.19
195,1.23,3.3,3.32
196,2.22,3.58,3.38
197,1.09,1.95,2.96
198,0.81,1.94,2.03
199,0.77,1.15,1.6
200,0.66,0.99,1.56
201,0.4,5.68,2.06
202,0.88,5.01,2.3
203,1.13,5.27,3.1
204,1.01,5.57,3.83
205,1.44,5.49,2.26
206,1.98,5.49,3.39
207,1.98,3.76,4.64
208,2.18,5.34,2.97
209,2.36,5.62,5.22
210,2.38,2.43,3.76
211,2.37,4.37,4.15
212,2.34,3.0,5.3
213,2.93,3.23,5.21
214,1.43,1.74,3.27
215,1.53,2.42,4.07
216,1.35,1.38,2.28
217,1.2,2.12,1.91
218,0.95,1.05,2.44
219,0.8,1.36,1.22
220,0.46,0.68,1.63
221,0.32,4.14,2.77
222,0.96,6.2,2.77
223,1.19,5.18,2.76
224,1.39,4.96,2.84
225,1.53,5.77,3.11
226,1.61,5.81,5.27
227,1.89,4.68,3.32
228,2.56,3.71,5.35
229,1.98,4.01,4.53
230,1.47,2.39,3.73
231,1.68,3.02,3.91
232,2.1,3.97,4.42
233,2.03,1.77,3.69
234,2.41,3.0,4.3
235,1.27,2.49,3.93
236,1.09,1.79,3.39
237,1.13,2.07,2.22
238,1.29,0.6,1.57
239,0.33,0.96,1.44
240,0.66,0.71,1.79
241,0.43,3.11,2.69
242,0.49,4.7,2.51
243,0.83,5.11,2.46
244,0.83,4.79,3.15
245,0.79,4.46,3.52
246,1.45,3.4,3.43
247,1.1,3.89,3.68
248,2.03,3.96,3.62
249,1.48,2.76,5.27
250,1.56,3.0,2.67
251,1.37,2.27,2.36
252,2.1,3.18,3.71
253,1.63,1.77,2.94
254,1.76,1.77,2.07
255,1.61,2.29,4.33
256,1.38,2.09,2.56
257,1.45,1.63,1.34
258,0.89,0.78,1.88
259,0.68,0.99,1.1
260,0.44,0.39,1.43
261,0.33,4.45,1.56
262,0.38,3.65,2.47
263,0.47,4.16,3.28
264,0.87,3.95,2.97
265,0.84,4.22,4.37
266,1.1,4.34,4.06
267,1.42,3.67,2.66
268,1.09,2.23,3.34
269,1.25,2.01,3.68
270,1.06,2.24,3.64
271,1.24,1.48,3.63
272,1.41,3.47,3.74
273,1.34,1.81,3.2
274,1.62,2.4,2.42
275,1.15,2.17,2.32
276,1.06,0.94,2.14
277,1.03,1.36,2.25
278,0.63,1.14,1.81
279,0.56,0.64,1.91
280,0.33,0.21,1.14
281,0.28,3.46,1.84
282,0.39,2.93,1.74
283,0.73,2.59,2.56
284,0.82,3.58,2.56
285,0.64,3.61,2.35
286,1.4,2.76,2.55
287,1.42,3.49,4.16
288,0.86,1.79,2.79
289,1.09,1.64,4.5
290,1.6,2.99,2.88
291,0.97,1.78,3.04
292,1.5,2.49,2.59
293,1.25,1.85,2.62
294,1.14,2.05,3.17
295,0.94,1.27,2.53
296,0.63,1.16,2.04
297,0.58,1.17,1.95
298,0.53,0.51,0.84
299,0.39,0.26,1.14
300,0.29,0.0,1.34
