id,m_cf1,m_cf2,m_cf3
122,1.86,1.49,4.07
123,2.31,1.89,4.4
124,2.78,2.29,4.6
125,3.3,2.69,4.4
126,3.87,3.09,4.07
127,4.5,3.49,3.75
128,5.25,3.88,3.45
129,6.2,4.25,3.17
130,8.3,4.57,2.91
131,8.3,4.8,2.66
132,6.2,4.88,2.63
133,5.25,4.8,2.83
134,4.5,4.57,3.02
135,3.87,4.25,3.2
136,3.3,3.88,3.35
137,2.78,3.49,3.45
138,2.31,3.09,3.49
139,1.86,2.69,3.45
140,1.44,2.29,3.35
141,1.44,1.19,3.61
142,1.86,1.59,3.86
143,2.31,2.0,4.07
144,2.78,2.41,4.16
145,3.3,2.84,4.07
146,3.87,3.26,3.86
147,4.5,3.7,3.61
148,5.25,4.14,3.35
149,6.2,4.57,3.09
150,8.3,4.98,2.85
151,8.3,5.3,2.61
152,6.2,5.44,2.48
153,5.25,5.3,2.66
154,4.5,4.98,2.83
155,3.87,4.57,2.97
156,3.3,4.14,3.09
157,2.78,3.7,3.17
158,2.31,3.26,3.2
159,1.86,2.84,3.17
160,1.44,2.41,3.09
161,1.41,1.25,3.41
162,1.83,1.65,3.61
163,2.27,2.07,3.75
164,2.74,2.49,3.8
165,3.25,2.93,3.75
166,3.79,3.37,3.61
167,4.39,3.83,3.41
168,5.06,4.31,3.2
169,5.77,4.8,2.97
170,6.2,5.3,2.75
171,6.2,5.79,2.53
172,5.77,6.05,2.33
173,5.06,5.79,2.48
174,4.39,5.3,2.63
175,3.79,4.8,2.75
176,3.25,4.31,2.85
177,2.74,3.83,2.91
178,2.27,3.37,2.93
179,1.83,2.93,2.91
180,1.41,2.49,2.85
181,1.35,1.27,3.2
182,1.75,1.68,3.35
183,2.18,2.09,3.45
184,2.63,2.52,3.49
185,3.1,2.96,3.45
186,3.59,3.41,3.35
187,4.11,3.88,3.2
188,4.62,4.37,3.02
189,5.06,4.88,2.83
190,5.25,5.44,2.63
191,5.25,6.05,2.43
192,5.06,6.9,2.23
193,4.62,6.05,2.3
194,4.11,5.44,2.43
195,3.59,4.88,2.53
196,3.1,4.37,2.61
197,2.63,3.88,2.66
198,2.18,3.41,2.68
199,1.75,2.96,2.66
200,1.35,2.52,2.61
201,1.24,1.25,2.97
202,1.63,1.65,3.09
203,2.03,2.07,3.17
204,2.44,2.49,3.2
205,2.87,2.93,3.17
206,3.3,3.37,3.09
207,3.72,3.83,2.97
208,4.11,4.31,2.83
209,4.39,4.8,2.66
210,4.5,5.3,2.48
211,4.5,5.79,2.3
212,4.39,6.05,2.12
213,4.11,5.79,2.12
214,3.72,5.3,2.23
215,3.3,4.8,2.32
216,2.87,4.31,2.38
217,2.44,3.83,2.43
218,2.03,3.37,2.44
219,1.63,2.93,2.43
220,1.24,2.49,2.38
221,1.1,1.19,2.75
222,1.46,1.59,2.85
223,1.83,2.0,2.91
224,2.21,2.41,2.93
225,2.59,2.84,2.91
226,2.96,3.26,2.85
227,3.3,3.7,2.75
228,3.59,4.14,2.63
229,3.79,4.57,2.48
230,3.87,4.98,2.33
231,3.87,5.3,2.16
232,3.79,5.44,1.99
233,3.59,5.3,1.93
234,3.3,4.98,2.03
235,2.96,4.57,2.11
236,2.59,4.14,2.16
237,2.21,3.7,2.2
238,1.83,3.26,2.21
239,1.46,2.84,2.2
240,1.1,2.41,2.16
241,0.92,1.1,2.53
242,1.26,1.49,2.61
243,1.6,1.89,2.66
244,1.94,2.29,2.68
245,2.27,2.69,2.66
246,2.59,3.09,2.61
247,2.87,3.49,2.53
248,3.1,3.88,2.43
249,3.25,4.25,2.3
250,3.3,4.57,2.16
251,3.3,4.8,2.02
252,3.25,4.88,1.86
253,3.1,4.8,1.75
254,2.87,4.57,1.83
255,2.59,4.25,1.9
256,2.27,3.88,1.95
257,1.94,3.49,1.98
258,1.6,3.09,1.99
259,1.26,2.69,1.98
260,0.92,2.29,1.95
261,0.72,0.98,2.32
262,1.04,1.36,2.38
263,1.35,1.74,2.43
264,1.65,2.12,2.44
265,1.94,2.49,2.43
266,2.21,2.87,2.38
267,2.44,3.23,2.32
268,2.63,3.57,2.23
269,2.74,3.88,2.12
270,2.78,4.14,1.99
271,2.78,4.31,1.86
272,2.74,4.37,1.72
273,2.63,4.31,1.57
274,2.44,4.14,1.64
275,2.21,3.88,1.7
276,1.94,3.57,1.75
277,1.65,3.23,1.77
278,1.35,2.87,1.78
279,1.04,2.49,1.77
280,0.72,2.12,1.75
281,0.5,0.83,2.11
282,0.79,1.19,2.16
283,1.08,1.55,2.2
284,1.35,1.91,2.21
285,1.6,2.26,2.2
286,1.83,2.6,2.16
287,2.03,2.93,2.11
288,2.18,3.23,2.03
289,2.27,3.49,1.93
290,2.31,3.7,1.82
291,2.31,3.83,1.7
292,2.27,3.88,1.57
293,2.18,3.83,1.44
294,2.03,3.7,1.45
295,1.83,3.49,1.51
296,1.6,3.23,1.55
297,1.35,2.93,1.57
298,1.08,2.6,1.58
299,0.79,2.26,1.57
300,0.5,1.91,1.55
