id,cf1,cf2,cf3
72,5.67,3.0,2.61
73,4.88,2.97,3.97
74,4.0,2.86,4.34
75,4.01,2.4,4.15
76,3.19,3.05,5.99
77,2.26,2.62,4.46
78,2.07,2.21,4.41
79,1.46,2.05,2.94
80,0.84,1.83,4.45
81,1.31,0.94,4.95
82,1.39,1.45,3.89
83,2.54,1.93,3.39
84,2.43,1.03,5.34
85,3.19,2.36,3.91
86,2.61,2.59,2.64
87,5.2,2.27,3.48
88,5.57,3.99,4.17
89,4.15,3.24,3.11
90,5.11,4.11,3.27
91,7.03,3.97,1.61
92,3.96,3.91,2.33
93,5.66,3.23,3.6
94,2.87,5.54,2.92
95,2.4,2.68,4.82
96,2.99,2.54,3.98
97,2.29,3.78,2.19
98,1.89,2.81,3.69
99,1.06,2.29,2.52
100,0.94,1.76,3.64
101,1.69,1.08,3.05
102,2.24,1.34,3.84
103,2.39,1.84,4.63
104,3.16,2.07,6.91
105,4.18,3.33,5.19
106,2.84,3.09,3.95
107,5.18,3.33,5.05
108,4.19,3.79,5.28
109,5.11,4.06,2.58
110,5.73,4.83,2.59
111,8.34,4.0,3.27
112,6.86,6.46,3.25
113,5.59,4.29,3.12
114,4.45,4.4,3.4
115,5.21,5.48,3.84
116,2.99,2.99,3.67
117,2.88,3.22,2.61
118,2.5,2.72,2.47
119,1.96,2.87,3.46
120,1.86,1.73,4.1
121,1.43,1.21,4.73
122,1.85,1.8,4.59
123,1.96,1.95,3.8
124,3.25,1.95,5.31
125,3.58,2.24,5.29
126,3.93,3.24,2.98
127,4.08,3.17,4.53
128,4.3,4.13,3.18
129,6.9,4.13,2.84
130,12.72,4.56,3.32
131,8.69,4.54,2.53
132,5.33,4.2,2.54
133,4.77,4.57,2.58
134,5.76,3.4,3.43
135,4.82,5.26,3.55
136,4.09,4.04,3.53
137,2.51,3.14,3.67
138,1.62,3.35,3.24
139,1.56,2.14,2.78
140,1.38,2.52,3.07
141,1.17,0.9,4.34
142,1.57,1.54,3.72
143,1.92,2.89,3.37
144,2.92,1.83,3.77
145,3.32,2.4,3.4
146,5.72,2.64,4.46
147,5.59,1.59,3.83
148,6.78,3.94,3.58
149,5.84,4.91,2.96
150,6.39,5.61,2.5
151,6.61,5.68,1.99
152,7.29,5.85,2.92
153,4.83,5.38,2.98
154,4.93,5.94,2.2
155,3.58,5.11,3.29
156,3.02,4.05,3.21
157,2.46,3.91,2.92
158,1.49,2.83,3.25
159,2.12,3.04,1.42
160,1.18,2.28,2.98
161,1.76,1.2,3.64
162,1.38,1.7,2.08
163,2.5,1.57,3.49
164,3.25,2.71,4.22
165,4.71,2.37,3.05
166,4.72,3.77,3.33
167,4.34,4.82,3.25
168,5.29,5.32,3.15
169,5.59,6.08,3.7
170,7.89,3.95,3.01
171,5.14,4.99,2.97
172,5.87,3.89,1.96
173,5.62,4.92,3.18
174,2.77,6.13,2.61
175,2.35,7.05,2.49
176,3.59,3.34,2.52
177,1.95,3.89,2.85
178,2.78,2.17,2.9
179,1.61,3.13,3.85
180,0.81,1.89,4.11
181,1.15,1.33,3.35
182,2.65,1.94,2.94
183,2.19,2.37,2.56
184,2.62,2.88,2.97
185,3.33,3.19,2.31
186,3.73,4.88,3.39
187,5.4,3.7,2.76
188,2.75,4.12,3.09
189,4.0,4.88,3.13
190,5.94,3.25,2.99
191,6.33,6.47,2.25
192,4.99,7.66,1.89
193,5.73,6.33,2.26
194,3.54,6.49,1.73
195,3.71,4.25,2.36
196,3.0,4.48,2.41
197,2.2,3.51,3.19
198,2.53,2.93,2.97
199,1.76,2.53,0.97
200,1.25,3.14,3.24
201,1.23,1.23,2.63
202,1.61,1.79,2.94
203,2.01,2.38,3.06
204,2.86,2.58,2.98
205,2.5,2.81,3.2
206,3.39,3.75,3.8
207,3.03,3.15,2.99
208,3.31,3.98,3.3
209,3.59,5.02,2.57
210,3.51,4.04,1.79
211,6.56,5.83,2.84
212,3.68,5.54,2.4
213,3.28,3.56,1.16
214,5.06,4.88,1.44
215,3.74,4.56,2.95
216,2.46,2.38,2.15
217,2.44,3.66,2.31
218,2.43,2.82,2.33
219,1.9,2.95,2.03
220,1.27,3.32,2.51
221,1.25,1.18,2.46
222,1.59,1.49,2.69
223,1.96,1.8,2.49
224,2.53,2.6,2.81
225,1.98,2.72,3.65
226,2.75,2.64,3.29
227,3.69,3.2,2.04
228,2.99,3.94,2.87
229,4.13,4.73,1.95
230,1.97,5.27,2.51
231,4.49,4.39,2.01
232,4.48,5.96,1.54
233,4.14,5.95,2.11
234,3.87,4.59,2.18
235,3.16,5.65,2.78
236,1.51,2.93,1.67
237,2.65,4.56,1.88
238,0.78,3.56,2.25
239,1.57,3.91,2.31
240,1.15,1.92,2.89
241,1.03,1.03,2.29
242,0.91,1.57,2.98
243,1.88,2.09,1.76
244,2.27,2.19,3.0
245,2.78,2.13,2.29
246,3.2,3.26,2.31
247,2.91,4.44,2.56
248,3.51,2.91,2.36
249,4.28,5.26,2.69
250,2.57,4.46,2.22
251,3.54,4.39,2.44
252,2.65,4.03,2.07
253,2.62,6.76,1.96
254,3.01,5.26,1.1
255,3.16,4.85,1.62
256,2.16,4.57,2.64
257,1.77,2.4,1.44
258,1.61,3.28,1.74
259,1.24,2.81,1.66
260,1.1,1.44,2.09
261,0.73,0.92,2.01
262,1.06,0.97,2.01
263,1.52,1.4,3.55
264,1.05,2.31,1.88
265,1.96,2.85,3.31
266,2.85,3.54,3.49
267,2.93,3.61,2.42
268,2.28,3.76,2.23
269,2.95,2.25,2.06
270,1.8,3.83,2.17
271,2.01,3.38,1.74
272,2.72,4.15,1.57
273,2.88,3.89,1.13
274,2.01,2.41,2.3
275,2.52,3.66,1.46
276,1.35,5.3,2.25
277,1.72,4.37,1.13
278,1.4,4.2,2.26
279,0.84,2.38,1.41
280,0.69,2.38,2.13
281,0.61,0.68,1.23
282,1.0,1.12,2.26
283,0.93,1.57,3.04
284,1.25,1.15,2.41
285,1.64,2.0,2.82
286,1.34,2.89,2.07
287,2.64,3.2,2.36
288,2.32,2.89,1.93
289,2.34,2.54,1.5
290,2.13,2.3,1.53
291,2.26,3.57,2.01
292,3.07,3.67,1.49
293,2.28,4.44,1.56
294,2.11,3.94,1.33
295,1.98,2.91,0.92
296,1.26,4.24,1.74
297,2.07,2.51,1.34
298,1.22,3.12,2.33
299,0.8,1.61,1.93
300,0.49,1.99,2.05
