id,cf1,cf2,cf3
150,6.69,4.85,0.65
151,5.24,3.42,0.59
152,5.51,3.13,0.87
153,4.1,3.28,0.83
154,3.17,3.82,0.53
155,2.68,3.36,0.93
156,3.05,2.62,0.74
157,2.26,3.72,0.95
158,2.02,3.72,0.99
159,1.04,3.55,0.98
160,1.51,2.8,1.0
161,0.94,2.63,0.77
162,1.22,2.65,0.82
163,1.96,2.1,0.94
164,2.36,3.47,0.58
165,2.21,2.6,0.98
166,3.09,4.12,1.17
167,3.51,4.01,0.65
168,3.39,4.56,0.66
169,5.97,5.01,0.81
170,5.26,4.22,0.47
171,4.12,4.75,0.67
172,3.75,3.53,0.78
173,3.62,2.65,0.51
174,3.53,2.88,0.85
175,2.58,1.86,0.67
176,2.7,5.13,0.97
177,2.12,2.56,0.95
178,1.95,2.08,0.89
179,1.66,3.73,1.19
180,1.45,2.94,0.64
181,1.24,3.05,0.91
182,1.46,2.6,1.07
183,1.74,3.05,0.65
184,2.02,3.19,1.09
185,3.47,3.79,1.07
186,4.11,3.93,0.71
187,2.18,3.38,0.86
188,3.38,4.74,0.84
189,3.66,3.83,0.72
190,3.39,3.74,0.48
191,4.5,2.93,0.56
192,3.52,3.57,0.73
193,2.94,3.59,0.54
194,2.7,3.43,0.62
195,3.21,3.24,0.61
196,1.14,3.01,0.59
197,1.76,4.8,1.01
198,2.29,3.88,1.02
199,1.14,3.25,1.09
200,0.77,3.14,1.38
201,1.07,2.59,1.01
202,0.89,1.72,1.27
203,2.2,1.89,1.43
204,2.15,3.31,1.38
205,1.85,2.88,0.88
206,2.29,3.73,1.32
207,1.87,2.42,1.13
208,3.66,4.28,0.77
209,3.61,3.1,0.75
210,3.71,3.46,0.85
211,2.0,2.21,0.55
212,3.81,4.42,0.57
213,3.05,3.01,0.78
214,3.36,4.45,0.79
215,2.22,2.45,0.61
216,2.04,3.71,0.72
217,2.06,4.24,0.8
218,1.58,4.01,1.23
219,1.8,4.12,0.95
220,1.09,5.4,1.09
221,0.75,2.84,0.78
222,0.92,3.21,0.86
223,1.57,2.61,1.67
224,1.41,2.68,1.28
225,1.38,2.62,1.24
226,1.94,3.29,0.7
227,2.16,2.57,0.95
228,2.87,3.19,0.68
229,3.91,3.01,0.74
230,3.54,2.43,0.69
231,3.52,3.17,0.38
232,2.82,3.53,0.71
233,3.4,3.06,0.51
234,3.29,3.25,0.91
235,2.32,3.99,0.72
236,1.96,3.2,1.04
237,1.3,4.3,0.99
238,1.71,3.8,1.06
239,1.34,2.9,1.21
240,0.81,5.14,0.68
241,1.09,1.74,0.83
242,1.55,2.63,1.0
243,1.57,2.87,0.88
244,1.36,2.99,1.58
245,1.78,3.07,0.99
246,2.39,1.75,1.09
247,1.6,2.75,0.63
248,1.78,2.42,0.73
249,2.48,3.88,0.67
250,2.69,2.92,0.61
251,3.41,2.44,0.67
252,2.92,2.32,0.46
253,2.95,4.1,0.6
254,2.56,4.29,0.72
255,2.42,3.96,0.73
256,2.12,6.33,1.07
257,2.1,4.68,0.6
258,1.37,5.38,1.0
259,0.73,5.32,0.77
260,0.54,3.91,0.92
261,0.66,2.22,1.07
262,1.19,2.47,0.79
263,0.93,1.48,1.11
264,1.86,2.75,0.85
265,1.82,2.85,0.74
266,1.64,1.64,0.78
267,2.16,3.23,0.72
268,2.15,4.01,0.52
269,2.32,3.22,0.89
270,1.86,2.75,0.73
271,1.98,3.74,0.6
272,2.1,4.64,0.62
273,1.94,3.61,0.63
274,2.49,2.32,0.8
275,1.59,3.47,0.68
276,1.76,3.86,0.81
277,1.6,5.14,0.74
278,1.12,4.61,0.77
279,1.04,4.59,0.58
280,0.79,6.42,0.74
281,0.37,1.74,0.71
282,0.99,2.05,1.16
283,1.22,2.06,0.98
284,1.35,2.98,0.78
285,1.02,1.95,1.01
286,1.42,2.34,0.9
287,2.21,3.33,0.58
288,1.92,2.27,0.62
289,2.09,3.31,0.66
290,1.69,3.41,0.55
291,2.2,3.6,0.5
292,1.79,3.08,0.39
293,1.84,1.92,0.43
294,2.25,2.92,0.35
295,1.58,4.28,0.67
296,1.42,2.19,0.81
297,0.7,4.47,0.71
298,0.84,4.6,0.62
299,0.91,3.9,0.69
300,0.39,4.26,0.82
