id,m_cf1,m_cf2,m_cf3
118,1.89,2.81,0.82
119,1.55,2.82,0.84
120,1.21,2.81,0.85
121,1.23,2.81,0.76
122,1.57,3.04,0.78
123,1.92,3.28,0.78
124,2.28,3.53,0.78
125,2.66,3.79,0.76
126,3.05,4.06,0.73
127,3.46,4.34,0.7
128,3.91,4.62,0.66
129,4.41,4.77,0.61
130,5.1,4.62,0.57
131,5.1,4.34,0.52
132,4.41,4.06,0.57
133,3.91,3.79,0.62
134,3.46,3.53,0.68
135,3.05,3.28,0.73
136,2.66,3.04,0.78
137,2.28,2.99,0.84
138,1.92,3.04,0.88
139,1.57,3.05,0.92
140,1.23,3.04,0.93
141,1.23,2.76,0.82
142,1.57,2.99,0.84
143,1.92,3.22,0.85
144,2.28,3.45,0.84
145,2.66,3.69,0.82
146,3.05,3.93,0.78
147,3.46,4.16,0.74
148,3.91,4.34,0.7
149,4.41,4.42,0.65
150,5.1,4.34,0.6
151,5.1,4.16,0.55
152,4.41,3.93,0.59
153,3.91,3.69,0.64
154,3.46,3.45,0.7
155,3.05,3.22,0.76
156,2.66,3.12,0.82
157,2.28,3.22,0.88
158,1.92,3.28,0.94
159,1.57,3.3,0.99
160,1.23,3.28,1.01
161,1.21,2.7,0.88
162,1.55,2.91,0.92
163,1.89,3.12,0.93
164,2.25,3.34,0.92
165,2.62,3.55,0.88
166,3.0,3.75,0.84
167,3.39,3.93,0.78
168,3.8,4.06,0.73
169,4.19,4.1,0.68
170,4.41,4.06,0.62
171,4.41,3.93,0.57
172,4.19,3.75,0.6
173,3.8,3.55,0.66
174,3.39,3.34,0.72
175,3.0,3.2,0.78
176,2.62,3.34,0.84
177,2.25,3.45,0.92
178,1.89,3.53,0.99
179,1.55,3.55,1.07
180,1.21,3.53,1.12
181,1.16,2.61,0.94
182,1.49,2.81,0.99
183,1.82,3.0,1.01
184,2.16,3.2,0.99
185,2.51,3.38,0.94
186,2.86,3.55,0.88
187,3.21,3.69,0.82
188,3.53,3.79,0.76
189,3.8,3.82,0.7
190,3.91,3.79,0.64
191,3.91,3.69,0.59
192,3.8,3.55,0.6
193,3.53,3.38,0.66
194,3.21,3.2,0.72
195,2.86,3.38,0.78
196,2.51,3.55,0.85
197,2.16,3.69,0.93
198,1.82,3.79,1.01
199,1.49,3.82,1.12
200,1.16,3.79,1.3
201,1.07,2.5,0.99
202,1.38,2.68,1.07
203,1.7,2.86,1.12
204,2.02,3.04,1.07
205,2.34,3.2,0.99
206,2.66,3.34,0.92
207,2.95,3.45,0.84
208,3.21,3.53,0.78
209,3.39,3.55,0.72
210,3.46,3.53,0.66
211,3.46,3.45,0.6
212,3.39,3.34,0.6
213,3.21,3.2,0.66
214,2.95,3.34,0.72
215,2.66,3.55,0.78
216,2.34,3.75,0.84
217,2.02,3.93,0.92
218,1.7,4.06,0.99
219,1.38,4.1,1.07
220,1.07,4.06,1.12
221,0.95,2.37,1.01
222,1.25,2.54,1.12
223,1.55,2.71,1.3
224,1.85,2.86,1.12
225,2.13,3.0,1.01
226,2.41,3.12,0.93
227,2.66,3.22,0.85
228,2.86,3.28,0.78
229,3.0,3.3,0.72
230,3.05,3.28,0.66
231,3.05,3.22,0.6
232,3.0,3.12,0.59
233,2.86,3.22,0.64
234,2.66,3.45,0.7
235,2.41,3.69,0.76
236,2.13,3.93,0.82
237,1.85,4.16,0.88
238,1.55,4.34,0.94
239,1.25,4.42,0.99
240,0.95,4.34,1.01
241,0.8,2.24,0.99
242,1.08,2.39,1.07
243,1.36,2.54,1.12
244,1.64,2.68,1.07
245,1.89,2.81,0.99
246,2.13,2.91,0.92
247,2.34,2.99,0.84
248,2.51,3.04,0.78
249,2.62,3.05,0.72
250,2.66,3.04,0.66
251,2.66,2.99,0.6
252,2.62,3.04,0.57
253,2.51,3.28,0.62
254,2.34,3.53,0.68
255,2.13,3.79,0.73
256,1.89,4.06,0.78
257,1.64,4.34,0.84
258,1.36,4.62,0.88
259,1.08,4.77,0.92
260,0.8,4.62,0.93
261,0.63,2.09,0.94
262,0.9,2.24,0.99
263,1.16,2.37,1.01
264,1.4,2.5,0.99
265,1.64,2.61,0.94
266,1.85,2.7,0.88
267,2.02,2.76,0.82
268,2.16,2.81,0.76
269,2.25,2.82,0.7
270,2.28,2.81,0.64
271,2.28,2.82,0.59
272,2.25,3.05,0.55
273,2.16,3.3,0.6
274,2.02,3.55,0.65
275,1.85,3.82,0.7
276,1.64,4.1,0.74
277,1.4,4.42,0.78
278,1.16,4.77,0.82
279,0.9,5.3,0.84
280,0.63,4.77,0.85
281,0.44,1.94,0.88
282,0.69,2.07,0.92
283,0.93,2.2,0.93
284,1.16,2.31,0.92
285,1.36,2.41,0.88
286,1.55,2.48,0.84
287,1.7,2.54,0.78
288,1.82,2.58,0.73
289,1.89,2.59,0.68
290,1.92,2.58,0.62
291,1.92,2.81,0.57
292,1.89,3.04,0.52
293,1.82,3.28,0.57
294,1.7,3.53,0.61
295,1.55,3.79,0.66
296,1.36,4.06,0.7
297,1.16,4.34,0.73
298,0.93,4.62,0.76
299,0.69,4.77,0.78
300,0.44,4.62,0.78
