id,cf1,cf2,cf3
140,0.56,2.84,1.47
141,0.56,2.52,1.88
142,0.61,2.8,3.08
143,0.59,1.7,2.04
144,0.42,0.91,2.31
145,0.4,1.1,2.13
146,0.43,1.96,1.82
147,0.27,0.86,1.91
148,0.19,0.7,1.5
149,0.23,0.71,1.51
150,0.16,0.44,1.39
151,0.98,2.06,2.11
152,1.57,2.02,3.03
153,1.22,1.22,2.13
154,0.89,2.81,2.18
155,1.05,2.38,2.72
156,1.07,2.95,3.02
157,0.98,2.1,3.51
158,1.03,2.5,3.29
159,1.11,2.8,1.91
160,0.73,3.62,1.57
161,0.92,2.92,2.51
162,0.84,3.2,4.23
163,1.01,3.21,2.63
164,0.78,2.57,3.39
165,0.76,3.52,1.75
166,0.54,2.89,2.79
167,0.58,2.62,1.6
168,0.71,2.27,1.69
169,0.57,1.51,2.34
170,0.49,1.6,1.71
171,0.45,1.33,1.3
172,0.43,1.4,1.38
173,0.21,1.38,1.31
174,0.25,0.86,1.62
175,0.21,0.73,1.18
176,1.23,1.57,1.97
177,1.41,1.83,2.01
178,1.3,2.66,1.7
179,1.39,2.65,2.2
180,1.32,2.56,2.64
181,1.6,2.24,2.11
182,1.15,3.06,2.84
183,0.91,3.07,2.58
184,1.26,2.79,1.83
185,0.91,2.74,3.46
186,1.03,3.23,3.77
187,1.03,4.14,3.73
188,0.96,4.75,5.62
189,0.57,3.79,3.45
190,0.7,2.45,3.7
191,0.53,1.7,1.11
192,0.73,2.2,1.84
193,0.83,2.08,2.29
194,0.37,1.7,2.38
195,0.52,1.24,1.81
196,0.46,1.25,1.69
197,0.36,0.98,1.44
198,0.28,1.23,1.15
199,0.3,0.68,2.28
200,0.13,0.68,1.59
201,1.07,1.77,1.85
202,1.02,1.98,1.95
203,0.81,1.36,2.49
204,1.49,1.56,2.41
205,0.83,2.95,1.87
206,1.1,2.08,2.64
207,0.94,4.07,2.57
208,0.61,3.78,3.31
209,1.42,3.78,2.19
210,1.14,4.24,2.39
211,1.17,3.47,3.56
212,1.01,3.03,3.33
213,0.98,3.07,2.15
214,0.91,4.21,4.44
215,0.61,2.34,2.42
216,0.88,3.56,3.04
217,0.75,1.75,2.54
218,0.52,1.96,2.23
219,0.65,1.49,2.12
220,0.43,1.84,2.18
221,0.42,1.3,1.68
222,0.37,1.42,1.51
223,0.4,0.93,1.37
224,0.34,0.83,1.44
225,0.17,0.92,1.29
226,1.57,1.43,1.43
227,1.12,1.63,2.12
228,1.57,2.32,1.48
229,1.12,2.95,1.78
230,1.41,2.71,1.96
231,1.07,2.18,2.32
232,0.9,4.23,2.39
233,1.08,3.6,2.38
234,1.02,3.55,2.85
235,1.4,3.01,2.44
236,0.89,4.73,2.61
237,1.03,2.33,2.7
238,0.67,3.55,3.38
239,0.95,2.15,1.89
240,1.01,2.53,3.11
241,0.82,1.76,3.07
242,0.78,2.05,2.69
243,0.32,2.28,2.33
244,0.48,1.16,2.0
245,0.55,1.44,2.33
246,0.53,1.54,1.86
247,0.43,1.15,1.87
248,0.37,1.26,2.01
249,0.2,0.7,1.1
250,0.23,0.74,1.16
251,1.18,1.26,1.41
252,0.32,2.13,1.97
253,1.71,1.61,1.44
254,1.58,2.38,2.06
255,1.35,1.83,1.85
256,1.51,3.0,1.57
257,1.29,3.07,2.41
258,1.83,3.49,2.25
259,0.86,3.63,2.2
260,1.34,2.16,1.79
261,0.86,3.74,2.83
262,1.33,2.93,1.43
263,0.87,3.01,1.93
264,0.96,2.8,2.59
265,0.9,3.51,2.91
266,1.07,2.02,3.3
267,0.97,2.07,2.65
268,0.75,1.69,1.37
269,0.7,1.82,2.73
270,0.44,1.91,2.05
271,0.57,1.88,1.04
272,0.59,1.13,1.23
273,0.5,1.4,1.41
274,0.33,1.0,1.17
275,0.31,0.74,0.96
276,0.99,1.82,1.16
277,2.01,1.72,1.61
278,1.41,2.23,1.89
279,1.7,2.31,1.81
280,1.56,2.63,0.94
281,1.54,2.7,1.67
282,1.32,3.5,2.19
283,1.47,3.17,2.25
284,1.31,3.87,2.26
285,1.39,3.42,2.59
286,1.5,3.48,2.9
287,1.19,3.66,2.18
288,1.3,3.39,2.22
289,0.77,2.94,2.63
290,1.39,2.32,2.34
291,1.25,1.88,3.3
292,1.14,2.39,2.43
293,0.68,2.26,2.06
294,0.64,1.73,2.37
295,0.64,2.15,1.5
296,0.67,1.58,1.27
297,0.57,1.3,1.8
298,0.56,0.77,1.69
299,0.26,1.11,1.28
300,0.22,0.48,0.86
301,1.83,1.42,1.57
302,1.76,1.8,2.24
303,2.08,1.83,0.94
304,1.89,1.61,1.23
305,1.53,2.46,1.22
306,0.54,2.2,1.77
307,1.17,1.93,1.15
308,1.64,2.64,2.36
309,1.43,3.01,2.09
310,0.84,3.63,2.82
311,1.64,3.24,2.8
312,1.17,2.54,2.2
313,0.93,3.52,2.32
314,0.6,2.78,1.56
315,0.65,1.92,2.86
316,0.66,2.94,2.22
317,0.79,1.97,1.35
318,0.89,2.28,1.82
319,0.91,1.97,1.34
320,0.55,1.81,1.34
321,0.62,1.29,1.65
322,0.36,1.04,1.45
323,0.54,0.88,1.23
324,0.45,0.8,1.3
325,0.32,0.34,0.91
326,1.55,1.21,1.3
327,2.02,2.03,1.59
328,1.42,1.93,1.32
329,1.6,2.87,1.39
330,1.56,2.57,1.24
331,2.14,2.55,1.86
332,1.86,2.42,1.78
333,1.25,3.03,1.96
334,1.59,3.0,1.66
335,1.26,2.83,1.31
336,1.39,2.61,1.65
337,0.84,1.3,2.23
338,0.75,2.38,2.07
339,0.94,2.56,3.13
340,1.4,2.39,2.49
341,0.97,2.05,2.0
342,0.73,2.09,1.86
343,0.73,1.76,1.17
344,0.69,1.71,1.27
345,0.8,1.22,1.4
346,0.61,0.62,1.73
347,0.53,0.96,1.08
348,0.54,1.38,1.07
349,0.41,0.8,0.9
350,0.3,0.52,1.09
351,1.65,1.25,1.02
352,2.56,2.06,1.44
353,2.05,1.8,1.26
354,2.29,2.3,1.61
355,1.85,1.96,1.57
356,1.81,2.79,1.84
357,1.59,2.4,1.26
358,1.65,2.39,1.37
359,1.72,2.54,1.49
360,1.34,2.76,1.97
361,1.14,2.15,2.06
362,1.48,2.18,2.32
363,1.41,2.47,1.18
364,1.2,3.01,1.98
365,0.93,1.67,1.9
366,0.86,1.97,1.75
367,1.12,1.87,1.97
368,0.69,1.62,1.81
369,0.63,1.67,1.84
370,0.54,1.26,0.97
371,0.3,1.36,1.67
372,0.53,0.7,1.37
373,0.29,1.08,1.37
374,0.38,0.69,1.1
375,0.46,0.49,0.82
376,2.12,1.84,0.94
377,1.05,1.84,1.03
378,2.74,1.66,0.98
379,1.85,2.06,1.36
380,2.24,1.4,1.21
381,1.95,2.44,1.74
382,1.59,2.23,2.04
383,2.34,2.59,1.98
384,1.51,2.82,1.12
385,1.5,2.38,1.3
386,1.45,2.63,1.13
387,1.58,2.35,1.82
388,1.19,2.56,1.83
389,1.15,1.53,1.77
390,1.24,1.95,1.9
391,1.19,1.71,2.0
392,0.8,1.95,1.0
393,0.63,1.35,1.49
394,0.79,1.32,1.83
395,0.42,0.79,1.56
396,0.64,0.93,1.88
397,0.62,1.09,1.17
398,0.58,0.71,1.23
399,0.36,0.64,1.35
400,0.36,0.46,0.94
401,2.5,0.9,0.58
402,2.18,1.75,1.01
403,2.38,1.34,1.2
404,2.29,1.62,0.7
405,2.23,1.94,1.41
406,1.98,1.9,0.81
407,2.13,1.85,1.64
408,2.26,2.02,1.27
409,1.4,2.26,1.5
410,1.5,1.96,1.33
411,2.08,2.49,1.83
412,1.28,1.85,1.3
413,1.27,2.18,1.82
414,1.33,1.59,1.94
415,1.18,1.71,1.36
416,0.92,1.71,1.88
417,1.04,2.05,1.74
418,0.79,1.39,1.15
419,1.17,1.77,1.46
420,1.03,1.17,1.43
421,0.73,1.13,1.25
422,0.56,0.88,1.58
423,0.54,0.6,1.42
424,0.35,0.65,1.04
425,0.42,0.53,1.14
426,2.53,1.26,0.76
427,2.13,0.88,0.89
428,2.38,1.5,0.63
429,1.9,1.0,0.68
430,1.53,1.43,0.94
431,1.34,1.64,0.95
432,1.46,1.65,1.62
433,1.93,1.15,1.15
434,1.8,1.85,1.6
435,1.22,2.17,1.31
436,1.94,1.9,0.81
437,1.52,1.47,1.76
438,1.11,2.02,1.0
439,1.31,1.08,0.95
440,1.17,1.36,1.83
441,1.22,1.91,1.33
442,1.04,1.21,1.78
443,0.59,1.36,1.08
444,0.54,1.5,1.49
445,0.62,0.98,1.0
446,0.86,0.71,1.43
447,0.42,0.95,1.27
448,0.45,0.62,0.76
449,0.38,0.52,0.81
450,0.26,0.23,0.54
451,2.49,0.95,0.71
452,2.83,0.54,1.08
453,3.71,1.1,1.18
454,2.18,1.35,0.84
455,2.27,1.19,1.13
456,2.52,1.18,1.34
457,2.22,1.45,1.28
458,2.16,1.73,1.48
459,2.15,1.67,0.86
460,1.44,1.55,1.71
461,1.58,1.37,1.61
462,1.98,1.46,1.54
463,0.87,1.92,1.41
464,0.85,1.43,1.07
465,1.12,1.28,1.42
466,1.27,1.58,1.75
467,0.92,1.0,0.96
468,0.98,1.5,1.62
469,0.58,0.52,0.98
470,0.99,0.73,1.0
471,0.57,0.75,1.1
472,0.5,0.47,1.04
473,0.5,0.53,0.72
474,0.62,0.38,1.07
475,0.46,0.25,0.76
476,2.42,0.74,0.66
477,2.41,0.81,0.51
478,1.73,0.86,0.71
479,1.99,1.06,1.11
480,3.07,1.09,1.09
481,2.57,1.65,1.11
482,1.46,1.71,0.88
483,1.9,1.26,1.23
484,1.74,1.7,1.21
485,1.78,1.03,1.41
486,1.86,1.58,1.41
487,1.9,1.3,1.03
488,1.36,1.55,1.29
489,0.88,0.87,1.14
490,0.82,1.26,1.51
491,1.29,1.28,0.59
492,0.77,1.06,1.49
493,0.82,0.91,1.47
494,0.85,0.82,1.12
495,0.42,0.81,1.03
496,0.51,0.68,1.03
497,0.51,0.55,1.17
498,0.55,0.44,0.87
499,0.5,0.2,0.71
500,0.31,0.14,0.65
