id,xloc,yloc
174,-32.42,-3.89
175,-32.41,-3.89
176,-32.65,-3.88
177,-32.64,-3.88
178,-32.63,-3.88
179,-32.62,-3.88
180,-32.61,-3.88
181,-32.6,-3.88
182,-32.59,-3.88
183,-32.58,-3.88
184,-32.57,-3.88
185,-32.56,-3.88
186,-32.55,-3.88
187,-32.54,-3.88
188,-32.53,-3.88
189,-32.52,-3.88
190,-32.51,-3.88
191,-32.5,-3.88
192,-32.49,-3.88
193,-32.48,-3.88
194,-32.47,-3.88
195,-32.46,-3.88
196,-32.45,-3.88
197,-32.44,-3.88
198,-32.43,-3.88
199,-32.42,-3.88
200,-32.41,-3.88
201,-32.65,-3.87
202,-32.64,-3.87
203,-32.63,-3.87
204,-32.62,-3.87
205,-32.61,-3.87
206,-32.6,-3.87
207,-32.59,-3.87
208,-32.58,-3.87
209,-32.57,-3.87
210,-32.56,-3.87
211,-32.55,-3.87
212,-32.54,-3.87
213,-32.53,-3.87
214,-32.52,-3.87
215,-32.51,-3.87
216,-32.5,-3.87
217,-32.49,-3.87
218,-32.48,-3.87
219,-32.47,-3.87
220,-32.46,-3.87
221,-32.45,-3.87
222,-32.44,-3.87
223,-32.43,-3.87
224,-32.42,-3.87
225,-32.41,-3.87
226,-32.65,-3.86
227,-32.64,-3.86
228,-32.63,-3.86
229,-32.62,-3.86
230,-32.61,-3.86
231,-32.6,-3.86
232,-32.59,-3.86
233,-32.58,-3.86
234,-32.57,-3.86
235,-32.56,-3.86
236,-32.55,-3.86
237,-32.54,-3.86
238,-32.53,-3.86
239,-32.52,-3.86
240,-32.51,-3.86
241,-32.5,-3.86
242,-32.49,-3.86
243,-32.48,-3.86
244,-32.47,-3.86
245,-32.46,-3.86
246,-32.45,-3.86
247,-32.44,-3.86
248,-32.43,-3.86
249,-32.42,-3.86
250,-32.41,-3.86
251,-32.65,-3.85
252,-32.64,-3.85
253,-32.63,-3.85
254,-32.62,-3.85
255,-32.61,-3.85
256,-32.6,-3.85
257,-32.59,-3.85
258,-32.58,-3.85
259,-32.57,-3.85
260,-32.56,-3.85
261,-32.55,-3.85
262,-32.54,-3.85
263,-32.53,-3.85
264,-32.52,-3.85
265,-32.51,-3.85
266,-32.5,-3.85
267,-32.49,-3.85
268,-32.48,-3.85
269,-32.47,-3.85
270,-32.46,-3.85
271,-32.45,-3.85
272,-32.44,-3.85
273,-32.43,-3.85
274,-32.42,-3.85
275,-32.41,-3.85
276,-32.65,-3.84
277,-32.64,-3.84
278,-32.63,-3.84
279,-32.62,-3.84
280,-32.61,-3.84
281,-32.6,-3.84
282,-32.59,-3.84
283,-32.58,-3.84
284,-32.57,-3.84
285,-32.56,-3.84
286,-32.55,-3.84
287,-32.54,-3.84
288,-32.53,-3.84
289,-32.52,-3.84
290,-32.51,-3.84
291,-32.5,-3.84
292,-32.49,-3.84
293,-32.48,-3.84
294,-32.47,-3.84
295,-32.46,-3.84
296,-32.45,-3.84
297,-32.44,-3.84
298,-32.43,-3.84
299,-32.42,-3.84
300,-32.41,-3.84
301,-32.65,-3.83
302,-32.64,-3.83
303,-32.63,-3.83
304,-32.62,-3.83
305,-32.61,-3.83
306,-32.6,-3.83
307,-32.59,-3.83
308,-32.58,-3.83
309,-32.57,-3.83
310,-32.56,-3.83
311,-32.55,-3.83
312,-32.54,-3.83
313,-32.53,-3.83
314,-32.52,-3.83
315,-32.51,-3.83
316,-32.5,-3.83
317,-32.49,-3.83
318,-32.48,-3.83
319,-32.47,-3.83
320,-32.46,-3.83
321,-32.45,-3.83
322,-32.44,-3.83
323,-32.43,-3.83
324,-32.42,-3.83
325,-32.41,-3.83
326,-32.65,-3.82
327,-32.64,-3.82
328,-32.63,-3.82
329,-32.62,-3.82
330,-32.61,-3.82
331,-32.6,-3.82
332,-32.59,-3.82
333,-32.58,-3.82
334,-32.57,-3.82
335,-32.56,-3.82
336,-32.55,-3.82
337,-32.54,-3.82
338,-32.53,-3.82
339,-32.52,-3.82
340,-32.51,-3.82
341,-32.5,-3.82
342,-32.49,-3.82
343,-32.48,-3.82
344,-32.47,-3.82
345,-32.46,-3.82
346,-32.45,-3.82
347,-32.44,-3.82
348,-32.43,-3.82
349,-32.42,-3.82
350,-32.41,-3.82
351,-32.65,-3.81
352,-32.64,-3.81
353,-32.63,-3.81
354,-32.62,-3.81
355,-32.61,-3.81
356,-32.6,-3.81
357,-32.59,-3.81
358,-32.58,-3.81
359,-32.57,-3.81
360,-32.56,-3.81
361,-32.55,-3.81
362,-32.54,-3.81
363,-32.53,-3.81
364,-32.52,-3.81
365,-32.51,-3.81
366,-32.5,-3.81
367,-32.49,-3.81
368,-32.48,-3.81
369,-32.47,-3.81
370,-32.46,-3.81
371,-32.45,-3.81
372,-32.44,-3.81
373,-32.43,-3.81
374,-32.42,-3.81
375,-32.41,-3.81
376,-32.65,-3.8
377,-32.64,-3.8
378,-32.63,-3.8
379,-32.62,-3.8
380,-32.61,-3.8
381,-32.6,-3.8
382,-32.59,-3.8
383,-32.58,-3.8
384,-32.57,-3.8
385,-32.56,-3.8
386,-32.55,-3.8
387,-32.54,-3.8
388,-32.53,-3.8
389,-32.52,-3.8
390,-32.51,-3.8
391,-32.5,-3.8
392,-32.49,-3.8
393,-32.48,-3.8
394,-32.47,-3.8
395,-32.46,-3.8
396,-32.45,-3.8
397,-32.44,-3.8
398,-32.43,-3.8
399,-32.42,-3.8
400,-32.41,-3.8
401,-32.65,-3.79
402,-32.64,-3.79
403,-32.63,-3.79
404,-32.62,-3.79
405,-32.61,-3.79
406,-32.6,-3.79
407,-32.59,-3.79
408,-32.58,-3.79
409,-32.57,-3.79
410,-32.56,-3.79
411,-32.55,-3.79
412,-32.54,-3.79
413,-32.53,-3.79
414,-32.52,-3.79
415,-32.51,-3.79
416,-32.5,-3.79
417,-32.49,-3.79
418,-32.48,-3.79
419,-32.47,-3.79
420,-32.46,-3.79
421,-32.45,-3.79
422,-32.44,-3.79
423,-32.43,-3.79
424,-32.42,-3.79
425,-32.41,-3.79
426,-32.65,-3.78
427,-32.64,-3.78
428,-32.63,-3.78
429,-32.62,-3.78
430,-32.61,-3.78
431,-32.6,-3.78
432,-32.59,-3.78
433,-32.58,-3.78
434,-32.57,-3.78
435,-32.56,-3.78
436,-32.55,-3.78
437,-32.54,-3.78
438,-32.53,-3.78
439,-32.52,-3.78
440,-32.51,-3.78
441,-32.5,-3.78
442,-32.49,-3.78
443,-32.48,-3.78
444,-32.47,-3.78
445,-32.46,-3.78
446,-32.45,-3.78
447,-32.44,-3.78
448,-32.43,-3.78
449,-32.42,-3.78
450,-32.41,-3.78
451,-32.65,-3.77
452,-32.64,-3.77
453,-32.63,-3.77
454,-32.62,-3.77
455,-32.61,-3.77
456,-32.6,-3.77
457,-32.59,-3.77
458,-32.58,-3.77
459,-32.57,-3.77
460,-32.56,-3.77
461,-32.55,-3.77
462,-32.54,-3.77
463,-32.53,-3.77
464,-32.52,-3.77
465,-32.51,-3.77
466,-32.5,-3.77
467,-32.49,-3.77
468,-32.48,-3.77
469,-32.47,-3.77
470,-32.46,-3.77
471,-32.45,-3.77
472,-32.44,-3.77
473,-32.43,-3.77
474,-32.42,-3.77
475,-32.41,-3.77
476,-32.65,-3.76
477,-32.64,-3.76
478,-32.63,-3.76
479,-32.62,-3.76
480,-32.61,-3.76
481,-32.6,-3.76
482,-32.59,-3.76
483,-32.58,-3.76
484,-32.57,-3.76
485,-32.56,-3.76
486,-32.55,-3.76
487,-32.54,-3.76
488,-32.53,-3.76
489,-32.52,-3.76
490,-32.51,-3.76
491,-32.5,-3.76
492,-32.49,-3.76
493,-32.48,-3.76
494,-32.47,-3.76
495,-32.46,-3.76
496,-32.45,-3.76
497,-32.44,-3.76
498,-32.43,-3.76
499,-32.42,-3.76
500,-32.41,-3.76
