id,cf1,cf2,cf3
77,4.74,7.19,1.75
78,3.86,5.71,1.85
79,2.4,5.95,1.97
80,2.71,4.73,2.45
81,2.62,0.83,0.3
82,2.21,1.05,0.4
83,5.18,1.63,0.39
84,3.34,1.79,0.39
85,5.17,2.05,0.57
86,6.69,2.59,0.75
87,5.61,3.48,0.77
88,7.92,3.49,0.86
89,4.38,4.99,0.9
90,9.25,7.21,1.05
91,8.22,5.93,0.99
92,7.6,2.92,1.18
93,7.46,5.57,1.16
94,6.17,5.17,1.46
95,5.42,4.81,1.63
96,6.1,8.1,1.75
97,3.75,5.81,1.56
98,3.25,6.28,2.3
99,1.61,6.15,2.05
100,1.8,5.25,2.02
101,3.07,1.12,0.25
102,3.83,1.13,0.42
103,3.74,2.0,0.54
104,4.18,2.05,0.69
105,5.79,3.19,0.7
106,6.07,3.57,0.74
107,5.31,2.92,0.85
108,8.52,4.65,0.59
109,8.83,5.46,0.92
110,9.15,5.69,0.83
111,8.98,4.97,1.27
112,10.06,5.37,1.26
113,5.27,5.4,1.38
114,6.51,7.08,1.52
115,5.12,6.1,0.89
116,6.33,7.12,1.66
117,5.32,6.84,1.33
118,4.26,7.27,1.24
119,3.73,6.17,1.46
120,2.08,3.39,1.36
121,2.69,1.0,0.27
122,4.79,1.07,0.32
123,4.2,1.7,0.61
124,4.4,3.21,0.68
125,4.33,3.37,0.7
126,7.48,2.46,0.76
127,7.79,4.49,0.84
128,3.66,5.2,0.93
129,7.75,2.0,1.09
130,8.89,5.58,0.78
131,7.08,4.6,1.23
132,9.25,6.03,1.52
133,5.41,2.27,0.98
134,8.97,6.17,1.19
135,5.74,6.58,1.04
136,4.32,11.09,1.69
137,4.6,6.36,1.49
138,3.48,5.96,1.48
139,3.01,7.08,1.51
140,2.28,6.58,1.77
141,3.33,1.11,0.18
142,3.77,1.56,0.49
143,3.71,1.69,0.59
144,5.56,1.77,0.59
145,6.43,2.92,0.5
146,6.78,2.87,0.62
147,8.06,4.8,0.79
148,6.85,4.29,0.75
149,10.53,5.54,1.05
150,11.48,5.13,0.82
151,8.09,6.81,0.86
152,10.96,7.22,1.55
153,7.36,7.39,1.03
154,5.11,6.42,1.34
155,6.69,8.33,1.74
156,5.29,4.26,1.56
157,4.43,7.51,1.31
158,3.16,8.03,1.5
159,4.02,7.58,1.19
160,3.16,7.49,1.29
161,3.31,1.01,0.19
162,2.68,1.91,0.42
163,3.82,1.98,0.27
164,5.57,2.26,0.58
165,3.22,3.48,0.58
166,5.16,2.89,0.65
167,4.58,2.9,0.64
168,7.2,4.41,1.02
169,9.01,5.6,0.91
170,6.62,6.86,0.87
171,9.59,5.24,0.97
172,8.39,7.12,0.82
173,7.87,8.68,1.13
174,5.78,7.2,1.26
175,8.18,9.3,1.51
176,5.74,6.53,1.52
177,5.45,8.35,1.7
178,3.83,7.92,1.17
179,2.88,8.44,1.32
180,2.77,5.01,1.21
181,2.84,1.23,0.3
182,2.84,1.45,0.27
183,3.26,1.61,0.35
184,5.14,2.74,0.5
185,4.72,3.75,0.65
186,5.87,2.07,0.59
187,5.59,2.41,0.72
188,4.42,4.0,0.76
189,6.73,5.73,0.91
190,8.62,6.4,1.3
191,8.04,3.35,0.87
192,5.93,4.93,0.98
193,10.53,6.85,1.21
194,6.75,7.02,0.69
195,4.98,11.44,1.32
196,6.23,8.47,0.82
197,5.49,7.91,1.19
198,3.8,7.04,1.27
199,2.89,6.42,0.97
200,2.74,4.9,1.49
201,1.87,1.37,0.28
202,3.32,1.5,0.42
203,2.69,1.86,0.78
204,5.84,1.47,0.42
205,5.48,4.13,0.72
206,4.78,3.66,0.76
207,3.55,3.88,0.58
208,6.04,4.68,0.97
209,7.21,4.83,0.89
210,6.64,5.5,1.08
211,6.61,2.83,0.9
212,8.16,4.5,0.92
213,7.67,6.17,1.2
214,5.52,6.92,1.56
215,4.95,6.6,1.09
216,6.04,8.48,1.32
217,3.33,5.2,1.77
218,2.47,4.57,1.48
219,2.48,5.83,1.26
220,2.45,7.29,1.65
221,1.82,1.0,0.37
222,2.49,1.56,0.27
223,3.12,1.62,0.47
224,6.31,2.67,0.58
225,3.32,2.29,0.71
226,5.86,2.74,0.43
227,5.85,3.33,0.8
228,7.03,3.84,0.99
229,6.17,2.65,0.95
230,6.01,5.45,0.89
231,5.2,6.26,1.04
232,6.16,8.19,1.35
233,6.14,4.89,1.32
234,4.38,7.36,1.23
235,6.1,7.69,1.13
236,4.02,5.96,1.11
237,4.43,5.9,1.37
238,4.41,10.04,1.6
239,3.12,4.05,1.88
240,1.65,5.76,1.57
241,1.62,1.03,0.31
242,1.94,1.13,0.37
243,2.46,1.95,0.57
244,3.91,1.83,0.49
245,3.66,2.51,0.7
246,5.51,3.82,0.5
247,4.74,4.0,0.84
248,5.26,4.57,1.08
249,5.38,4.81,0.93
250,5.13,6.94,1.3
251,6.09,4.8,1.05
252,6.3,6.77,1.43
253,5.36,7.31,1.38
254,4.49,7.43,1.68
255,5.38,5.95,1.01
256,4.08,6.89,1.71
257,2.87,4.63,1.61
258,2.66,6.25,2.24
259,2.67,7.53,1.22
260,1.23,6.2,1.59
261,1.01,0.91,0.38
262,1.85,1.34,0.49
263,2.03,1.07,0.55
264,3.69,1.33,0.61
265,3.78,2.18,0.63
266,3.42,2.63,0.99
267,4.81,4.1,0.72
268,5.72,4.42,0.86
269,4.72,3.86,1.03
270,5.87,5.83,1.11
271,5.57,5.87,0.81
272,5.06,5.62,1.09
273,4.94,5.78,1.18
274,4.68,6.7,1.12
275,4.92,7.03,1.13
276,1.68,5.76,1.25
277,2.71,6.77,1.89
278,2.56,7.98,1.75
279,1.8,4.77,2.19
280,1.4,4.99,2.08
281,1.06,0.91,0.27
282,0.97,1.09,0.53
283,1.82,0.97,0.6
284,2.3,2.08,0.55
285,2.2,3.21,0.68
286,3.1,2.77,0.54
287,3.08,3.5,0.82
288,4.29,3.39,1.13
289,3.08,5.34,0.82
290,4.58,5.57,1.43
291,3.96,6.36,1.61
292,3.38,6.23,1.29
293,3.86,6.71,1.54
294,3.09,7.17,1.63
295,1.88,5.62,1.51
296,5.03,6.97,1.41
297,2.25,7.33,1.1
298,2.09,6.03,1.64
299,1.51,3.54,1.78
300,1.32,4.8,1.54
