id,xloc,yloc,cost,is_locked_out,epicentre
54,14.0,3.0,8.9,0.0,0.0
55,15.0,3.0,4.1,0.0,0.0
56,16.0,3.0,8.2,0.0,0.0
57,17.0,3.0,9.9,0.0,0.0
58,18.0,3.0,2.0,0.0,0.0
59,19.0,3.0,10.0,0.0,3.0
60,20.0,3.0,4.0,0.0,0.0
61,1.0,4.0,5.0,0.0,0.0
62,2.0,4.0,4.4,0.0,0.0
63,3.0,4.0,5.8,0.0,0.0
64,4.0,4.0,2.3,0.0,0.0
65,5.0,4.0,8.9,0.0,0.0
66,6.0,4.0,4.6,0.0,0.0
67,7.0,4.0,9.2,0.0,0.0
68,8.0,4.0,9.2,0.0,0.0
69,9.0,4.0,6.0,0.0,0.0
70,10.0,4.0,9.9,0.0,0.0
71,11.0,4.0,4.3,0.0,0.0
72,12.0,4.0,6.4,0.0,0.0
73,13.0,4.0,8.8,0.0,0.0
74,14.0,4.0,4.5,0.0,0.0
75,15.0,4.0,9.3,0.0,0.0
76,16.0,4.0,8.5,0.0,0.0
77,17.0,4.0,9.4,0.0,0.0
78,18.0,4.0,1.8,0.0,0.0
79,19.0,4.0,5.2,0.0,0.0
80,20.0,4.0,9.1,0.0,0.0
81,1.0,5.0,7.5,0.0,0.0
82,2.0,5.0,1.3,0.0,0.0
83,3.0,5.0,4.4,0.0,0.0
84,4.0,5.0,8.9,0.0,0.0
85,5.0,5.0,1.2,0.0,0.0
86,6.0,5.0,6.3,0.0,0.0
87,7.0,5.0,5.0,0.0,0.0
88,8.0,5.0,7.7,0.0,0.0
89,9.0,5.0,6.9,0.0,0.0
90,10.0,5.0,2.1,0.0,0.0
91,11.0,5.0,8.3,0.0,0.0
92,12.0,5.0,7.5,0.0,0.0
93,13.0,5.0,9.9,0.0,0.0
94,14.0,5.0,3.8,0.0,0.0
95,15.0,5.0,4.5,0.0,0.0
96,16.0,5.0,6.4,0.0,0.0
97,17.0,5.0,6.5,0.0,0.0
98,18.0,5.0,1.5,0.0,0.0
99,19.0,5.0,6.2,0.0,0.0
100,20.0,5.0,5.5,0.0,0.0
101,1.0,6.0,5.1,0.0,0.0
102,2.0,6.0,4.5,0.0,0.0
103,3.0,6.0,7.5,0.0,0.0
104,4.0,6.0,8.9,0.0,0.0
105,5.0,6.0,8.1,0.0,0.0
106,6.0,6.0,6.6,0.0,0.0
107,7.0,6.0,2.6,0.0,0.0
108,8.0,6.0,7.1,0.0,0.0
109,9.0,6.0,6.2,0.0,0.0
110,10.0,6.0,4.1,0.0,0.0
111,11.0,6.0,6.1,0.0,0.0
112,12.0,6.0,7.4,0.0,0.0
113,13.0,6.0,1.3,0.0,0.0
114,14.0,6.0,2.0,0.0,0.0
115,15.0,6.0,3.3,0.0,0.0
116,16.0,6.0,5.5,0.0,0.0
117,17.0,6.0,1.8,0.0,0.0
118,18.0,6.0,4.8,0.0,0.0
119,19.0,6.0,2.9,0.0,0.0
120,20.0,6.0,9.1,0.0,0.0
121,1.0,7.0,3.3,0.0,0.0
122,2.0,7.0,7.5,0.0,0.0
123,3.0,7.0,8.7,0.0,0.0
124,4.0,7.0,4.8,0.0,0.0
125,5.0,7.0,9.1,0.0,0.0
126,6.0,7.0,3.6,0.0,0.0
127,7.0,7.0,7.7,0.0,0.0
128,8.0,7.0,8.0,0.0,0.0
129,9.0,7.0,8.3,0.0,0.0
130,10.0,7.0,1.1,1.0,0.0
131,11.0,7.0,4.0,1.0,0.0
132,12.0,7.0,5.7,0.0,0.0
133,13.0,7.0,3.2,0.0,0.0
134,14.0,7.0,1.7,0.0,0.0
135,15.0,7.0,1.0,0.0,0.0
136,16.0,7.0,4.2,0.0,0.0
137,17.0,7.0,9.9,0.0,0.0
138,18.0,7.0,4.8,0.0,0.0
139,19.0,7.0,6.8,0.0,0.0
140,20.0,7.0,2.7,0.0,0.0
141,1.0,8.0,4.3,0.0,0.0
142,2.0,8.0,9.4,0.0,0.0
143,3.0,8.0,5.1,0.0,0.0
144,4.0,8.0,6.7,0.0,0.0
145,5.0,8.0,3.9,0.0,0.0
146,6.0,8.0,4.8,0.0,0.0
147,7.0,8.0,9.5,0.0,0.0
148,8.0,8.0,9.0,0.0,0.0
149,9.0,8.0,8.8,0.0,0.0
150,10.0,8.0,6.5,1.0,0.0
151,11.0,8.0,7.5,1.0,0.0
152,12.0,8.0,6.2,0.0,0.0
153,13.0,8.0,3.5,0.0,0.0
154,14.0,8.0,1.0,0.0,0.0
155,15.0,8.0,7.8,0.0,0.0
156,16.0,8.0,6.7,0.0,0.0
157,17.0,8.0,1.5,0.0,0.0
158,18.0,8.0,7.4,0.0,0.0
159,19.0,8.0,5.0,0.0,0.0
160,20.0,8.0,2.2,0.0,0.0
161,1.0,9.0,8.1,0.0,0.0
162,2.0,9.0,2.2,0.0,0.0
163,3.0,9.0,7.0,0.0,0.0
164,4.0,9.0,8.5,0.0,0.0
165,5.0,9.0,5.0,0.0,0.0
166,6.0,9.0,3.9,0.0,0.0
167,7.0,9.0,3.5,0.0,0.0
168,8.0,9.0,1.7,0.0,0.0
169,9.0,9.0,2.0,0.0,0.0
170,10.0,9.0,2.3,0.0,0.0
171,11.0,9.0,5.4,0.0,0.0
172,12.0,9.0,8.9,0.0,0.0
173,13.0,9.0,3.7,0.0,0.0
174,14.0,9.0,3.3,0.0,0.0
175,15.0,9.0,5.1,0.0,0.0
176,16.0,9.0,5.0,0.0,0.0
177,17.0,9.0,9.7,0.0,0.0
178,18.0,9.0,5.0,0.0,0.0
179,19.0,9.0,3.0,0.0,0.0
180,20.0,9.0,2.2,0.0,0.0
181,1.0,10.0,8.0,0.0,0.0
182,2.0,10.0,5.3,0.0,0.0
183,3.0,10.0,6.9,0.0,0.0
184,4.0,10.0,3.7,0.0,0.0
185,5.0,10.0,7.2,0.0,0.0
186,6.0,10.0,3.3,0.0,0.0
187,7.0,10.0,4.1,0.0,0.0
188,8.0,10.0,9.4,0.0,0.0
189,9.0,10.0,7.4,0.0,0.0
190,10.0,10.0,8.2,0.0,0.0
191,11.0,10.0,9.8,0.0,0.0
192,12.0,10.0,9.1,0.0,0.0
193,13.0,10.0,7.2,0.0,0.0
194,14.0,10.0,3.8,0.0,0.0
195,15.0,10.0,10.0,0.0,0.0
196,16.0,10.0,8.2,0.0,2.0
197,17.0,10.0,4.2,0.0,0.0
198,18.0,10.0,8.0,0.0,0.0
199,19.0,10.0,3.6,0.0,0.0
200,20.0,10.0,5.5,0.0,0.0
201,1.0,11.0,2.4,0.0,0.0
202,2.0,11.0,9.9,0.0,0.0
203,3.0,11.0,4.0,0.0,0.0
204,4.0,11.0,2.9,0.0,0.0
205,5.0,11.0,9.2,0.0,0.0
206,6.0,11.0,8.6,0.0,0.0
207,7.0,11.0,1.8,0.0,0.0
208,8.0,11.0,1.6,0.0,0.0
209,9.0,11.0,6.1,0.0,0.0
210,10.0,11.0,3.6,0.0,0.0
211,11.0,11.0,9.9,0.0,0.0
212,12.0,11.0,7.8,0.0,0.0
213,13.0,11.0,7.2,0.0,0.0
214,14.0,11.0,4.3,0.0,0.0
215,15.0,11.0,3.0,0.0,0.0
216,16.0,11.0,2.5,0.0,0.0
217,17.0,11.0,10.0,0.0,0.0
218,18.0,11.0,3.1,0.0,0.0
219,19.0,11.0,5.1,0.0,0.0
220,20.0,11.0,8.9,0.0,0.0
221,1.0,12.0,9.1,0.0,0.0
222,2.0,12.0,5.0,0.0,0.0
223,3.0,12.0,3.4,0.0,0.0
224,4.0,12.0,2.4,0.0,0.0
225,5.0,12.0,8.1,0.0,0.0
226,6.0,12.0,7.4,0.0,0.0
227,7.0,12.0,3.6,0.0,0.0
228,8.0,12.0,7.2,0.0,0.0
229,9.0,12.0,7.0,0.0,0.0
230,10.0,12.0,8.8,0.0,0.0
231,11.0,12.0,8.3,0.0,0.0
232,12.0,12.0,8.8,0.0,0.0
233,13.0,12.0,4.1,0.0,0.0
234,14.0,12.0,4.6,0.0,0.0
235,15.0,12.0,1.9,0.0,0.0
236,16.0,12.0,8.4,0.0,0.0
237,17.0,12.0,5.4,0.0,0.0
238,18.0,12.0,1.6,0.0,0.0
239,19.0,12.0,2.6,0.0,0.0
240,20.0,12.0,7.4,0.0,0.0
241,1.0,13.0,7.6,0.0,0.0
242,2.0,13.0,5.0,0.0,0.0
243,3.0,13.0,4.9,0.0,0.0
244,4.0,13.0,9.8,0.0,0.0
245,5.0,13.0,3.8,0.0,0.0
246,6.0,13.0,4.2,0.0,0.0
247,7.0,13.0,2.0,0.0,0.0
248,8.0,13.0,8.0,0.0,0.0
249,9.0,13.0,3.5,0.0,0.0
250,10.0,13.0,1.3,0.0,0.0
251,11.0,13.0,6.2,0.0,0.0
252,12.0,13.0,6.6,0.0,0.0
253,13.0,13.0,9.2,0.0,0.0
254,14.0,13.0,4.1,0.0,0.0
255,15.0,13.0,1.8,0.0,0.0
256,16.0,13.0,6.0,0.0,0.0
257,17.0,13.0,4.0,0.0,0.0
258,18.0,13.0,8.8,0.0,0.0
259,19.0,13.0,3.1,0.0,0.0
260,20.0,13.0,8.0,0.0,0.0
261,1.0,14.0,1.1,0.0,0.0
262,2.0,14.0,8.3,0.0,0.0
263,3.0,14.0,7.0,0.0,0.0
264,4.0,14.0,6.3,0.0,0.0
265,5.0,14.0,9.0,0.0,0.0
266,6.0,14.0,1.6,0.0,0.0
267,7.0,14.0,7.3,0.0,0.0
268,8.0,14.0,5.0,0.0,0.0
269,9.0,14.0,6.6,0.0,0.0
270,10.0,14.0,2.8,0.0,0.0
271,11.0,14.0,3.0,0.0,0.0
272,12.0,14.0,9.1,0.0,0.0
273,13.0,14.0,5.7,0.0,0.0
274,14.0,14.0,3.2,0.0,0.0
275,15.0,14.0,8.2,0.0,0.0
276,16.0,14.0,9.7,0.0,0.0
277,17.0,14.0,9.7,0.0,0.0
278,18.0,14.0,7.0,0.0,0.0
279,19.0,14.0,4.9,0.0,0.0
280,20.0,14.0,9.5,0.0,0.0
281,1.0,15.0,3.5,0.0,0.0
282,2.0,15.0,6.9,0.0,0.0
283,3.0,15.0,9.4,0.0,0.0
284,4.0,15.0,5.6,0.0,0.0
285,5.0,15.0,4.5,0.0,0.0
286,6.0,15.0,1.5,0.0,0.0
287,7.0,15.0,3.7,0.0,0.0
288,8.0,15.0,2.3,0.0,0.0
289,9.0,15.0,5.5,0.0,0.0
290,10.0,15.0,7.3,0.0,0.0
291,11.0,15.0,8.1,0.0,0.0
292,12.0,15.0,6.7,0.0,0.0
293,13.0,15.0,1.4,0.0,0.0
294,14.0,15.0,6.0,0.0,0.0
295,15.0,15.0,4.0,0.0,0.0
296,16.0,15.0,4.5,0.0,0.0
297,17.0,15.0,2.5,0.0,0.0
298,18.0,15.0,4.7,0.0,0.0
299,19.0,15.0,2.6,0.0,3.0
300,20.0,15.0,5.6,0.0,0.0
