id,m_cf1,m_cf2,m_cf3
73,6.55,5.12,1.26
74,6.08,5.32,1.35
75,5.52,5.45,1.44
76,4.92,5.5,1.53
77,4.28,5.45,1.62
78,3.64,5.32,1.71
79,2.98,5.12,1.76
80,2.31,4.85,1.71
81,2.5,0.74,0.33
82,3.19,1.16,0.4
83,3.88,1.58,0.47
84,4.56,2.01,0.55
85,5.24,2.44,0.62
86,5.91,2.87,0.7
87,6.55,3.29,0.77
88,7.13,3.72,0.85
89,7.58,4.13,0.92
90,7.76,4.54,1.0
91,7.76,4.92,1.08
92,7.58,5.28,1.16
93,7.13,5.59,1.24
94,6.55,5.84,1.33
95,5.91,6.0,1.41
96,5.24,6.06,1.49
97,4.56,6.0,1.56
98,3.88,5.84,1.62
99,3.19,5.59,1.65
100,2.5,5.28,1.62
101,2.62,0.86,0.32
102,3.32,1.3,0.39
103,4.02,1.73,0.46
104,4.73,2.17,0.54
105,5.45,2.62,0.61
106,6.16,3.06,0.68
107,6.88,3.51,0.76
108,7.58,3.96,0.83
109,8.22,4.41,0.91
110,8.55,4.85,0.98
111,8.55,5.28,1.06
112,8.22,5.69,1.13
113,7.58,6.06,1.21
114,6.88,6.36,1.29
115,6.16,6.57,1.36
116,5.45,6.64,1.43
117,4.73,6.57,1.49
118,4.02,6.36,1.53
119,3.32,6.06,1.55
120,2.62,5.69,1.53
121,2.65,0.97,0.31
122,3.36,1.41,0.38
123,4.08,1.85,0.45
124,4.79,2.3,0.52
125,5.52,2.76,0.59
126,6.26,3.22,0.66
127,7.0,3.69,0.73
128,7.76,4.16,0.81
129,8.55,4.64,0.88
130,9.4,5.12,0.95
131,9.4,5.59,1.03
132,8.55,6.06,1.1
133,7.76,6.5,1.17
134,7.0,6.88,1.24
135,6.26,7.15,1.3
136,5.52,7.26,1.36
137,4.79,7.15,1.41
138,4.08,6.88,1.44
139,3.36,6.5,1.45
140,2.65,6.06,1.44
141,2.65,1.04,0.29
142,3.36,1.49,0.36
143,4.08,1.94,0.43
144,4.79,2.4,0.5
145,5.52,2.87,0.57
146,6.26,3.34,0.64
147,7.0,3.82,0.71
148,7.76,4.31,0.78
149,8.55,4.81,0.85
150,9.4,5.32,0.92
151,9.4,5.84,0.99
152,8.55,6.36,1.05
153,7.76,6.88,1.12
154,7.0,7.37,1.18
155,6.26,7.76,1.24
156,5.52,7.92,1.29
157,4.79,7.76,1.33
158,4.08,7.37,1.35
159,3.36,6.88,1.36
160,2.65,6.36,1.35
161,2.62,1.08,0.27
162,3.32,1.53,0.34
163,4.02,1.99,0.4
164,4.73,2.46,0.47
165,5.45,2.93,0.54
166,6.16,3.41,0.61
167,6.88,3.9,0.68
168,7.58,4.41,0.74
169,8.22,4.92,0.81
170,8.55,5.45,0.88
171,8.55,6.0,0.94
172,8.22,6.57,1.0
173,7.58,7.15,1.06
174,6.88,7.76,1.12
175,6.16,8.34,1.17
176,5.45,8.67,1.21
177,4.73,8.34,1.24
178,4.02,7.76,1.26
179,3.32,7.15,1.27
180,2.62,6.57,1.26
181,2.5,1.1,0.29
182,3.19,1.55,0.36
183,3.88,2.01,0.43
184,4.56,2.48,0.5
185,5.24,2.95,0.57
186,5.91,3.44,0.64
187,6.55,3.93,0.71
188,7.13,4.44,0.78
189,7.58,4.96,0.85
190,7.76,5.5,0.92
191,7.76,6.06,0.99
192,7.58,6.64,1.05
193,7.13,7.26,1.12
194,6.55,7.92,1.18
195,5.91,8.67,1.24
196,5.24,9.7,1.29
197,4.56,8.67,1.33
198,3.88,7.92,1.35
199,3.19,7.26,1.36
200,2.5,6.64,1.35
201,2.31,1.08,0.31
202,2.98,1.53,0.38
203,3.64,1.99,0.45
204,4.28,2.46,0.52
205,4.92,2.93,0.59
206,5.52,3.41,0.66
207,6.08,3.9,0.73
208,6.55,4.41,0.81
209,6.88,4.92,0.88
210,7.0,5.45,0.95
211,7.0,6.0,1.03
212,6.88,6.57,1.1
213,6.55,7.15,1.17
214,6.08,7.76,1.24
215,5.52,8.34,1.3
216,4.92,8.67,1.36
217,4.28,8.34,1.41
218,3.64,7.76,1.44
219,2.98,7.15,1.45
220,2.31,6.57,1.44
221,2.06,1.04,0.32
222,2.69,1.49,0.39
223,3.32,1.94,0.46
224,3.92,2.4,0.54
225,4.5,2.87,0.61
226,5.04,3.34,0.68
227,5.52,3.82,0.76
228,5.91,4.31,0.83
229,6.16,4.81,0.91
230,6.26,5.32,0.98
231,6.26,5.84,1.06
232,6.16,6.36,1.13
233,5.91,6.88,1.21
234,5.52,7.37,1.29
235,5.04,7.76,1.36
236,4.5,7.92,1.43
237,3.92,7.76,1.49
238,3.32,7.37,1.53
239,2.69,6.88,1.55
240,2.06,6.36,1.53
241,1.74,0.97,0.33
242,2.35,1.41,0.4
243,2.94,1.85,0.47
244,3.5,2.3,0.55
245,4.02,2.76,0.62
246,4.5,3.22,0.7
247,4.92,3.69,0.77
248,5.24,4.16,0.85
249,5.45,4.64,0.92
250,5.52,5.12,1.0
251,5.52,5.59,1.08
252,5.45,6.06,1.16
253,5.24,6.5,1.24
254,4.92,6.88,1.33
255,4.5,7.15,1.41
256,4.02,7.26,1.49
257,3.5,7.15,1.56
258,2.94,6.88,1.62
259,2.35,6.5,1.65
260,1.74,6.06,1.62
261,1.38,0.86,0.34
262,1.95,1.3,0.41
263,2.5,1.73,0.48
264,3.02,2.17,0.55
265,3.5,2.62,0.63
266,3.92,3.06,0.7
267,4.28,3.51,0.78
268,4.56,3.96,0.86
269,4.73,4.41,0.94
270,4.79,4.85,1.02
271,4.79,5.28,1.1
272,4.73,5.69,1.18
273,4.56,6.06,1.26
274,4.28,6.36,1.35
275,3.92,6.57,1.44
276,3.5,6.64,1.53
277,3.02,6.57,1.62
278,2.5,6.36,1.71
279,1.95,6.06,1.76
280,1.38,5.69,1.71
281,0.97,0.74,0.34
282,1.51,1.16,0.41
283,2.02,1.58,0.48
284,2.5,2.01,0.56
285,2.94,2.44,0.63
286,3.32,2.87,0.71
287,3.64,3.29,0.78
288,3.88,3.72,0.86
289,4.02,4.13,0.94
290,4.08,4.54,1.02
291,4.08,4.92,1.1
292,4.02,5.28,1.19
293,3.88,5.59,1.27
294,3.64,5.84,1.36
295,3.32,6.0,1.45
296,2.94,6.06,1.55
297,2.5,6.0,1.65
298,2.02,5.84,1.76
299,1.51,5.59,1.9
300,0.97,5.28,1.76
