id,cf1,cf2,cf3
88,3.63,2.53,2.48
89,3.35,2.02,2.18
90,2.92,1.62,2.7
91,3.34,2.13,3.12
92,2.28,2.05,2.86
93,2.85,1.48,2.55
94,2.27,1.08,3.43
95,1.83,1.64,2.57
96,1.23,1.87,3.87
97,1.3,1.62,2.71
98,0.59,1.74,2.05
99,0.85,1.39,2.85
100,0.52,1.13,2.63
101,1.9,3.19,1.39
102,1.25,3.29,1.21
103,1.93,3.11,1.43
104,1.94,3.08,2.07
105,3.54,2.3,1.79
106,2.83,2.92,1.47
107,2.09,3.47,2.12
108,3.14,2.97,1.22
109,2.26,3.3,1.47
110,3.08,2.64,2.72
111,2.55,3.33,1.92
112,3.01,2.18,2.46
113,3.65,2.61,1.92
114,4.6,2.13,2.14
115,4.53,1.81,2.57
116,2.64,1.97,3.04
117,3.19,1.54,3.08
118,3.31,2.19,3.21
119,2.25,2.34,3.82
120,2.58,1.81,3.12
121,2.87,2.13,3.68
122,1.82,1.42,2.71
123,1.56,1.28,2.76
124,1.49,1.55,2.15
125,1.0,1.88,2.67
126,1.6,2.54,2.14
127,2.12,2.36,2.13
128,2.37,2.87,1.94
129,1.92,2.52,2.81
130,2.47,2.48,2.11
131,3.57,3.32,1.59
132,4.09,3.48,1.56
133,3.6,2.93,1.33
134,3.63,3.17,1.79
135,4.47,3.29,2.52
136,5.43,2.81,2.19
137,3.11,2.6,2.36
138,4.47,2.31,3.07
139,3.29,1.1,2.1
140,4.05,1.75,2.39
141,3.89,2.14,2.72
142,3.63,2.56,4.28
143,2.84,2.36,3.52
144,3.37,1.78,3.17
145,1.83,1.87,3.24
146,0.33,1.96,3.83
147,1.78,2.44,2.36
148,1.95,1.32,2.41
149,1.01,1.8,1.81
150,0.74,1.48,2.3
151,1.61,2.26,2.0
152,1.72,2.18,2.27
153,2.73,1.85,1.97
154,3.35,3.38,1.39
155,4.07,3.47,2.08
156,3.72,4.46,1.99
157,3.06,3.07,1.63
158,2.48,2.96,1.12
159,3.53,2.46,1.69
160,3.89,2.17,1.45
161,4.57,1.92,1.79
162,4.32,2.11,2.29
163,4.85,1.97,2.59
164,4.29,2.21,2.9
165,4.13,1.22,3.4
166,3.24,1.29,2.07
167,3.84,1.4,3.51
168,3.76,3.1,3.56
169,2.74,2.48,3.35
170,2.79,1.66,2.74
171,2.39,2.0,2.98
172,1.87,2.53,3.32
173,1.27,2.1,1.73
174,1.71,1.53,3.12
175,1.09,1.96,2.01
176,1.17,1.62,2.05
177,2.41,2.6,2.47
178,2.75,2.56,1.64
179,2.71,2.34,2.52
180,4.59,3.08,2.38
181,3.16,3.46,2.59
182,3.84,3.25,2.05
183,5.36,1.97,1.74
184,4.64,2.43,1.92
185,6.37,2.66,2.41
186,5.76,3.71,2.15
187,5.73,2.23,1.51
188,6.17,2.8,2.63
189,5.34,2.33,2.27
190,3.86,2.5,3.1
191,5.62,2.36,2.76
192,4.88,2.08,2.64
193,1.69,2.37,2.3
194,4.13,2.59,3.47
195,2.76,2.71,2.81
196,2.75,1.93,2.38
197,2.36,2.52,2.1
198,1.67,1.68,2.96
199,1.42,2.17,2.61
200,1.28,1.81,2.53
201,2.16,2.56,1.97
202,2.9,2.01,3.16
203,2.15,2.72,1.36
204,4.38,3.74,1.86
205,2.97,2.31,1.97
206,3.74,2.09,1.97
207,4.44,3.59,2.6
208,5.34,3.2,1.75
209,6.32,3.09,1.95
210,8.24,2.38,1.75
211,5.25,2.69,1.8
212,4.66,2.9,2.91
213,5.94,2.01,2.14
214,6.39,2.62,2.71
215,4.74,1.72,2.77
216,4.45,3.11,3.01
217,4.91,3.0,3.49
218,3.25,1.79,2.78
219,2.02,2.23,3.11
220,3.27,2.41,2.49
221,2.72,2.7,2.42
222,2.38,2.2,2.9
223,1.57,2.25,2.49
224,1.59,2.4,1.77
225,1.0,1.75,2.17
226,1.78,2.44,2.05
227,2.17,2.45,1.99
228,2.37,3.11,2.72
229,1.35,2.63,3.53
230,4.17,2.72,3.03
231,4.15,3.15,3.73
232,6.62,3.51,2.25
233,4.6,3.73,1.98
234,3.91,2.02,1.7
235,6.62,1.69,2.1
236,7.01,2.96,2.07
237,9.2,1.55,2.31
238,6.17,1.91,2.21
239,4.36,2.07,1.44
240,5.84,2.43,2.48
241,3.94,1.85,2.01
242,3.71,1.62,2.23
243,2.23,2.92,2.66
244,2.07,2.02,2.76
245,3.4,3.42,1.9
246,2.09,3.53,3.17
247,2.14,2.86,2.99
248,1.65,1.5,2.69
249,1.92,1.53,2.52
250,1.18,1.81,1.63
251,1.65,2.01,2.85
252,1.84,1.57,2.45
253,2.79,2.66,1.98
254,2.41,2.86,2.12
255,4.61,2.4,2.09
256,4.11,2.14,2.02
257,4.16,2.58,2.67
258,4.44,1.43,2.27
259,4.24,2.23,2.99
260,4.83,2.33,2.19
261,6.69,1.58,1.56
262,6.18,2.42,2.17
263,5.36,2.8,2.72
264,6.31,2.0,2.11
265,4.18,2.77,2.44
266,4.67,3.18,2.57
267,2.24,2.76,2.35
268,3.59,2.72,2.36
269,3.16,2.44,1.98
270,3.24,2.18,2.26
271,2.11,2.53,3.12
272,2.48,1.64,2.57
273,1.22,1.82,3.42
274,0.95,1.74,1.89
275,0.99,2.22,1.81
276,2.4,1.71,2.82
277,2.11,2.4,2.72
278,3.19,2.65,3.08
279,2.83,2.1,2.27
280,3.71,1.16,3.78
281,3.89,1.78,2.56
282,3.81,2.1,3.09
283,5.89,2.51,2.49
284,5.39,1.75,1.83
285,3.65,2.35,2.64
286,4.56,1.69,2.41
287,5.0,1.76,2.36
288,5.44,1.91,2.08
289,5.89,2.74,1.92
290,5.71,1.61,2.72
291,3.76,1.84,2.28
292,4.5,2.96,1.93
293,2.53,2.98,1.63
294,2.84,2.82,2.59
295,3.04,3.66,2.56
296,2.3,2.74,2.86
297,2.15,3.08,2.4
298,1.55,2.75,2.82
299,1.26,2.58,1.36
300,1.13,2.75,1.88
301,1.61,1.7,2.55
302,2.57,2.89,2.13
303,3.11,1.97,1.73
304,2.2,2.53,2.57
305,3.5,2.52,2.68
306,3.24,2.26,2.41
307,3.4,2.03,2.87
308,6.07,2.5,2.86
309,5.69,2.39,3.05
310,5.05,1.89,2.44
311,7.06,2.14,2.55
312,6.23,1.97,2.31
313,6.71,2.89,2.1
314,4.4,2.59,2.64
315,4.62,2.84,2.05
316,4.1,2.42,2.25
317,2.96,2.53,2.7
318,3.59,2.93,1.21
319,3.25,5.05,2.43
320,1.67,2.78,2.14
321,1.93,2.42,1.97
322,1.47,3.12,1.97
323,2.31,3.42,2.39
324,1.35,2.19,2.46
325,1.19,2.65,1.79
326,1.51,1.37,1.98
327,1.78,1.64,2.71
328,2.52,1.83,2.51
329,2.84,2.99,2.62
330,2.85,2.45,3.52
331,4.61,1.45,2.33
332,4.01,2.4,2.73
333,4.33,2.0,2.85
334,4.75,1.84,2.52
335,5.09,2.03,2.87
336,5.41,1.89,3.48
337,3.29,2.57,2.77
338,4.23,2.62,1.99
339,6.78,2.32,2.66
340,3.1,2.57,2.71
341,4.58,3.19,2.12
342,3.6,3.08,2.04
343,2.85,2.12,1.7
344,2.39,4.84,1.79
345,2.09,1.51,2.43
346,2.01,2.99,2.06
347,1.73,3.4,2.62
348,1.52,3.06,1.79
349,1.34,1.55,1.3
350,1.07,2.13,1.53
351,1.58,2.2,2.98
352,2.22,2.64,2.83
353,2.16,2.14,2.05
354,3.28,1.99,2.98
355,2.86,1.99,4.58
356,3.52,2.09,3.58
357,2.08,1.62,2.65
358,2.7,1.68,2.98
359,5.49,1.81,2.18
360,5.58,2.64,2.41
361,3.27,1.5,1.9
362,4.51,2.11,2.62
363,2.99,1.76,1.75
364,2.81,2.72,1.95
365,4.43,2.58,1.82
366,2.96,3.06,1.7
367,3.13,2.93,1.47
368,2.87,4.09,1.49
369,2.59,3.4,2.15
370,2.49,2.93,2.5
371,2.83,2.17,1.69
372,1.59,2.78,2.78
373,1.8,2.96,1.86
374,1.16,2.75,0.78
375,1.15,2.68,1.6
376,1.84,1.98,2.51
377,2.42,1.54,3.14
378,1.58,1.98,4.14
379,2.42,1.8,2.87
380,2.36,2.5,3.86
381,2.41,2.13,2.38
382,4.01,1.77,4.06
383,5.49,1.64,2.88
384,3.76,2.79,2.42
385,3.7,2.57,2.84
386,3.3,2.35,2.04
387,4.53,1.74,3.01
388,3.96,2.39,2.92
389,3.47,3.06,2.08
390,3.5,2.77,1.73
391,2.45,3.08,1.65
392,3.17,2.25,1.64
393,1.99,3.02,1.9
394,2.14,3.2,2.22
395,2.19,3.63,1.48
396,2.33,2.49,1.48
397,1.39,3.54,1.68
398,1.8,1.85,1.83
399,1.31,2.59,1.99
400,1.05,1.9,1.47
401,1.45,1.93,2.73
402,1.39,1.6,3.19
403,1.86,1.04,3.54
404,2.62,1.48,3.47
405,2.71,1.84,3.1
406,3.22,1.36,2.19
407,2.54,1.48,2.84
408,3.01,1.65,2.09
409,3.43,1.62,2.74
410,3.72,2.05,2.02
411,3.35,1.68,2.62
412,3.96,2.84,2.43
413,3.92,3.38,1.99
414,2.78,3.92,2.16
415,3.68,2.08,1.38
416,2.36,2.51,1.58
417,2.68,2.66,1.6
418,2.57,5.44,1.47
419,2.49,4.01,1.44
420,1.94,2.97,1.81
421,1.88,3.3,2.1
422,1.76,2.2,2.18
423,1.25,3.05,2.06
424,1.31,2.91,1.56
425,0.78,2.83,1.26
426,0.96,1.38,2.3
427,1.14,0.97,2.45
428,2.58,1.39,4.19
429,2.65,1.61,2.43
430,1.69,1.18,2.96
431,2.84,1.19,4.57
432,2.84,1.79,3.23
433,2.56,2.07,2.14
434,3.15,2.04,2.96
435,4.17,2.11,3.49
436,3.35,1.73,2.47
437,2.55,2.37,1.82
438,3.05,2.59,1.77
439,2.74,2.54,1.76
440,2.12,2.72,1.74
441,1.35,2.35,1.86
442,3.57,2.47,1.73
443,2.94,3.3,2.04
444,2.77,2.78,1.19
445,1.68,3.26,1.38
446,1.73,3.08,1.74
447,1.5,2.47,1.3
448,1.08,2.82,1.18
449,0.64,2.09,1.75
450,0.54,2.99,1.55
451,1.14,1.32,2.83
452,1.36,1.26,1.88
453,1.81,1.1,2.77
454,1.86,1.16,2.22
455,2.05,1.05,2.03
456,2.49,1.26,2.66
457,2.3,0.8,2.42
458,2.85,2.01,3.01
459,1.94,1.34,2.43
460,2.18,1.91,2.38
461,2.47,1.55,2.65
462,2.59,2.1,2.37
463,2.85,3.44,1.88
464,3.37,2.75,1.56
465,2.1,2.78,1.59
466,2.15,2.38,1.79
467,2.25,2.68,1.64
468,2.33,2.75,1.87
469,1.8,2.03,1.28
470,2.05,3.42,1.69
471,1.44,3.28,1.73
472,1.42,2.54,1.59
473,0.98,2.3,0.95
474,0.74,2.21,1.64
475,0.4,2.92,1.59
476,1.46,1.42,1.57
477,1.75,1.13,1.61
478,1.56,1.42,2.67
479,1.49,1.36,2.26
480,1.85,1.09,2.93
481,2.11,1.52,3.07
482,2.51,1.07,2.26
483,1.69,1.88,1.98
484,3.45,1.1,3.0
485,2.19,1.96,2.78
486,2.39,1.48,1.53
487,2.27,1.89,2.15
488,2.1,1.76,2.63
489,1.98,2.8,2.08
490,2.65,2.41,1.63
491,2.55,3.0,1.4
492,1.28,2.2,1.36
493,1.05,2.11,1.35
494,1.19,2.77,1.22
495,1.72,2.68,1.37
496,1.36,2.92,1.18
497,0.95,2.31,1.14
498,0.84,2.34,1.65
499,0.64,2.52,1.14
500,0.37,2.57,1.06
