id,m_cf1,m_cf2,m_cf3
80,6.23,3.34,1.86
81,1.99,1.17,1.83
82,2.38,1.58,2.12
83,2.76,2.02,2.41
84,3.15,2.48,2.68
85,3.53,2.95,2.93
86,3.9,3.45,3.16
87,4.27,3.98,3.36
88,4.64,4.55,3.53
89,4.99,5.16,3.66
90,5.34,5.82,3.74
91,5.66,6.55,3.76
92,5.97,7.32,3.74
93,6.23,7.79,3.66
94,6.45,7.32,3.53
95,6.59,6.55,3.36
96,6.64,5.82,3.16
97,6.59,5.16,2.93
98,6.45,4.55,2.68
99,6.23,3.98,2.41
100,5.97,3.45,2.12
101,1.88,1.18,2.06
102,2.26,1.6,2.37
103,2.63,2.04,2.68
104,3.01,2.5,2.97
105,3.37,2.98,3.25
106,3.74,3.49,3.51
107,4.09,4.03,3.74
108,4.44,4.61,3.93
109,4.77,5.24,4.07
110,5.09,5.94,4.17
111,5.39,6.76,4.2
112,5.66,7.79,4.17
113,5.9,9.9,4.07
114,6.08,7.79,3.93
115,6.19,6.76,3.74
116,6.23,5.94,3.51
117,6.19,5.24,3.25
118,6.08,4.61,2.97
119,5.9,4.03,2.68
120,5.66,3.49,2.37
121,1.74,1.17,2.27
122,2.11,1.58,2.6
123,2.48,2.02,2.93
124,2.84,2.48,3.25
125,3.19,2.95,3.56
126,3.54,3.45,3.84
127,3.88,3.98,4.11
128,4.21,4.55,4.33
129,4.53,5.16,4.5
130,4.82,5.82,4.61
131,5.09,6.55,4.65
132,5.34,7.32,4.61
133,5.54,7.79,4.5
134,5.7,7.32,4.33
135,5.79,6.55,4.11
136,5.83,5.82,3.84
137,5.79,5.16,3.56
138,5.7,4.55,3.25
139,5.54,3.98,2.93
140,5.34,3.45,2.6
141,1.58,1.11,2.46
142,1.94,1.53,2.81
143,2.3,1.95,3.16
144,2.65,2.4,3.51
145,2.99,2.86,3.84
146,3.32,3.34,4.17
147,3.65,3.85,4.47
148,3.96,4.38,4.73
149,4.25,4.93,4.94
150,4.53,5.51,5.07
151,4.77,6.08,5.12
152,4.99,6.55,5.07
153,5.17,6.76,4.94
154,5.31,6.55,4.73
155,5.39,6.08,4.47
156,5.42,5.51,4.17
157,5.39,4.93,3.84
158,5.31,4.38,3.51
159,5.17,3.85,3.16
160,4.99,3.34,2.81
161,1.4,1.03,2.62
162,1.75,1.43,2.99
163,2.1,1.85,3.36
164,2.44,2.28,3.74
165,2.76,2.72,4.11
166,3.08,3.17,4.47
167,3.39,3.64,4.81
168,3.68,4.12,5.12
169,3.96,4.61,5.38
170,4.21,5.08,5.55
171,4.44,5.51,5.61
172,4.64,5.82,5.55
173,4.8,5.94,5.38
174,4.92,5.82,5.12
175,4.99,5.51,4.81
176,5.02,5.08,4.47
177,4.99,4.61,4.11
178,4.92,4.12,3.74
179,4.8,3.64,3.36
180,4.64,3.17,2.99
181,1.21,0.92,2.75
182,1.55,1.31,3.14
183,1.88,1.7,3.53
184,2.2,2.11,3.93
185,2.52,2.53,4.33
186,2.82,2.95,4.73
187,3.11,3.38,5.12
188,3.39,3.81,5.49
189,3.65,4.22,5.81
190,3.88,4.61,6.05
191,4.09,4.93,6.14
192,4.27,5.16,6.05
193,4.42,5.24,5.81
194,4.53,5.16,5.49
195,4.59,4.93,5.12
196,4.61,4.61,4.73
197,4.59,4.22,4.33
198,4.53,3.81,3.93
199,4.42,3.38,3.53
200,4.27,2.95,3.16
201,0.99,0.78,2.85
202,1.32,1.15,3.25
203,1.64,1.53,3.66
204,1.96,1.91,4.07
205,2.26,2.3,4.5
206,2.55,2.69,4.94
207,2.82,3.08,5.38
208,3.08,3.45,5.81
209,3.32,3.81,6.23
210,3.54,4.12,6.57
211,3.74,4.38,6.71
212,3.9,4.55,6.57
213,4.03,4.61,6.23
214,4.13,4.55,5.81
215,4.19,4.38,5.38
216,4.21,4.12,4.94
217,4.19,3.81,4.5
218,4.13,3.45,4.11
219,4.03,3.08,3.74
220,3.9,2.69,3.36
221,0.76,0.61,2.91
222,1.08,0.96,3.32
223,1.39,1.32,3.74
224,1.69,1.68,4.17
225,1.98,2.04,4.61
226,2.26,2.4,5.07
227,2.52,2.75,5.55
228,2.76,3.08,6.05
229,2.99,3.38,6.57
230,3.19,3.64,7.07
231,3.37,3.85,7.36
232,3.53,3.98,7.07
233,3.65,4.03,6.57
234,3.74,3.98,6.05
235,3.79,3.85,5.55
236,3.81,3.64,5.12
237,3.79,3.38,4.73
238,3.74,3.08,4.33
239,3.65,2.75,3.93
240,3.53,2.4,3.53
241,0.52,0.42,2.93
242,0.83,0.76,3.34
243,1.13,1.1,3.76
244,1.42,1.43,4.2
245,1.69,1.76,4.65
246,1.96,2.09,5.12
247,2.2,2.4,5.61
248,2.44,2.69,6.14
249,2.65,2.95,6.71
250,2.84,3.17,7.36
251,3.01,3.34,8.3
252,3.15,3.45,7.36
253,3.26,3.49,6.71
254,3.34,3.45,6.23
255,3.39,3.34,5.81
256,3.41,3.17,5.38
257,3.39,2.95,4.94
258,3.34,2.69,4.5
259,3.26,2.4,4.07
260,3.15,2.09,3.66
261,0.27,0.22,2.91
262,0.56,0.54,3.32
263,0.85,0.85,3.74
264,1.13,1.17,4.17
265,1.39,1.47,4.61
266,1.64,1.76,5.07
267,1.88,2.04,5.55
268,2.1,2.3,6.05
269,2.3,2.53,6.57
270,2.48,2.72,7.07
271,2.63,2.86,7.36
272,2.76,2.95,7.36
273,2.87,2.98,7.07
274,2.94,2.95,6.57
275,2.99,2.86,6.05
276,3.01,2.72,5.55
277,2.99,2.53,5.07
278,2.94,2.3,4.61
279,2.87,2.04,4.17
280,2.76,1.76,3.74
281,-0.0,-0.0,2.85
282,0.29,0.3,3.25
283,0.56,0.6,3.66
284,0.83,0.88,4.07
285,1.08,1.17,4.5
286,1.32,1.43,4.94
287,1.55,1.68,5.38
288,1.75,1.91,5.81
289,1.94,2.11,6.23
290,2.11,2.28,6.71
291,2.26,2.4,7.36
292,2.38,2.48,8.3
293,2.48,2.5,7.36
294,2.55,2.48,6.71
295,2.59,2.4,6.14
296,2.6,2.28,5.61
297,2.59,2.11,5.12
298,2.55,1.91,4.65
299,2.48,1.68,4.2
300,2.38,1.43,3.76
