id,cf1,cf2,cf3
95,6.66,3.53,3.44
96,5.66,6.47,2.81
97,5.98,7.86,2.68
98,4.67,4.44,2.71
99,5.95,2.89,2.71
100,7.63,3.51,1.47
101,2.18,0.84,2.51
102,2.25,1.58,2.57
103,2.79,1.91,3.27
104,3.25,2.29,3.29
105,2.82,2.73,3.55
106,3.35,4.08,2.56
107,3.42,4.11,3.08
108,3.99,4.8,4.06
109,6.09,5.46,2.78
110,7.13,4.62,4.69
111,4.97,5.77,4.83
112,6.15,9.41,3.79
113,5.3,9.7,4.1
114,7.69,6.63,3.48
115,6.44,8.2,3.13
116,7.22,6.27,3.74
117,6.09,7.7,3.15
118,7.57,2.11,2.58
119,5.91,2.56,2.52
120,4.47,2.99,2.47
121,2.13,1.22,2.18
122,2.15,1.74,2.68
123,1.85,2.35,2.41
124,3.1,3.43,3.02
125,1.58,2.07,3.75
126,4.25,3.2,3.02
127,1.75,3.58,4.27
128,4.05,6.43,5.54
129,6.0,5.5,4.97
130,5.72,6.76,5.89
131,3.75,7.9,2.72
132,4.33,8.2,3.84
133,5.8,10.11,3.53
134,5.35,8.42,4.53
135,5.52,7.02,4.23
136,7.78,8.13,4.05
137,5.29,5.33,2.96
138,6.08,5.39,3.19
139,5.36,4.65,2.48
140,5.24,3.73,2.92
141,1.15,1.5,2.64
142,1.34,1.95,2.31
143,3.4,2.04,3.73
144,2.92,2.18,3.72
145,3.26,3.12,5.07
146,2.18,3.54,4.97
147,3.45,5.49,4.44
148,3.72,4.95,4.33
149,3.79,4.77,4.7
150,5.55,5.37,6.86
151,3.5,4.96,3.66
152,4.91,6.46,4.83
153,5.37,5.62,5.08
154,5.47,7.41,4.54
155,6.16,5.59,4.28
156,5.28,5.69,3.04
157,7.64,4.36,3.79
158,5.31,4.34,3.18
159,3.97,4.12,2.78
160,4.49,3.54,3.23
161,1.02,0.82,2.33
162,1.26,0.9,3.79
163,2.65,2.15,2.18
164,2.45,2.07,3.82
165,2.96,2.47,3.49
166,3.49,2.41,5.36
167,2.55,3.44,6.8
168,3.35,4.13,6.01
169,4.09,5.04,5.22
170,4.86,5.28,7.5
171,4.91,6.44,4.14
172,4.23,8.42,5.62
173,5.2,6.64,3.49
174,6.22,4.68,3.16
175,5.04,5.63,3.47
176,5.18,6.12,2.81
177,3.74,4.13,4.11
178,3.48,3.92,4.02
179,3.83,3.05,3.0
180,5.35,3.03,3.86
181,0.99,0.81,1.78
182,1.6,1.41,3.35
183,2.03,1.82,2.81
184,1.95,2.16,4.58
185,2.75,2.56,4.55
186,3.0,1.85,4.37
187,3.2,3.91,3.65
188,3.56,3.42,7.64
189,4.07,4.35,8.09
190,3.48,4.44,6.11
191,4.16,4.58,5.05
192,2.96,7.09,3.9
193,3.99,4.15,3.9
194,5.71,3.83,5.76
195,5.02,4.06,5.57
196,4.41,5.67,3.97
197,4.22,3.05,4.18
198,5.54,4.11,4.19
199,5.22,2.72,4.25
200,3.34,2.27,2.77
201,0.83,0.89,2.69
202,1.02,1.07,3.25
203,1.91,1.07,3.4
204,1.87,2.52,3.98
205,2.04,2.14,3.49
206,3.07,2.96,5.54
207,2.78,2.78,6.27
208,2.89,3.86,5.74
209,2.47,4.57,4.7
210,3.39,4.07,6.68
211,1.98,4.03,7.24
212,3.33,4.45,6.44
213,2.9,5.02,5.44
214,4.52,4.04,4.08
215,4.69,3.67,7.25
216,3.85,5.21,3.64
217,4.97,4.02,4.5
218,4.42,3.1,3.57
219,6.12,1.53,4.34
220,4.45,2.45,3.62
221,0.91,0.44,2.17
222,0.6,0.93,3.69
223,0.91,0.97,4.78
224,1.61,1.34,4.18
225,2.76,1.78,5.03
226,2.4,2.39,4.42
227,2.79,2.36,4.26
228,2.91,2.35,5.88
229,3.7,3.48,6.87
230,3.79,3.1,5.8
231,2.49,2.93,7.73
232,4.17,3.71,10.24
233,3.59,3.81,7.59
234,4.03,3.77,5.5
235,3.25,5.24,4.44
236,2.85,3.9,6.73
237,2.91,3.14,4.04
238,4.06,2.37,3.66
239,3.63,2.19,4.05
240,2.82,1.97,4.38
241,0.45,0.43,2.86
242,1.04,0.75,4.26
243,1.1,1.01,5.88
244,1.39,1.12,4.0
245,1.11,1.92,5.56
246,1.72,1.96,4.57
247,2.56,2.94,6.96
248,2.37,2.14,4.88
249,2.78,1.86,6.02
250,3.32,2.69,10.34
251,2.76,3.3,8.29
252,3.24,4.27,7.18
253,2.97,3.62,6.02
254,3.11,4.39,6.52
255,1.94,3.58,7.27
256,4.34,3.99,4.36
257,2.24,3.03,5.5
258,4.38,3.24,4.43
259,3.27,1.96,3.9
260,2.88,1.92,5.07
261,0.31,0.23,2.71
262,0.63,0.69,3.93
263,0.66,1.0,5.53
264,1.19,1.21,3.27
265,1.17,1.56,5.19
266,1.62,1.6,4.85
267,2.49,1.78,5.49
268,1.95,1.92,4.44
269,3.02,2.72,8.89
270,2.49,1.99,5.32
271,1.83,3.01,9.45
272,1.55,3.06,6.54
273,2.47,1.86,7.16
274,2.93,2.74,5.42
275,3.45,2.26,5.49
276,3.0,3.04,4.45
277,3.21,2.26,6.77
278,2.19,2.61,3.34
279,2.9,2.16,3.61
280,3.59,1.91,3.17
281,0.0,0.0,3.05
282,0.33,0.35,3.03
283,0.52,0.65,3.74
284,1.09,0.76,2.88
285,1.29,1.23,4.49
286,1.69,1.59,6.7
287,1.04,2.17,5.3
288,1.29,2.02,6.29
289,1.45,2.3,6.73
290,1.92,2.34,7.51
291,1.69,2.05,4.83
292,2.14,3.25,5.68
293,2.02,2.28,9.2
294,2.47,3.26,6.01
295,2.47,1.71,4.89
296,2.68,2.07,4.21
297,2.79,2.41,3.62
298,2.87,1.97,4.6
299,2.36,1.16,4.08
300,2.05,1.57,4.22
