id,m_cf1,m_cf2,m_cf3
167,0.68,6.83,6.53
168,0.62,7.07,6.11
169,0.57,7.26,5.68
170,0.51,7.38,5.26
171,0.45,7.43,4.84
172,0.39,7.38,4.45
173,0.34,7.26,4.06
174,0.28,7.07,3.68
175,0.22,6.83,3.32
176,0.41,5.68,1.9
177,0.47,5.99,2.22
178,0.53,6.28,2.55
179,0.59,6.57,2.89
180,0.65,6.83,3.23
181,0.71,7.07,3.58
182,0.77,7.26,3.94
183,0.82,7.38,4.31
184,0.88,7.43,4.68
185,0.92,7.38,5.06
186,0.94,7.26,5.43
187,0.94,7.07,5.79
188,0.92,6.83,6.11
189,0.88,6.57,6.35
190,0.82,6.28,6.44
191,0.77,6.33,6.35
192,0.71,6.57,6.11
193,0.65,6.77,5.79
194,0.59,6.93,5.43
195,0.53,7.03,5.06
196,0.47,7.07,4.68
197,0.41,7.03,4.31
198,0.35,6.93,3.94
199,0.29,6.77,3.58
200,0.23,6.57,3.23
201,0.42,5.51,1.82
202,0.48,5.8,2.14
203,0.54,6.07,2.46
204,0.6,6.33,2.78
205,0.66,6.57,3.11
206,0.73,6.77,3.45
207,0.79,6.93,3.79
208,0.85,7.03,4.13
209,0.92,7.07,4.47
210,0.98,7.03,4.81
211,1.01,6.93,5.14
212,1.01,6.77,5.43
213,0.98,6.57,5.68
214,0.92,6.33,5.85
215,0.85,6.07,5.91
216,0.79,6.07,5.85
217,0.73,6.28,5.68
218,0.66,6.46,5.43
219,0.6,6.59,5.14
220,0.54,6.68,4.81
221,0.48,6.71,4.47
222,0.42,6.68,4.13
223,0.36,6.59,3.79
224,0.3,6.46,3.45
225,0.24,6.28,3.11
226,0.42,5.32,1.72
227,0.48,5.59,2.03
228,0.54,5.84,2.34
229,0.6,6.07,2.65
230,0.67,6.28,2.97
231,0.73,6.46,3.29
232,0.8,6.59,3.6
233,0.87,6.68,3.92
234,0.94,6.71,4.23
235,1.01,6.68,4.53
236,1.1,6.59,4.81
237,1.1,6.46,5.06
238,1.01,6.28,5.26
239,0.94,6.07,5.39
240,0.87,5.84,5.43
241,0.8,5.8,5.39
242,0.73,5.99,5.26
243,0.67,6.14,5.06
244,0.6,6.26,4.81
245,0.54,6.33,4.53
246,0.48,6.36,4.23
247,0.42,6.33,3.92
248,0.36,6.26,3.6
249,0.3,6.14,3.29
250,0.24,5.99,2.97
251,0.42,5.11,1.61
252,0.48,5.36,1.9
253,0.54,5.59,2.2
254,0.6,5.8,2.5
255,0.67,5.99,2.8
256,0.73,6.14,3.1
257,0.8,6.26,3.39
258,0.87,6.33,3.68
259,0.94,6.36,3.97
260,1.01,6.33,4.23
261,1.1,6.26,4.47
262,1.1,6.14,4.68
263,1.01,5.99,4.84
264,0.94,5.8,4.95
265,0.87,5.59,4.99
266,0.8,5.51,4.95
267,0.73,5.68,4.84
268,0.67,5.82,4.68
269,0.6,5.92,4.47
270,0.54,5.99,4.23
271,0.48,6.01,3.97
272,0.42,5.99,3.68
273,0.36,5.92,3.39
274,0.3,5.82,3.1
275,0.24,5.68,2.8
276,0.42,4.87,1.47
277,0.48,5.11,1.76
278,0.54,5.32,2.04
279,0.6,5.51,2.33
280,0.66,5.68,2.61
281,0.73,5.82,2.89
282,0.79,5.92,3.16
283,0.85,5.99,3.43
284,0.92,6.01,3.68
285,0.98,5.99,3.92
286,1.01,5.92,4.13
287,1.01,5.82,4.31
288,0.98,5.68,4.45
289,0.92,5.51,4.53
290,0.85,5.32,4.56
291,0.79,5.22,4.53
292,0.73,5.37,4.45
293,0.66,5.5,4.31
294,0.6,5.59,4.13
295,0.54,5.64,3.92
296,0.48,5.66,3.68
297,0.42,5.64,3.43
298,0.36,5.59,3.16
299,0.3,5.5,2.89
300,0.24,5.37,2.61
301,0.41,4.63,1.32
302,0.47,4.85,1.6
303,0.53,5.04,1.87
304,0.59,5.22,2.14
305,0.65,5.37,2.4
306,0.71,5.5,2.67
307,0.77,5.59,2.92
308,0.82,5.64,3.16
309,0.88,5.66,3.39
310,0.92,5.64,3.6
311,0.94,5.59,3.79
312,0.94,5.5,3.94
313,0.92,5.37,4.06
314,0.88,5.22,4.13
315,0.82,5.04,4.16
316,0.77,4.92,4.13
317,0.71,5.06,4.06
318,0.65,5.17,3.94
319,0.59,5.25,3.79
320,0.53,5.3,3.6
321,0.47,5.32,3.39
322,0.41,5.3,3.16
323,0.35,5.25,2.92
324,0.29,5.17,2.67
325,0.23,5.06,2.4
326,0.39,4.37,1.16
327,0.45,4.57,1.42
328,0.51,4.76,1.68
329,0.57,4.92,1.94
330,0.62,5.06,2.19
331,0.68,5.17,2.43
332,0.73,5.25,2.67
333,0.78,5.3,2.89
334,0.82,5.32,3.1
335,0.85,5.3,3.29
336,0.87,5.25,3.45
337,0.87,5.17,3.58
338,0.85,5.06,3.68
339,0.82,4.92,3.75
340,0.78,4.76,3.77
341,0.73,4.62,3.75
342,0.68,4.74,3.68
343,0.62,4.85,3.58
344,0.57,4.92,3.45
345,0.51,4.97,3.29
346,0.45,4.98,3.1
347,0.39,4.97,2.89
348,0.34,4.92,2.67
349,0.28,4.85,2.43
350,0.22,4.74,2.19
351,0.37,4.11,0.99
352,0.43,4.3,1.24
353,0.48,4.47,1.48
354,0.54,4.62,1.72
355,0.59,4.74,1.96
356,0.64,4.85,2.19
357,0.69,4.92,2.4
358,0.73,4.97,2.61
359,0.77,4.98,2.8
360,0.79,4.97,2.97
361,0.8,4.92,3.11
362,0.8,4.85,3.23
363,0.79,4.74,3.32
364,0.77,4.62,3.38
365,0.73,4.47,3.39
366,0.69,4.31,3.38
367,0.64,4.43,3.32
368,0.59,4.52,3.23
369,0.54,4.59,3.11
370,0.48,4.63,2.97
371,0.43,4.64,2.8
372,0.37,4.63,2.61
373,0.32,4.59,2.4
374,0.26,4.52,2.19
375,0.21,4.43,1.96
376,0.35,3.83,0.8
377,0.4,4.01,1.04
378,0.45,4.17,1.27
379,0.5,4.31,1.5
380,0.55,4.43,1.72
381,0.6,4.52,1.94
382,0.64,4.59,2.14
383,0.68,4.63,2.33
384,0.71,4.64,2.5
385,0.73,4.63,2.65
386,0.73,4.59,2.78
387,0.73,4.52,2.89
388,0.73,4.43,2.97
389,0.71,4.31,3.02
390,0.68,4.17,3.03
391,0.64,4.01,3.02
392,0.6,4.11,2.97
393,0.55,4.19,2.89
394,0.5,4.26,2.78
395,0.45,4.3,2.65
396,0.4,4.31,2.5
397,0.35,4.3,2.33
398,0.3,4.26,2.14
399,0.24,4.19,1.94
400,0.19,4.11,1.72
401,0.32,3.56,0.61
402,0.37,3.72,0.84
403,0.42,3.87,1.06
404,0.47,4.0,1.27
405,0.51,4.11,1.48
406,0.55,4.19,1.68
407,0.59,4.26,1.87
408,0.62,4.3,2.04
409,0.65,4.31,2.2
410,0.66,4.3,2.34
411,0.67,4.26,2.46
412,0.67,4.19,2.55
413,0.66,4.11,2.62
414,0.65,4.0,2.67
415,0.62,3.87,2.68
416,0.59,3.72,2.67
417,0.55,3.79,2.62
418,0.51,3.87,2.55
419,0.47,3.93,2.46
420,0.42,3.96,2.34
421,0.37,3.97,2.2
422,0.32,3.96,2.04
423,0.27,3.93,1.87
424,0.22,3.87,1.68
425,0.17,3.79,1.48
426,0.29,3.27,0.41
427,0.34,3.43,0.63
428,0.38,3.57,0.84
429,0.43,3.69,1.04
430,0.47,3.79,1.24
431,0.5,3.87,1.42
432,0.54,3.93,1.6
433,0.57,3.96,1.76
434,0.59,3.97,1.9
435,0.6,3.96,2.03
436,0.6,3.93,2.14
437,0.6,3.87,2.22
438,0.6,3.79,2.29
439,0.59,3.69,2.33
440,0.57,3.57,2.34
441,0.54,3.43,2.33
442,0.5,3.47,2.29
443,0.47,3.54,2.22
444,0.43,3.6,2.14
445,0.38,3.63,2.03
446,0.34,3.64,1.9
447,0.29,3.63,1.76
448,0.24,3.6,1.6
449,0.19,3.54,1.42
450,0.14,3.47,1.24
451,0.25,2.98,0.21
452,0.3,3.13,0.41
453,0.34,3.26,0.61
454,0.38,3.37,0.8
455,0.42,3.47,0.99
456,0.45,3.54,1.16
457,0.48,3.6,1.32
458,0.51,3.63,1.47
459,0.53,3.64,1.61
460,0.54,3.63,1.72
461,0.54,3.6,1.82
462,0.54,3.54,1.9
463,0.54,3.47,1.96
464,0.53,3.37,1.99
465,0.51,3.26,2.01
466,0.48,3.13,1.99
467,0.45,3.15,1.96
468,0.42,3.22,1.9
469,0.38,3.27,1.82
470,0.34,3.3,1.72
471,0.3,3.31,1.61
472,0.25,3.3,1.47
473,0.21,3.27,1.32
474,0.16,3.22,1.16
475,0.11,3.15,0.99
476,0.22,2.69,-0.0
477,0.26,2.83,0.19
478,0.3,2.95,0.38
479,0.34,3.06,0.56
480,0.37,3.15,0.74
481,0.4,3.22,0.9
482,0.43,3.27,1.05
483,0.45,3.3,1.19
484,0.47,3.31,1.31
485,0.48,3.3,1.42
486,0.48,3.27,1.51
487,0.48,3.22,1.59
488,0.48,3.15,1.64
489,0.47,3.06,1.67
490,0.45,2.95,1.68
491,0.43,2.83,1.67
492,0.4,2.83,1.64
493,0.37,2.9,1.59
494,0.34,2.95,1.51
495,0.3,2.97,1.42
496,0.26,2.98,1.31
497,0.22,2.97,1.19
498,0.17,2.95,1.05
499,0.13,2.9,0.9
500,0.08,2.83,0.74
