id,xloc,yloc,cost,is_locked_out,epicentre
118,18.0,5.0,6.1,0.0,0.0
119,19.0,5.0,3.6,0.0,0.0
120,20.0,5.0,6.5,0.0,0.0
121,21.0,5.0,1.3,0.0,0.0
122,22.0,5.0,5.4,0.0,0.0
123,23.0,5.0,4.5,0.0,0.0
124,24.0,5.0,7.4,0.0,0.0
125,25.0,5.0,1.0,0.0,0.0
126,1.0,6.0,4.5,0.0,0.0
127,2.0,6.0,6.9,0.0,0.0
128,3.0,6.0,3.9,0.0,0.0
129,4.0,6.0,6.7,0.0,0.0
130,5.0,6.0,8.6,0.0,0.0
131,6.0,6.0,8.1,0.0,0.0
132,7.0,6.0,7.6,0.0,0.0
133,8.0,6.0,8.5,0.0,0.0
134,9.0,6.0,8.4,0.0,0.0
135,10.0,6.0,7.8,0.0,0.0
136,11.0,6.0,1.7,0.0,0.0
137,12.0,6.0,5.9,0.0,0.0
138,13.0,6.0,9.8,0.0,0.0
139,14.0,6.0,1.3,0.0,0.0
140,15.0,6.0,6.3,0.0,0.0
141,16.0,6.0,4.5,0.0,0.0
142,17.0,6.0,4.5,0.0,0.0
143,18.0,6.0,7.3,0.0,0.0
144,19.0,6.0,3.1,0.0,0.0
145,20.0,6.0,6.2,0.0,0.0
146,21.0,6.0,2.9,0.0,0.0
147,22.0,6.0,5.5,0.0,0.0
148,23.0,6.0,9.5,0.0,0.0
149,24.0,6.0,2.6,0.0,0.0
150,25.0,6.0,4.9,0.0,0.0
151,1.0,7.0,7.4,0.0,0.0
152,2.0,7.0,9.2,0.0,0.0
153,3.0,7.0,6.2,0.0,0.0
154,4.0,7.0,7.9,0.0,0.0
155,5.0,7.0,7.5,0.0,0.0
156,6.0,7.0,2.2,0.0,0.0
157,7.0,7.0,6.0,0.0,0.0
158,8.0,7.0,1.0,0.0,0.0
159,9.0,7.0,7.6,0.0,0.0
160,10.0,7.0,5.1,0.0,0.0
161,11.0,7.0,2.5,0.0,0.0
162,12.0,7.0,3.9,0.0,0.0
163,13.0,7.0,5.6,0.0,0.0
164,14.0,7.0,5.5,0.0,0.0
165,15.0,7.0,9.3,0.0,0.0
166,16.0,7.0,2.9,0.0,0.0
167,17.0,7.0,8.1,0.0,0.0
168,18.0,7.0,3.4,0.0,0.0
169,19.0,7.0,1.7,0.0,0.0
170,20.0,7.0,6.2,0.0,0.0
171,21.0,7.0,7.9,0.0,0.0
172,22.0,7.0,3.8,0.0,0.0
173,23.0,7.0,5.2,0.0,0.0
174,24.0,7.0,4.6,0.0,0.0
175,25.0,7.0,2.6,0.0,0.0
176,1.0,8.0,3.7,0.0,0.0
177,2.0,8.0,2.1,0.0,0.0
178,3.0,8.0,9.3,0.0,0.0
179,4.0,8.0,3.9,0.0,0.0
180,5.0,8.0,5.9,0.0,0.0
181,6.0,8.0,9.3,0.0,0.0
182,7.0,8.0,6.0,0.0,0.0
183,8.0,8.0,6.7,0.0,0.0
184,9.0,8.0,6.5,0.0,0.0
185,10.0,8.0,3.9,0.0,0.0
186,11.0,8.0,3.4,0.0,0.0
187,12.0,8.0,8.8,0.0,0.0
188,13.0,8.0,1.3,0.0,0.0
189,14.0,8.0,6.2,0.0,0.0
190,15.0,8.0,2.2,0.0,0.0
191,16.0,8.0,4.3,0.0,0.0
192,17.0,8.0,1.9,0.0,0.0
193,18.0,8.0,5.3,0.0,0.0
194,19.0,8.0,4.7,0.0,0.0
195,20.0,8.0,8.8,0.0,0.0
196,21.0,8.0,4.0,0.0,0.0
197,22.0,8.0,4.4,0.0,0.0
198,23.0,8.0,4.6,0.0,0.0
199,24.0,8.0,2.8,0.0,0.0
200,25.0,8.0,7.7,0.0,0.0
201,1.0,9.0,3.2,0.0,0.0
202,2.0,9.0,8.2,0.0,0.0
203,3.0,9.0,9.6,0.0,0.0
204,4.0,9.0,1.2,0.0,0.0
205,5.0,9.0,1.1,0.0,0.0
206,6.0,9.0,8.3,0.0,0.0
207,7.0,9.0,6.4,0.0,0.0
208,8.0,9.0,9.9,0.0,0.0
209,9.0,9.0,7.8,0.0,0.0
210,10.0,9.0,6.0,0.0,0.0
211,11.0,9.0,3.1,0.0,0.0
212,12.0,9.0,5.1,0.0,0.0
213,13.0,9.0,2.2,0.0,0.0
214,14.0,9.0,2.1,0.0,0.0
215,15.0,9.0,7.2,0.0,0.0
216,16.0,9.0,1.5,0.0,0.0
217,17.0,9.0,7.7,0.0,0.0
218,18.0,9.0,6.7,0.0,0.0
219,19.0,9.0,9.9,0.0,0.0
220,20.0,9.0,4.1,0.0,0.0
221,21.0,9.0,10.0,0.0,0.0
222,22.0,9.0,6.3,0.0,0.0
223,23.0,9.0,6.5,0.0,0.0
224,24.0,9.0,6.9,0.0,0.0
225,25.0,9.0,7.5,0.0,0.0
226,1.0,10.0,4.0,0.0,0.0
227,2.0,10.0,2.0,0.0,0.0
228,3.0,10.0,6.6,0.0,0.0
229,4.0,10.0,3.8,0.0,0.0
230,5.0,10.0,9.8,0.0,0.0
231,6.0,10.0,4.2,0.0,0.0
232,7.0,10.0,6.5,0.0,0.0
233,8.0,10.0,7.4,0.0,0.0
234,9.0,10.0,6.4,0.0,0.0
235,10.0,10.0,3.8,0.0,0.0
236,11.0,10.0,2.3,1.0,0.0
237,12.0,10.0,5.6,1.0,0.0
238,13.0,10.0,1.5,0.0,0.0
239,14.0,10.0,8.6,0.0,0.0
240,15.0,10.0,1.2,0.0,0.0
241,16.0,10.0,2.6,0.0,0.0
242,17.0,10.0,5.4,0.0,0.0
243,18.0,10.0,9.9,0.0,0.0
244,19.0,10.0,7.5,0.0,0.0
245,20.0,10.0,3.4,0.0,0.0
246,21.0,10.0,1.8,0.0,0.0
247,22.0,10.0,4.3,0.0,0.0
248,23.0,10.0,5.9,0.0,0.0
249,24.0,10.0,3.2,0.0,0.0
250,25.0,10.0,8.1,0.0,0.0
251,1.0,11.0,5.7,0.0,0.0
252,2.0,11.0,8.5,0.0,0.0
253,3.0,11.0,7.1,0.0,0.0
254,4.0,11.0,6.5,0.0,0.0
255,5.0,11.0,5.7,0.0,0.0
256,6.0,11.0,4.1,0.0,0.0
257,7.0,11.0,9.6,0.0,0.0
258,8.0,11.0,6.7,0.0,0.0
259,9.0,11.0,8.8,0.0,0.0
260,10.0,11.0,1.5,0.0,0.0
261,11.0,11.0,5.1,1.0,0.0
262,12.0,11.0,7.0,1.0,0.0
263,13.0,11.0,5.1,0.0,0.0
264,14.0,11.0,4.3,0.0,0.0
265,15.0,11.0,4.5,0.0,0.0
266,16.0,11.0,7.7,0.0,0.0
267,17.0,11.0,3.0,0.0,0.0
268,18.0,11.0,5.8,0.0,0.0
269,19.0,11.0,3.1,0.0,0.0
270,20.0,11.0,3.9,0.0,0.0
271,21.0,11.0,9.0,0.0,0.0
272,22.0,11.0,4.4,0.0,0.0
273,23.0,11.0,8.2,0.0,0.0
274,24.0,11.0,3.5,0.0,0.0
275,25.0,11.0,7.1,0.0,0.0
276,1.0,12.0,6.5,0.0,0.0
277,2.0,12.0,9.1,0.0,0.0
278,3.0,12.0,6.6,0.0,0.0
279,4.0,12.0,7.6,0.0,0.0
280,5.0,12.0,7.4,0.0,0.0
281,6.0,12.0,3.1,0.0,0.0
282,7.0,12.0,8.4,0.0,0.0
283,8.0,12.0,5.5,0.0,0.0
284,9.0,12.0,6.5,0.0,0.0
285,10.0,12.0,1.2,0.0,0.0
286,11.0,12.0,7.9,0.0,0.0
287,12.0,12.0,6.7,0.0,0.0
288,13.0,12.0,4.2,0.0,0.0
289,14.0,12.0,2.7,0.0,0.0
290,15.0,12.0,5.0,0.0,0.0
291,16.0,12.0,4.1,0.0,0.0
292,17.0,12.0,9.1,0.0,0.0
293,18.0,12.0,7.9,0.0,0.0
294,19.0,12.0,1.4,0.0,0.0
295,20.0,12.0,6.1,0.0,0.0
296,21.0,12.0,9.3,0.0,0.0
297,22.0,12.0,9.0,0.0,0.0
298,23.0,12.0,5.8,0.0,0.0
299,24.0,12.0,4.0,0.0,0.0
300,25.0,12.0,8.6,0.0,0.0
301,1.0,13.0,4.8,0.0,0.0
302,2.0,13.0,4.8,0.0,0.0
303,3.0,13.0,2.2,0.0,0.0
304,4.0,13.0,3.9,0.0,0.0
305,5.0,13.0,3.7,0.0,0.0
306,6.0,13.0,3.6,0.0,0.0
307,7.0,13.0,2.6,0.0,0.0
308,8.0,13.0,5.6,0.0,0.0
309,9.0,13.0,7.5,0.0,0.0
310,10.0,13.0,3.4,0.0,0.0
311,11.0,13.0,5.4,0.0,0.0
312,12.0,13.0,8.6,0.0,0.0
313,13.0,13.0,4.3,0.0,0.0
314,14.0,13.0,6.2,0.0,0.0
315,15.0,13.0,3.1,0.0,0.0
316,16.0,13.0,4.4,0.0,0.0
317,17.0,13.0,2.0,0.0,0.0
318,18.0,13.0,9.1,0.0,0.0
319,19.0,13.0,8.4,0.0,0.0
320,20.0,13.0,8.9,0.0,0.0
321,21.0,13.0,7.9,0.0,0.0
322,22.0,13.0,1.3,0.0,0.0
323,23.0,13.0,7.9,0.0,0.0
324,24.0,13.0,3.2,0.0,0.0
325,25.0,13.0,2.4,0.0,0.0
326,1.0,14.0,8.2,0.0,0.0
327,2.0,14.0,5.6,0.0,0.0
328,3.0,14.0,4.6,0.0,0.0
329,4.0,14.0,2.1,0.0,0.0
330,5.0,14.0,4.5,0.0,0.0
331,6.0,14.0,8.1,0.0,0.0
332,7.0,14.0,4.6,0.0,0.0
333,8.0,14.0,5.1,0.0,0.0
334,9.0,14.0,2.5,0.0,0.0
335,10.0,14.0,6.5,0.0,0.0
336,11.0,14.0,5.3,0.0,0.0
337,12.0,14.0,5.8,0.0,0.0
338,13.0,14.0,3.8,0.0,0.0
339,14.0,14.0,8.7,0.0,0.0
340,15.0,14.0,2.0,0.0,0.0
341,16.0,14.0,3.2,0.0,0.0
342,17.0,14.0,8.8,0.0,0.0
343,18.0,14.0,3.1,0.0,0.0
344,19.0,14.0,9.4,0.0,0.0
345,20.0,14.0,5.8,0.0,0.0
346,21.0,14.0,4.7,0.0,0.0
347,22.0,14.0,3.7,0.0,0.0
348,23.0,14.0,2.5,0.0,0.0
349,24.0,14.0,8.9,0.0,0.0
350,25.0,14.0,9.8,0.0,0.0
351,1.0,15.0,2.9,0.0,0.0
352,2.0,15.0,9.7,0.0,0.0
353,3.0,15.0,1.7,0.0,0.0
354,4.0,15.0,5.2,0.0,0.0
355,5.0,15.0,6.0,0.0,0.0
356,6.0,15.0,5.6,0.0,0.0
357,7.0,15.0,3.8,0.0,0.0
358,8.0,15.0,5.7,0.0,0.0
359,9.0,15.0,1.3,0.0,0.0
360,10.0,15.0,7.6,0.0,0.0
361,11.0,15.0,4.5,0.0,0.0
362,12.0,15.0,9.1,0.0,0.0
363,13.0,15.0,7.2,0.0,0.0
364,14.0,15.0,3.9,0.0,0.0
365,15.0,15.0,8.4,0.0,0.0
366,16.0,15.0,1.0,0.0,0.0
367,17.0,15.0,2.4,0.0,0.0
368,18.0,15.0,8.6,0.0,0.0
369,19.0,15.0,2.1,0.0,0.0
370,20.0,15.0,5.1,0.0,0.0
371,21.0,15.0,3.8,0.0,0.0
372,22.0,15.0,1.6,0.0,0.0
373,23.0,15.0,6.5,0.0,0.0
374,24.0,15.0,9.9,0.0,0.0
375,25.0,15.0,4.4,0.0,0.0
376,1.0,16.0,5.8,0.0,0.0
377,2.0,16.0,8.4,0.0,0.0
378,3.0,16.0,8.5,0.0,0.0
379,4.0,16.0,6.2,0.0,0.0
380,5.0,16.0,6.6,0.0,0.0
381,6.0,16.0,4.8,0.0,0.0
382,7.0,16.0,3.4,0.0,0.0
383,8.0,16.0,6.4,0.0,0.0
384,9.0,16.0,4.2,0.0,0.0
385,10.0,16.0,7.5,0.0,0.0
386,11.0,16.0,6.3,0.0,0.0
387,12.0,16.0,2.4,0.0,0.0
388,13.0,16.0,5.8,0.0,0.0
389,14.0,16.0,1.3,0.0,0.0
390,15.0,16.0,4.0,0.0,0.0
391,16.0,16.0,2.4,0.0,0.0
392,17.0,16.0,9.8,0.0,0.0
393,18.0,16.0,4.7,0.0,0.0
394,19.0,16.0,5.0,0.0,0.0
395,20.0,16.0,7.2,0.0,0.0
396,21.0,16.0,9.3,0.0,0.0
397,22.0,16.0,6.1,0.0,0.0
398,23.0,16.0,2.0,0.0,0.0
399,24.0,16.0,9.1,0.0,0.0
400,25.0,16.0,8.5,0.0,0.0
401,1.0,17.0,7.1,0.0,0.0
402,2.0,17.0,1.5,0.0,0.0
403,3.0,17.0,6.7,0.0,0.0
404,4.0,17.0,3.3,0.0,0.0
405,5.0,17.0,9.2,0.0,0.0
406,6.0,17.0,5.7,0.0,0.0
407,7.0,17.0,5.8,0.0,0.0
408,8.0,17.0,3.0,0.0,0.0
409,9.0,17.0,9.4,0.0,0.0
410,10.0,17.0,10.0,0.0,0.0
411,11.0,17.0,3.3,0.0,0.0
412,12.0,17.0,5.4,0.0,0.0
413,13.0,17.0,2.2,0.0,0.0
414,14.0,17.0,4.6,0.0,0.0
415,15.0,17.0,2.9,0.0,0.0
416,16.0,17.0,7.7,0.0,0.0
417,17.0,17.0,2.9,0.0,0.0
418,18.0,17.0,2.7,0.0,0.0
419,19.0,17.0,5.4,0.0,0.0
420,20.0,17.0,3.0,0.0,0.0
421,21.0,17.0,4.0,0.0,0.0
422,22.0,17.0,2.4,0.0,0.0
423,23.0,17.0,3.0,0.0,0.0
424,24.0,17.0,4.4,0.0,0.0
425,25.0,17.0,2.3,0.0,0.0
426,1.0,18.0,2.5,0.0,0.0
427,2.0,18.0,8.4,0.0,0.0
428,3.0,18.0,2.6,0.0,0.0
429,4.0,18.0,5.3,0.0,0.0
430,5.0,18.0,5.7,0.0,0.0
431,6.0,18.0,1.8,0.0,0.0
432,7.0,18.0,3.7,0.0,0.0
433,8.0,18.0,6.5,0.0,0.0
434,9.0,18.0,8.6,0.0,0.0
435,10.0,18.0,6.6,0.0,0.0
436,11.0,18.0,3.2,0.0,0.0
437,12.0,18.0,5.8,0.0,0.0
438,13.0,18.0,9.4,0.0,0.0
439,14.0,18.0,6.1,0.0,0.0
440,15.0,18.0,8.1,0.0,0.0
441,16.0,18.0,4.5,0.0,0.0
442,17.0,18.0,6.4,0.0,0.0
443,18.0,18.0,2.1,0.0,0.0
444,19.0,18.0,1.3,0.0,0.0
445,20.0,18.0,3.3,0.0,0.0
446,21.0,18.0,1.8,0.0,0.0
447,22.0,18.0,7.3,0.0,0.0
448,23.0,18.0,8.4,0.0,0.0
449,24.0,18.0,8.1,0.0,0.0
450,25.0,18.0,3.3,0.0,0.0
451,1.0,19.0,5.0,0.0,0.0
452,2.0,19.0,7.6,0.0,0.0
453,3.0,19.0,4.4,0.0,0.0
454,4.0,19.0,6.2,0.0,0.0
455,5.0,19.0,2.5,0.0,0.0
456,6.0,19.0,9.4,0.0,0.0
457,7.0,19.0,2.6,0.0,0.0
458,8.0,19.0,2.1,0.0,0.0
459,9.0,19.0,8.0,0.0,0.0
460,10.0,19.0,9.7,0.0,0.0
461,11.0,19.0,7.3,0.0,0.0
462,12.0,19.0,5.4,0.0,0.0
463,13.0,19.0,8.1,0.0,0.0
464,14.0,19.0,2.8,0.0,0.0
465,15.0,19.0,6.3,0.0,0.0
466,16.0,19.0,4.4,0.0,0.0
467,17.0,19.0,6.2,0.0,0.0
468,18.0,19.0,7.0,0.0,0.0
469,19.0,19.0,5.1,0.0,0.0
470,20.0,19.0,5.4,0.0,0.0
471,21.0,19.0,7.6,0.0,0.0
472,22.0,19.0,7.0,0.0,0.0
473,23.0,19.0,4.5,0.0,0.0
474,24.0,19.0,4.8,0.0,0.0
475,25.0,19.0,4.4,0.0,0.0
476,1.0,20.0,9.1,0.0,0.0
477,2.0,20.0,5.2,0.0,0.0
478,3.0,20.0,6.5,0.0,0.0
479,4.0,20.0,9.5,0.0,0.0
480,5.0,20.0,6.6,0.0,0.0
481,6.0,20.0,9.7,0.0,0.0
482,7.0,20.0,2.7,0.0,0.0
483,8.0,20.0,6.2,0.0,0.0
484,9.0,20.0,8.3,0.0,0.0
485,10.0,20.0,6.0,0.0,0.0
486,11.0,20.0,7.4,0.0,0.0
487,12.0,20.0,8.4,0.0,0.0
488,13.0,20.0,9.6,0.0,0.0
489,14.0,20.0,6.0,0.0,0.0
490,15.0,20.0,2.4,0.0,0.0
491,16.0,20.0,6.1,0.0,0.0
492,17.0,20.0,3.3,0.0,0.0
493,18.0,20.0,1.1,0.0,0.0
494,19.0,20.0,6.9,0.0,0.0
495,20.0,20.0,3.2,0.0,0.0
496,21.0,20.0,5.0,0.0,0.0
497,22.0,20.0,2.5,0.0,0.0
498,23.0,20.0,1.4,0.0,0.0
499,24.0,20.0,8.2,0.0,0.0
500,25.0,20.0,7.6,0.0,0.0
