id,cf1,cf2,cf3
307,0.68,7.62,2.69
308,0.85,8.3,3.15
309,0.69,4.63,3.43
310,0.82,4.79,3.65
311,0.62,4.4,3.75
312,0.71,6.54,4.11
313,1.01,4.14,5.03
314,0.6,4.93,5.52
315,0.96,4.86,4.66
316,0.89,5.38,4.29
317,0.81,5.56,4.61
318,0.81,6.49,4.67
319,0.54,3.99,4.4
320,0.56,4.62,3.62
321,0.51,2.83,2.42
322,0.29,6.68,2.51
323,0.41,6.27,3.68
324,0.35,5.19,2.14
325,0.22,6.34,2.42
326,0.43,4.6,1.15
327,0.33,4.3,1.74
328,0.54,4.49,1.13
329,0.42,5.09,2.05
330,0.5,4.71,2.66
331,0.36,3.44,2.19
332,0.51,6.58,2.74
333,0.68,4.68,4.3
334,1.25,5.06,3.66
335,0.85,3.08,3.99
336,1.04,5.29,4.26
337,0.62,5.07,4.21
338,1.02,5.86,3.63
339,0.64,5.51,3.25
340,0.72,4.67,3.8
341,0.56,5.25,4.53
342,0.86,4.6,4.55
343,0.62,4.8,2.61
344,0.73,7.08,3.56
345,0.32,4.38,3.74
346,0.35,6.71,2.44
347,0.31,5.09,3.26
348,0.35,3.71,2.09
349,0.23,6.12,2.77
350,0.28,5.26,2.65
351,0.31,2.97,1.01
352,0.47,5.51,0.94
353,0.5,3.87,1.23
354,0.47,3.4,2.07
355,0.57,2.71,1.68
356,0.68,4.72,1.62
357,0.48,3.99,2.3
358,0.69,6.03,3.4
359,1.05,5.22,3.09
360,0.76,5.75,3.67
361,0.76,3.39,2.71
362,0.69,6.37,2.31
363,1.0,3.99,3.01
364,0.79,3.41,3.49
365,0.76,4.1,4.26
366,0.55,5.37,1.96
367,0.69,3.92,3.41
368,0.7,5.86,3.22
369,0.58,5.19,3.7
370,0.58,3.44,2.51
371,0.24,5.49,3.26
372,0.36,4.39,3.46
373,0.33,6.07,2.39
374,0.22,5.67,2.28
375,0.19,4.58,1.95
376,0.3,4.51,0.67
377,0.4,4.13,0.94
378,0.37,4.7,1.11
379,0.56,4.47,1.74
380,0.4,5.64,2.01
381,0.47,5.01,2.78
382,0.7,3.61,2.64
383,0.75,4.01,1.54
384,0.62,5.58,2.88
385,0.94,4.5,2.48
386,0.72,3.95,2.84
387,0.79,4.71,3.21
388,0.87,2.94,3.72
389,0.77,4.76,3.01
390,0.58,4.04,4.17
391,0.59,3.17,2.01
392,0.73,5.26,2.6
393,0.54,4.01,3.04
394,0.52,4.59,2.71
395,0.44,3.26,2.77
396,0.27,4.83,2.47
397,0.37,3.9,1.91
398,0.31,3.74,2.46
399,0.26,3.02,1.63
400,0.19,4.09,2.28
401,0.39,3.53,0.7
402,0.3,2.97,0.54
403,0.32,3.32,1.17
404,0.5,4.63,1.42
405,0.49,5.35,2.13
406,0.56,5.04,1.77
407,0.54,3.97,1.7
408,0.58,4.89,1.4
409,0.47,4.11,2.01
410,0.73,4.03,3.05
411,0.73,4.9,2.88
412,0.52,4.26,2.07
413,0.83,4.83,2.1
414,0.56,5.31,2.88
415,0.57,4.8,2.47
416,0.56,3.25,2.74
417,0.3,3.56,2.54
418,0.53,4.8,2.58
419,0.47,4.53,2.53
420,0.37,4.47,2.62
421,0.42,4.59,1.88
422,0.4,4.82,2.41
423,0.16,4.45,2.02
424,0.24,3.55,1.77
425,0.19,2.68,1.53
426,0.31,3.0,0.48
427,0.3,2.9,0.79
428,0.48,4.43,1.21
429,0.46,4.33,1.08
430,0.47,2.23,1.41
431,0.47,5.6,1.43
432,0.6,4.12,1.44
433,0.29,4.48,1.33
434,0.68,3.7,2.79
435,0.52,4.1,1.96
436,0.64,4.43,2.08
437,0.68,3.2,2.32
438,0.72,5.26,2.41
439,0.71,3.12,2.25
440,0.51,3.62,2.21
441,0.6,3.33,2.46
442,0.43,3.27,3.07
443,0.44,3.39,2.18
444,0.39,4.16,2.14
445,0.46,3.55,2.11
446,0.2,2.99,1.79
447,0.3,5.25,2.4
448,0.25,4.66,2.07
449,0.18,3.66,1.24
450,0.14,2.84,1.72
451,0.25,1.86,0.17
452,0.28,3.13,0.42
453,0.34,3.3,0.57
454,0.41,3.3,0.68
455,0.39,3.1,1.16
456,0.51,4.53,1.11
457,0.45,3.04,1.54
458,0.36,4.26,1.21
459,0.4,3.6,1.89
460,0.37,3.1,1.61
461,0.68,5.0,1.47
462,0.53,3.03,1.8
463,0.81,5.26,2.2
464,0.55,4.39,1.63
465,0.47,3.08,2.14
466,0.48,3.29,2.16
467,0.29,3.58,2.26
468,0.56,3.02,1.85
469,0.53,3.49,2.12
470,0.5,3.27,2.15
471,0.39,3.99,1.42
472,0.33,4.37,1.48
473,0.26,3.1,0.85
474,0.13,3.67,1.07
475,0.1,3.16,0.8
476,0.24,2.27,0.0
477,0.22,1.65,0.14
478,0.28,2.16,0.26
479,0.38,2.06,0.52
480,0.32,3.7,0.66
481,0.45,2.99,1.07
482,0.29,3.49,1.07
483,0.46,3.3,0.55
484,0.59,2.27,1.2
485,0.57,2.87,1.98
486,0.3,3.32,1.56
487,0.61,2.01,1.92
488,0.28,3.49,1.6
489,0.43,4.2,1.37
490,0.33,2.18,1.36
491,0.41,2.7,1.69
492,0.43,3.83,1.32
493,0.27,3.44,0.92
494,0.3,3.26,1.41
495,0.24,3.34,1.3
496,0.24,2.62,1.6
497,0.23,2.78,1.17
498,0.15,2.6,1.05
499,0.1,1.94,0.99
500,0.07,3.15,0.73
