id,m_cf1,m_cf2,m_cf3
123,1.16,5.99,4.3
124,1.38,6.32,4.14
125,1.62,6.57,3.95
126,1.87,6.74,4.08
127,2.13,6.79,4.3
128,2.43,6.74,4.5
129,2.77,6.57,4.65
130,3.3,6.32,4.72
131,3.3,5.99,4.65
132,2.77,5.61,4.5
133,2.43,5.19,4.3
134,2.13,4.74,4.08
135,1.87,4.27,3.85
136,1.62,3.78,3.62
137,1.38,3.29,3.38
138,1.16,2.78,3.15
139,0.94,2.26,2.92
140,0.74,1.74,2.69
141,0.74,5.53,4.2
142,0.94,5.99,4.17
143,1.16,6.42,4.08
144,1.38,6.79,3.95
145,1.62,7.09,3.78
146,1.87,7.29,3.95
147,2.13,7.36,4.14
148,2.43,7.29,4.3
149,2.77,7.09,4.41
150,3.3,6.79,4.45
151,3.3,6.42,4.41
152,2.77,5.99,4.3
153,2.43,5.53,4.14
154,2.13,5.05,3.95
155,1.87,4.55,3.74
156,1.62,4.04,3.52
157,1.38,3.52,3.3
158,1.16,2.99,3.08
159,0.94,2.46,2.85
160,0.74,1.92,2.63
161,0.73,5.82,3.95
162,0.93,6.32,3.92
163,1.14,6.79,3.85
164,1.36,7.23,3.74
165,1.59,7.59,3.6
166,1.84,7.85,3.78
167,2.09,7.94,3.95
168,2.36,7.85,4.08
169,2.62,7.59,4.17
170,2.77,7.23,4.2
171,2.77,6.79,4.17
172,2.62,6.32,4.08
173,2.36,5.82,3.95
174,2.09,5.3,3.78
175,1.84,4.78,3.6
176,1.59,4.24,3.4
177,1.36,3.7,3.2
178,1.14,3.16,2.98
179,0.93,2.62,2.77
180,0.73,2.07,2.55
181,0.69,6.04,3.7
182,0.89,6.57,3.68
183,1.1,7.09,3.62
184,1.31,7.59,3.52
185,1.53,8.04,3.44
186,1.75,8.38,3.6
187,1.97,8.52,3.74
188,2.18,8.38,3.85
189,2.36,8.04,3.92
190,2.43,7.59,3.95
191,2.43,7.09,3.92
192,2.36,6.57,3.85
193,2.18,6.04,3.74
194,1.97,5.49,3.6
195,1.75,4.94,3.44
196,1.53,4.39,3.26
197,1.31,3.84,3.07
198,1.1,3.29,2.87
199,0.89,2.73,2.66
200,0.69,2.17,2.46
201,0.64,6.17,3.45
202,0.83,6.74,3.44
203,1.03,7.29,3.38
204,1.22,7.85,3.3
205,1.42,8.38,3.26
206,1.62,8.86,3.4
207,1.81,9.1,3.52
208,1.97,8.86,3.62
209,2.09,8.38,3.68
210,2.13,7.85,3.7
211,2.13,7.29,3.68
212,2.09,6.74,3.62
213,1.97,6.17,3.52
214,1.81,5.61,3.4
215,1.62,5.05,3.26
216,1.42,4.49,3.09
217,1.22,3.92,2.92
218,1.03,3.36,2.73
219,0.83,2.8,2.54
220,0.64,2.24,2.34
221,0.57,6.22,3.21
222,0.75,6.79,3.2
223,0.93,7.36,3.15
224,1.11,7.94,3.08
225,1.29,8.52,3.07
226,1.46,9.1,3.2
227,1.62,9.7,3.3
228,1.75,9.1,3.38
229,1.84,8.52,3.44
230,1.87,7.94,3.45
231,1.87,7.36,3.44
232,1.84,6.79,3.38
233,1.75,6.22,3.3
234,1.62,5.65,3.2
235,1.46,5.08,3.07
236,1.29,4.52,2.92
237,1.11,3.95,2.76
238,0.93,3.39,2.58
239,0.75,2.82,2.4
240,0.57,2.26,2.22
241,0.48,6.17,2.97
242,0.65,6.74,2.96
243,0.82,7.29,2.92
244,0.99,7.85,2.85
245,1.14,8.38,2.87
246,1.29,8.86,2.98
247,1.42,9.1,3.08
248,1.53,8.86,3.15
249,1.59,8.38,3.2
250,1.62,7.85,3.21
251,1.62,7.29,3.2
252,1.59,6.74,3.15
253,1.53,6.17,3.08
254,1.42,5.61,2.98
255,1.29,5.05,2.87
256,1.14,4.49,2.73
257,0.99,3.92,2.58
258,0.82,3.36,2.42
259,0.65,2.8,2.25
260,0.48,2.24,2.08
261,0.38,6.04,2.73
262,0.54,6.57,2.72
263,0.69,7.09,2.69
264,0.84,7.59,2.63
265,0.99,8.04,2.66
266,1.11,8.38,2.77
267,1.22,8.52,2.85
268,1.31,8.38,2.92
269,1.36,8.04,2.96
270,1.38,7.59,2.97
271,1.38,7.09,2.96
272,1.36,6.57,2.92
273,1.31,6.04,2.85
274,1.22,5.49,2.77
275,1.11,4.94,2.66
276,0.99,4.39,2.54
277,0.84,3.84,2.4
278,0.69,3.29,2.25
279,0.54,2.73,2.09
280,0.38,2.17,1.93
281,0.26,5.82,2.5
282,0.41,6.32,2.49
283,0.56,6.79,2.46
284,0.69,7.23,2.4
285,0.82,7.59,2.46
286,0.93,7.85,2.55
287,1.03,7.94,2.63
288,1.1,7.85,2.69
289,1.14,7.59,2.72
290,1.16,7.23,2.73
291,1.16,6.79,2.72
292,1.14,6.32,2.69
293,1.1,5.82,2.63
294,1.03,5.3,2.55
295,0.93,4.78,2.46
296,0.82,4.24,2.34
297,0.69,3.7,2.22
298,0.56,3.16,2.08
299,0.41,2.62,1.93
300,0.26,2.07,1.77
