id,cf1,cf2,cf3
144,4.54,5.06,3.8
145,3.18,7.4,4.12
146,3.49,10.08,3.56
147,3.17,8.49,4.61
148,2.56,5.92,2.85
149,2.8,5.2,2.41
150,1.68,6.55,3.91
151,4.23,5.35,2.14
152,3.66,6.94,1.67
153,3.76,4.65,2.65
154,5.48,3.48,1.81
155,3.56,4.15,3.96
156,5.48,5.15,3.06
157,5.08,3.7,2.23
158,6.48,6.56,3.73
159,6.55,3.51,2.12
160,8.21,3.9,4.4
161,4.02,3.32,4.58
162,7.11,3.98,3.17
163,6.63,6.37,4.81
164,6.22,6.7,2.29
165,6.58,7.55,4.59
166,3.35,6.39,3.8
167,6.69,7.06,4.35
168,4.24,6.09,3.23
169,5.33,7.45,3.12
170,4.37,7.96,3.16
171,3.79,5.75,4.06
172,3.45,8.14,3.51
173,3.04,5.97,3.01
174,2.52,6.78,2.29
175,2.74,6.46,3.14
176,3.85,7.3,1.61
177,3.26,5.51,2.82
178,4.14,5.5,2.72
179,2.53,5.19,1.94
180,2.43,5.89,3.78
181,7.0,7.43,2.87
182,7.65,7.23,2.03
183,8.5,4.52,2.94
184,4.82,4.06,3.89
185,6.83,5.18,4.55
186,8.36,5.29,5.16
187,8.54,5.7,2.99
188,7.44,5.64,3.78
189,8.54,5.81,4.19
190,5.89,4.31,3.93
191,5.08,4.76,3.62
192,6.68,8.34,4.62
193,3.72,7.37,3.2
194,3.19,6.69,2.69
195,3.76,9.3,4.61
196,2.86,9.69,3.55
197,3.67,9.08,3.04
198,3.59,6.79,4.33
199,2.69,7.38,2.69
200,1.99,8.08,3.65
201,3.09,6.01,1.24
202,3.27,7.38,2.27
203,3.82,5.77,2.3
204,4.5,6.0,2.92
205,5.7,5.86,2.56
206,6.29,5.1,2.89
207,5.65,3.42,3.05
208,7.49,4.98,3.53
209,6.28,5.66,3.47
210,6.86,6.46,4.32
211,8.36,4.47,4.6
212,8.51,4.82,3.12
213,5.69,6.14,2.94
214,8.62,5.94,3.29
215,8.21,5.25,4.74
216,5.69,6.69,2.37
217,3.71,6.24,3.85
218,4.06,7.61,3.77
219,4.77,8.0,4.03
220,2.05,8.16,3.54
221,3.34,8.16,3.33
222,3.06,9.71,4.03
223,2.66,10.83,5.24
224,2.0,8.01,3.15
225,1.3,9.51,2.9
226,3.77,4.21,1.57
227,3.64,3.2,1.78
228,5.14,6.07,1.69
229,5.99,6.06,3.13
230,6.78,2.86,2.87
231,7.98,6.56,2.4
232,7.13,4.73,2.32
233,8.0,7.41,2.7
234,8.47,5.26,3.33
235,7.36,5.36,2.4
236,9.86,2.16,3.09
237,10.79,4.89,3.0
238,8.18,5.55,2.17
239,9.46,8.36,4.56
240,6.85,6.04,3.45
241,5.99,6.37,4.13
242,4.79,5.14,3.56
243,5.39,8.62,3.5
244,3.95,10.48,3.0
245,3.5,9.81,3.4
246,4.41,7.35,3.43
247,2.99,7.45,4.55
248,3.34,6.16,3.7
249,2.57,8.65,4.29
250,2.25,7.06,6.13
251,4.68,7.81,1.53
252,4.04,6.45,2.17
253,5.01,6.93,1.88
254,4.04,6.26,1.48
255,5.31,6.96,2.71
256,7.52,7.29,3.07
257,4.97,5.94,2.09
258,8.2,3.72,2.49
259,9.05,8.25,3.43
260,9.57,4.48,1.75
261,9.79,5.66,3.87
262,9.79,3.22,4.44
263,6.72,6.89,3.14
264,8.32,8.24,1.97
265,6.87,7.08,1.8
266,6.8,5.27,3.84
267,3.44,6.5,3.51
268,5.71,8.47,3.46
269,4.45,9.34,6.07
270,3.38,8.64,1.94
271,3.7,8.66,3.99
272,3.91,7.3,2.66
273,3.27,6.6,3.04
274,2.08,8.5,6.01
275,1.6,7.81,3.92
276,4.61,7.65,2.01
277,2.55,8.28,1.65
278,4.42,4.96,1.74
279,4.79,6.15,1.72
280,4.84,5.52,1.69
281,5.78,7.78,2.35
282,4.46,6.23,1.47
283,2.64,8.34,2.79
284,8.34,6.55,2.33
285,5.48,7.27,2.87
286,8.75,7.69,2.73
287,8.17,5.4,3.64
288,7.22,8.13,3.41
289,5.39,6.82,3.66
290,6.64,5.74,3.35
291,7.56,8.25,3.7
292,5.63,7.91,3.84
293,3.98,7.67,4.24
294,5.31,8.08,3.83
295,4.79,7.13,3.8
296,2.93,8.27,5.52
297,3.63,12.58,2.89
298,2.57,8.67,2.92
299,2.2,7.05,4.82
300,2.05,10.11,5.54
301,3.41,5.95,1.68
302,3.28,7.97,1.31
303,2.91,7.23,1.42
304,6.03,7.95,2.01
305,6.47,6.96,1.53
306,6.64,6.24,1.25
307,8.32,5.09,2.9
308,7.36,8.32,2.15
309,8.65,3.32,2.01
310,7.14,5.43,3.07
311,6.64,5.58,2.52
312,5.43,6.21,3.56
313,10.12,4.67,1.58
314,6.12,5.47,2.72
315,4.38,7.58,2.91
316,5.78,6.74,3.04
317,3.42,3.93,4.89
318,4.47,9.65,5.06
319,4.49,9.57,5.3
320,4.2,7.53,3.8
321,4.2,8.22,4.1
322,2.75,7.0,5.56
323,3.35,8.78,3.98
324,2.46,9.89,6.29
325,1.82,5.98,5.69
326,3.38,6.56,1.53
327,3.44,6.03,1.64
328,3.88,8.76,2.26
329,4.83,6.86,2.28
330,3.07,5.25,1.58
331,6.19,9.42,1.16
332,5.11,6.05,1.81
333,6.6,7.79,2.44
334,8.0,7.93,1.25
335,8.74,7.62,2.67
336,5.25,7.49,2.81
337,8.15,6.31,2.86
338,6.76,5.76,3.34
339,6.04,5.36,3.02
340,5.97,4.67,3.1
341,8.34,5.28,2.93
342,5.87,8.55,3.64
343,5.5,7.96,3.95
344,3.97,6.09,4.17
345,3.74,6.05,4.02
346,2.99,9.16,3.45
347,3.17,11.78,3.58
348,1.93,9.35,3.39
349,2.31,3.97,2.72
350,1.46,6.7,7.7
351,2.97,7.32,1.13
352,2.43,6.59,1.38
353,3.93,7.56,1.41
354,3.07,8.14,1.95
355,4.94,5.58,1.5
356,5.63,6.03,2.18
357,7.22,6.73,2.02
358,2.74,6.46,2.95
359,6.8,6.94,1.83
360,5.71,8.3,2.06
361,5.22,5.88,1.0
362,8.43,5.37,2.08
363,7.74,5.89,2.68
364,6.33,6.06,2.66
365,7.09,5.87,2.88
366,4.35,4.84,4.67
367,5.83,9.54,3.16
368,5.32,8.08,3.76
369,4.48,12.16,6.62
370,2.95,6.1,6.53
371,2.59,8.35,2.55
372,2.66,7.72,6.88
373,2.6,8.83,5.24
374,2.3,7.47,7.96
375,1.35,4.9,7.56
376,3.11,10.83,0.97
377,3.29,7.52,1.65
378,4.34,7.34,0.94
379,4.97,8.77,1.36
380,4.17,8.36,1.35
381,5.44,7.83,1.27
382,3.7,10.1,1.62
383,6.07,9.45,1.62
384,6.84,7.62,2.37
385,7.47,7.52,2.04
386,6.59,8.43,1.97
387,5.19,6.61,2.89
388,3.5,6.43,3.02
389,5.52,5.49,3.85
390,5.16,8.02,3.17
391,7.78,7.44,2.62
392,5.3,7.64,3.21
393,2.87,6.94,3.72
394,4.56,5.52,4.38
395,4.37,5.52,4.38
396,3.45,6.78,4.12
397,2.27,8.22,5.82
398,2.55,7.94,4.74
399,1.86,6.55,5.16
400,1.13,7.21,6.27
401,2.9,9.24,0.99
402,2.5,6.21,1.33
403,3.45,9.29,1.23
404,3.61,11.16,1.42
405,3.93,6.21,1.64
406,3.21,6.17,1.73
407,6.31,6.69,1.25
408,5.39,8.29,2.07
409,5.93,6.97,1.8
410,5.7,7.02,2.4
411,3.93,5.21,2.73
412,4.14,7.64,3.41
413,5.18,5.2,3.34
414,4.88,7.12,2.89
415,4.26,6.94,3.65
416,4.29,8.2,2.74
417,4.01,6.11,3.87
418,3.3,6.01,5.5
419,3.38,6.95,5.51
420,1.8,8.66,5.7
421,2.4,7.2,3.69
422,2.91,7.44,4.32
423,1.6,7.95,6.16
424,2.0,7.23,4.27
425,1.63,8.97,4.64
426,2.01,6.94,0.84
427,2.44,10.61,0.58
428,2.99,7.63,1.04
429,3.25,8.82,1.46
430,4.25,8.88,1.6
431,3.62,8.47,1.33
432,4.36,9.16,2.09
433,4.92,7.09,2.4
434,5.31,9.4,1.78
435,3.0,7.3,2.13
436,5.35,8.09,2.92
437,4.56,6.75,2.49
438,5.83,8.62,3.58
439,5.11,7.53,3.06
440,4.15,6.34,4.32
441,4.51,5.57,4.85
442,3.64,7.09,2.54
443,2.47,6.03,4.65
444,3.3,7.05,5.27
445,2.84,6.11,6.36
446,2.46,8.17,3.24
447,1.84,6.9,4.42
448,2.23,7.04,4.71
449,1.8,7.53,5.44
450,1.07,4.92,7.58
451,1.34,8.51,0.8
452,2.74,9.42,0.79
453,3.12,6.25,1.14
454,1.59,9.74,0.97
455,3.66,9.54,1.22
456,3.97,10.19,1.69
457,4.28,8.73,1.7
458,3.53,9.57,1.89
459,4.48,6.91,2.23
460,3.57,6.11,1.81
461,5.51,7.92,3.07
462,3.87,6.16,2.78
463,3.84,8.08,3.53
464,3.33,5.36,3.6
465,4.22,6.1,3.68
466,2.59,5.45,3.58
467,2.74,6.58,3.19
468,2.61,6.44,3.89
469,2.94,5.51,4.36
470,1.94,8.93,4.48
471,3.02,7.95,4.62
472,1.98,6.61,5.14
473,1.41,5.99,3.87
474,1.25,7.09,4.75
475,1.02,3.55,4.82
476,1.16,5.96,0.7
477,1.47,10.03,0.95
478,1.98,7.44,1.16
479,2.41,10.24,1.23
480,2.94,7.58,1.08
481,2.62,7.57,1.26
482,2.39,10.96,1.24
483,3.27,7.29,2.51
484,4.55,8.06,1.65
485,3.18,10.71,2.58
486,3.5,5.27,2.26
487,2.61,8.06,2.2
488,3.15,6.8,3.22
489,2.98,5.86,3.68
490,2.6,4.08,2.52
491,3.38,4.87,3.27
492,3.01,6.02,3.57
493,3.15,6.62,4.84
494,2.63,6.43,4.35
495,2.38,4.62,3.55
496,2.41,6.94,5.59
497,1.63,7.11,4.89
498,1.36,8.32,5.71
499,1.2,3.7,4.45
500,0.72,5.63,4.26
