id,m_cf1,m_cf2,m_cf3
302,3.63,6.74,1.66
303,4.1,6.87,1.79
304,4.58,6.96,1.92
305,5.07,6.98,2.05
306,5.56,6.96,2.17
307,6.05,6.87,2.28
308,6.53,6.74,2.39
309,6.98,6.57,2.48
310,7.34,6.37,2.57
311,7.49,6.14,2.64
312,7.49,5.89,2.7
313,7.34,5.94,2.9
314,6.98,6.28,3.11
315,6.53,6.62,3.32
316,6.05,6.96,3.54
317,5.56,7.29,3.77
318,5.07,7.63,3.99
319,4.58,7.96,4.22
320,4.1,8.29,4.45
321,3.63,8.58,4.67
322,3.16,8.73,4.87
323,2.7,8.58,5.01
324,2.25,8.29,5.07
325,1.79,7.96,5.01
326,3.05,6.85,1.4
327,3.5,7.04,1.53
328,3.96,7.19,1.66
329,4.42,7.29,1.78
330,4.87,7.33,1.9
331,5.33,7.29,2.01
332,5.77,7.19,2.12
333,6.18,7.04,2.21
334,6.53,6.85,2.3
335,6.79,6.62,2.38
336,6.88,6.37,2.54
337,6.88,6.1,2.74
338,6.79,5.89,2.95
339,6.53,6.22,3.16
340,6.18,6.55,3.38
341,5.77,6.87,3.61
342,5.33,7.19,3.85
343,4.87,7.51,4.09
344,4.42,7.81,4.34
345,3.96,8.08,4.6
346,3.5,8.29,4.87
347,3.05,8.37,5.12
348,2.6,8.29,5.34
349,2.15,8.08,5.43
350,1.71,7.81,5.34
351,2.89,7.1,1.28
352,3.33,7.33,1.4
353,3.76,7.51,1.52
354,4.2,7.63,1.64
355,4.62,7.67,1.75
356,5.03,7.63,1.85
357,5.42,7.51,1.95
358,5.77,7.33,2.04
359,6.05,7.1,2.16
360,6.24,6.85,2.36
361,6.31,6.57,2.56
362,6.31,6.28,2.77
363,6.24,5.98,2.98
364,6.05,6.12,3.2
365,5.77,6.43,3.42
366,5.42,6.74,3.66
367,5.03,7.04,3.9
368,4.62,7.33,4.16
369,4.2,7.59,4.42
370,3.76,7.81,4.71
371,3.33,7.96,5.01
372,2.89,8.02,5.34
373,2.46,7.96,5.67
374,2.02,7.81,5.86
375,1.59,7.59,5.67
376,2.7,7.33,1.15
377,3.12,7.59,1.27
378,3.53,7.81,1.38
379,3.93,7.96,1.49
380,4.32,8.02,1.6
381,4.69,7.96,1.7
382,5.03,7.81,1.79
383,5.33,7.59,1.98
384,5.56,7.33,2.17
385,5.71,7.04,2.37
386,5.77,6.74,2.57
387,5.77,6.43,2.78
388,5.71,6.12,2.99
389,5.56,5.98,3.21
390,5.33,6.28,3.44
391,5.03,6.57,3.67
392,4.69,6.85,3.92
393,4.32,7.1,4.18
394,3.93,7.33,4.45
395,3.53,7.51,4.75
396,3.12,7.63,5.07
397,2.7,7.67,5.43
398,2.28,7.63,5.86
399,1.86,7.51,6.6
400,1.44,7.33,5.86
401,2.48,7.51,1.02
402,2.87,7.81,1.14
403,3.26,8.08,1.24
404,3.63,8.29,1.35
405,3.99,8.37,1.45
406,4.32,8.29,1.6
407,4.62,8.08,1.78
408,4.87,7.81,1.97
409,5.07,7.51,2.16
410,5.19,7.19,2.36
411,5.24,6.87,2.56
412,5.24,6.55,2.77
413,5.19,6.22,2.98
414,5.07,5.89,3.2
415,4.87,6.1,3.42
416,4.62,6.37,3.66
417,4.32,6.62,3.9
418,3.99,6.85,4.16
419,3.63,7.04,4.42
420,3.26,7.19,4.71
421,2.87,7.29,5.01
422,2.48,7.33,5.34
423,2.08,7.29,5.67
424,1.68,7.19,5.86
425,1.27,7.04,5.67
426,2.23,7.63,0.89
427,2.6,7.96,1.0
428,2.96,8.29,1.1
429,3.31,8.58,1.23
430,3.63,8.73,1.4
431,3.93,8.58,1.58
432,4.2,8.29,1.77
433,4.42,7.96,1.95
434,4.58,7.63,2.14
435,4.69,7.29,2.34
436,4.73,6.96,2.54
437,4.73,6.62,2.74
438,4.69,6.28,2.95
439,4.58,5.94,3.16
440,4.42,5.89,3.38
441,4.2,6.14,3.61
442,3.93,6.37,3.85
443,3.63,6.57,4.09
444,3.31,6.74,4.34
445,2.96,6.87,4.6
446,2.6,6.96,4.87
447,2.23,6.98,5.12
448,1.85,6.96,5.34
449,1.46,6.87,5.43
450,1.07,6.74,5.34
451,1.95,7.67,0.76
452,2.3,8.02,0.86
453,2.64,8.37,1.03
454,2.96,8.73,1.2
455,3.26,9.1,1.38
456,3.53,8.73,1.56
457,3.76,8.37,1.74
458,3.96,8.02,1.92
459,4.1,7.67,2.11
460,4.2,7.33,2.3
461,4.23,6.98,2.5
462,4.23,6.64,2.7
463,4.2,6.3,2.9
464,4.1,5.96,3.11
465,3.96,5.66,3.32
466,3.76,5.89,3.54
467,3.53,6.1,3.77
468,3.26,6.28,3.99
469,2.96,6.43,4.22
470,2.64,6.55,4.45
471,2.3,6.62,4.67
472,1.95,6.64,4.87
473,1.59,6.62,5.01
474,1.22,6.55,5.07
475,0.85,6.43,5.01
476,1.66,7.63,0.67
477,1.99,7.96,0.84
478,2.3,8.29,1.0
479,2.6,8.58,1.17
480,2.87,8.73,1.35
481,3.12,8.58,1.52
482,3.33,8.29,1.7
483,3.5,7.96,1.88
484,3.63,7.63,2.07
485,3.71,7.29,2.26
486,3.74,6.96,2.45
487,3.74,6.62,2.64
488,3.71,6.28,2.84
489,3.63,5.94,3.04
490,3.5,5.61,3.24
491,3.33,5.62,3.45
492,3.12,5.81,3.66
493,2.87,5.98,3.87
494,2.6,6.12,4.07
495,2.3,6.22,4.27
496,1.99,6.28,4.45
497,1.66,6.3,4.6
498,1.32,6.28,4.71
499,0.97,6.22,4.75
500,0.61,6.12,4.71
