id,cf1,cf2,cf3
457,3.36,2.14,4.22
458,3.22,1.67,3.85
459,3.69,1.98,5.18
460,3.92,1.51,4.47
461,2.87,1.7,5.41
462,4.48,2.1,5.63
463,5.97,1.89,5.56
464,3.12,2.24,4.56
465,3.38,1.53,5.49
466,3.59,1.55,3.44
467,3.14,2.61,5.54
468,2.72,1.79,6.02
469,2.58,1.57,7.75
470,3.23,1.82,6.52
471,3.23,2.81,4.1
472,1.87,2.47,6.98
473,1.03,2.06,6.47
474,1.01,1.54,2.64
475,0.89,1.03,6.77
476,1.29,1.53,5.78
477,1.2,1.6,5.88
478,1.79,1.97,3.6
479,2.46,1.55,5.13
480,2.46,1.63,5.74
481,2.78,2.26,4.75
482,2.95,1.79,4.23
483,3.62,1.49,5.14
484,2.63,1.02,3.91
485,3.81,1.37,4.1
486,4.6,1.66,4.46
487,3.5,1.34,3.8
488,3.5,1.52,4.82
489,2.52,1.83,2.99
490,4.06,1.91,3.17
491,3.6,0.83,4.87
492,3.41,1.58,5.4
493,2.67,2.54,7.57
494,2.98,2.23,8.23
495,2.69,1.78,6.83
496,2.2,2.23,7.44
497,1.56,2.4,8.13
498,0.99,1.66,8.02
499,0.69,2.85,6.79
500,0.48,1.35,6.68
