id,cf1,cf2,cf3
153,5.36,3.73,3.48
154,4.45,3.22,3.66
155,2.86,4.33,2.69
156,2.44,5.69,4.31
157,2.35,7.5,2.8
158,2.32,4.88,2.41
159,1.2,3.49,3.26
160,0.76,4.5,2.9
161,1.1,0.64,1.76
162,1.61,1.66,3.62
163,2.35,1.59,2.95
164,2.25,1.55,1.94
165,2.42,1.32,3.27
166,3.18,1.99,4.94
167,4.12,2.37,3.36
168,2.61,1.6,3.8
169,3.57,2.67,4.39
170,4.65,3.93,5.07
171,4.58,3.07,4.26
172,3.54,2.96,4.27
173,2.18,2.86,1.75
174,3.29,4.79,4.18
175,3.7,4.05,2.33
176,3.24,4.07,3.06
177,1.61,3.91,2.43
178,2.05,5.73,2.35
179,1.68,5.36,3.66
180,1.45,2.97,2.39
181,1.02,1.11,2.02
182,1.69,1.34,2.83
183,2.13,1.27,2.95
184,2.36,1.34,3.72
185,2.39,2.42,3.43
186,3.36,1.83,3.97
187,3.23,1.73,5.07
188,3.77,2.83,5.13
189,3.42,2.23,4.33
190,2.87,2.26,4.75
191,4.03,2.64,5.13
192,4.08,3.68,5.2
193,3.02,3.22,3.99
194,3.36,4.57,2.56
195,2.82,4.86,4.05
196,2.86,3.33,3.43
197,1.7,4.38,3.56
198,2.11,5.38,3.64
199,0.95,3.52,4.25
200,0.77,4.28,2.54
201,1.04,0.73,2.67
202,0.82,1.09,2.68
203,1.45,1.2,2.5
204,2.29,1.39,2.26
205,1.59,1.57,3.66
206,2.86,1.9,3.03
207,2.36,2.14,5.03
208,3.25,1.33,4.51
209,3.81,1.42,5.38
210,4.85,2.09,5.07
211,2.73,3.34,5.18
212,3.78,3.15,3.89
213,3.36,2.84,3.22
214,2.78,3.42,4.44
215,2.34,4.56,4.11
216,2.31,4.26,4.93
217,2.04,4.31,2.45
218,2.13,4.18,4.01
219,0.87,4.48,3.82
220,1.41,3.48,3.92
221,0.92,0.68,2.35
222,1.14,1.03,3.91
223,1.44,0.66,2.64
224,1.9,1.05,4.19
225,2.58,1.12,3.96
226,2.24,1.48,4.91
227,3.09,0.95,3.63
228,3.63,1.77,4.29
229,2.04,2.95,6.26
230,2.65,3.16,5.08
231,2.81,2.81,3.27
232,3.42,1.98,5.3
233,2.13,2.92,4.42
234,2.74,4.29,3.66
235,2.21,1.99,2.16
236,2.44,2.98,3.55
237,2.51,4.85,2.26
238,1.69,3.06,5.4
239,0.96,3.38,4.81
240,0.83,3.99,2.45
241,0.72,0.48,2.42
242,0.77,0.43,3.59
243,1.39,0.82,2.3
244,0.95,0.86,3.8
245,2.33,1.48,2.9
246,1.83,1.32,4.16
247,2.81,1.77,3.76
248,2.43,1.98,4.33
249,2.97,2.01,3.83
250,2.3,2.33,6.15
251,2.14,2.0,4.14
252,2.74,2.52,3.09
253,2.99,2.67,3.78
254,1.91,3.4,4.53
255,2.29,4.52,3.95
256,1.89,3.34,2.74
257,1.66,3.23,4.79
258,0.51,2.16,3.72
259,1.04,4.57,1.91
260,0.75,2.58,3.18
261,0.42,0.28,2.7
262,1.03,0.38,2.84
263,0.96,0.43,2.0
264,1.32,1.17,3.37
265,1.12,1.23,4.53
266,2.26,1.4,3.47
267,1.97,1.3,4.08
268,1.96,1.15,3.14
269,2.6,1.82,4.45
270,1.07,2.63,5.39
271,0.97,2.68,5.39
272,2.46,2.38,3.98
273,3.03,3.02,5.1
274,2.86,3.16,5.01
275,2.28,3.45,6.39
276,1.48,2.55,4.51
277,0.87,2.01,5.06
278,1.29,3.62,4.01
279,0.93,2.69,2.67
280,0.56,1.9,3.36
281,0.32,0.02,3.01
282,0.61,0.2,2.59
283,1.29,0.42,2.87
284,1.15,0.45,3.71
285,1.1,0.6,2.88
286,1.33,0.66,4.0
287,1.83,0.91,3.07
288,1.58,1.14,1.64
289,1.5,1.1,3.19
290,1.85,2.39,3.47
291,1.75,2.34,3.23
292,2.15,2.27,3.31
293,1.53,2.84,3.69
294,1.32,2.39,5.97
295,1.37,1.54,3.26
296,1.21,4.33,4.06
297,1.37,1.47,4.23
298,0.94,2.67,4.6
299,0.51,3.08,3.65
300,0.32,2.56,4.2
