id,cf1,cf2,cf3
163,2.04,1.33,0.66
164,1.73,1.84,0.75
165,2.47,2.57,1.25
166,2.74,3.65,0.91
167,1.9,2.34,1.12
168,2.43,2.89,1.82
169,2.4,5.21,1.57
170,3.2,3.38,1.42
171,1.66,5.97,1.14
172,2.01,4.13,1.67
173,2.54,2.13,2.55
174,2.63,3.52,1.37
175,2.82,3.78,1.72
176,1.66,2.91,0.9
177,2.04,2.75,1.62
178,1.78,1.76,0.93
179,1.77,1.58,1.13
180,1.47,1.42,1.74
181,1.66,1.1,0.44
182,1.72,1.43,0.65
183,1.88,2.12,0.61
184,2.06,2.14,0.61
185,1.96,2.86,1.01
186,2.15,2.32,1.03
187,2.5,2.43,0.99
188,3.17,3.68,1.18
189,2.81,3.14,1.42
190,2.38,3.69,0.94
191,2.67,6.97,0.63
192,3.06,2.35,1.35
193,2.33,3.95,1.32
194,2.08,2.79,0.6
195,2.39,3.16,1.41
196,2.33,3.55,1.29
197,1.95,3.14,0.93
198,1.75,2.3,1.49
199,1.08,1.6,1.33
200,1.11,1.47,1.5
201,1.49,1.08,0.38
202,1.82,1.16,0.45
203,1.86,1.34,0.66
204,3.17,1.63,0.74
205,2.98,2.23,0.71
206,2.47,2.32,0.74
207,3.23,2.72,1.07
208,3.18,3.63,1.19
209,2.65,5.15,0.92
210,4.94,4.17,1.0
211,3.63,4.99,1.41
212,2.97,3.39,0.97
213,3.11,4.13,1.08
214,2.68,3.24,1.21
215,3.06,3.77,1.15
216,2.25,2.41,0.7
217,1.87,2.28,0.99
218,1.45,2.1,1.46
219,1.23,1.3,1.51
220,1.63,0.93,1.01
221,1.71,0.64,0.28
222,1.87,1.43,0.42
223,2.2,1.54,0.74
224,1.64,2.16,0.56
225,2.45,2.15,0.65
226,2.07,2.1,0.68
227,2.98,1.87,0.73
228,3.37,0.94,0.85
229,3.05,2.47,0.84
230,4.03,3.05,1.03
231,3.77,3.99,1.14
232,4.16,3.57,0.91
233,2.92,4.3,1.15
234,3.01,3.75,0.95
235,3.48,2.42,1.09
236,2.15,2.28,1.22
237,2.5,2.75,1.09
238,2.23,1.97,1.4
239,1.14,1.01,1.29
240,1.83,1.05,0.94
241,1.6,0.8,0.25
242,2.67,0.83,0.32
243,1.83,1.46,0.45
244,3.18,1.76,0.38
245,3.21,2.2,0.58
246,3.78,1.9,0.81
247,3.94,2.76,0.68
248,5.21,3.19,0.89
249,3.86,3.83,0.86
250,3.38,2.31,1.04
251,3.91,3.39,1.08
252,3.83,2.13,1.19
253,3.05,2.43,0.99
254,3.47,2.05,1.25
255,2.64,2.74,1.01
256,2.47,3.0,1.31
257,2.38,3.12,1.04
258,2.34,1.88,0.86
259,1.7,1.29,1.09
260,1.35,1.06,1.04
261,1.93,0.16,0.2
262,2.29,0.9,0.23
263,2.41,1.49,0.27
264,1.59,1.75,0.46
265,3.24,2.52,0.45
266,2.82,2.98,0.66
267,3.16,2.72,0.66
268,2.78,3.0,0.68
269,3.52,3.37,0.84
270,2.9,2.95,0.91
271,3.28,2.76,1.07
272,2.87,3.76,1.02
273,3.41,1.62,1.02
274,2.34,3.64,1.37
275,2.87,2.93,1.05
276,2.42,2.31,0.91
277,2.5,2.22,1.31
278,2.49,1.58,1.12
279,1.74,1.09,1.05
280,1.27,0.9,1.09
281,2.46,0.33,0.09
282,2.59,0.63,0.15
283,1.85,1.02,0.19
284,2.38,1.21,0.29
285,2.78,1.35,0.42
286,2.51,1.96,0.29
287,3.32,2.84,0.65
288,4.73,2.11,0.67
289,4.73,1.53,0.46
290,5.08,3.14,0.59
291,5.16,2.0,0.76
292,3.81,2.07,0.55
293,3.25,1.92,0.51
294,3.51,2.25,0.91
295,2.46,2.05,0.84
296,2.67,1.48,1.13
297,2.31,1.82,0.83
298,1.3,1.33,1.04
299,1.98,1.12,0.86
300,1.89,0.69,0.57
